t,n_sat,dop,sigma_pos,dt_upd
17.8,9.66886018058431,2.10712690067863,1.90712690067863,0.386003229684266
18,9.67103764468146,2.1059292954252,1.9059292954252,0.385758264973336
18.2,9.67329160965786,2.10468961468818,1.90468961468818,0.38550469391349
18.4,9.67562161743739,2.10340811040944,1.90340811040944,0.385242568038294
18.6,9.678027181948,2.1020850499286,1.9020850499286,0.38497194203085
18.8,9.6805077892342,2.10072071592119,1.90072071592119,0.384692873711152
19,9.68306289757932,2.09931540633138,1.89931540633138,0.384405424022327
19.2,9.68569193763744,2.09786943429941,1.89786943429941,0.384109657015788
19.4,9.6883943125752,2.09638312808364,1.89638312808364,0.38380563983529
19.6,9.69116939822316,2.09485683097726,1.89485683097726,0.383493442699894
19.8,9.69401654323691,2.0932909012197,1.8932909012197,0.383173138885847
20,9.69693506926769,2.09168571190277,1.89168571190277,0.382844804707385
20.2,9.69992427114261,2.09004165087156,1.89004165087156,0.382508519496456
20.4,9.70298341705436,2.0883591206201,1.8883591206201,0.382164365581384
20.6,9.70611174876037,2.0866385381818,1.8866385381818,0.381812428264459
20.8,9.7093084817913,2.08488033501478,1.88488033501478,0.381452795798478
21,9.71257280566896,2.08308495688207,1.88308495688207,0.381085559362242
21.2,9.71590388413333,2.08125286372667,1.88125286372667,0.380710813035001
21.4,9.71930085537892,2.07938452954159,1.87938452954159,0.380328653769871
21.6,9.72276283230016,2.07748044223491,1.87748044223491,0.379939181366232
21.8,9.72628890274581,2.0755411034898,1.8755411034898,0.379542498441096
22,9.72987812978244,2.07356702861966,1.87356702861966,0.379138710399476
22.2,9.73352955196664,2.07155874641835,1.87155874641835,0.378727925403753
22.4,9.73724218362617,2.06951679900561,1.86951679900561,0.378310254342056
22.6,9.74101501514971,2.06744174166766,1.86744174166766,0.377885810795657
22.8,9.74484701328533,2.06533414269307,1.86533414269307,0.3774547110054
23,9.74873712144736,2.06319458320395,1.86319458320395,0.377017073837172
23.2,9.75268426003182,2.0610236569825,1.8610236569825,0.37657302074642
23.4,9.75668732674009,2.05882197029295,1.85882197029295,0.37612267574174
23.6,9.76074519691084,2.05659014169904,1.85659014169904,0.37566616534753
23.8,9.76485672386011,2.05432880187694,1.85432880187694,0.375203618565737
24,9.76902073922936,2.05203859342385,1.85203859342385,0.374735166836697
24.2,9.77323605334141,2.04972017066223,1.84972017066222,0.374260943999091
24.4,9.77750145556428,2.04737419943965,1.84737419943965,0.373781086249019
24.6,9.78181571468257,2.04500135692459,1.84500135692459,0.373295732098211
24.8,9.78617757927649,2.04260233139793,1.84260233139793,0.372805022331395
25,9.79058577810828,2.04017782204044,1.84017782204044,0.372309099962818
25.2,9.79503902051598,2.03772853871621,1.83772853871621,0.371808110191953
25.4,9.79953599681431,2.03525520175213,1.83525520175213,0.37130220035839
25.6,9.80407537870273,2.0327585417135,1.8327585417135,0.370791519895943
25.8,9.8086558196803,2.03023929917583,1.83023929917583,0.370276220285966
26,9.81327595546741,2.02769822449293,1.82769822449292,0.369756455009916
26.2,9.81793440443411,2.02513607756124,1.82513607756124,0.369232379501163
26.4,9.82262976803501,2.02255362758074,1.82255362758074,0.368704151096061
26.6,9.82736063125054,2.0199516528122,1.8199516528122,0.368171928984314
26.8,9.83212556303438,2.01733094033109,1.81733094033109,0.367635874158633
27,9.83692311676706,2.01469228577812,1.81469228577812,0.367096149363706
27.2,9.84175183071547,2.01203649310649,1.81203649310649,0.36655291904451
27.4,9.84661022849812,2.00936437432604,1.80936437432604,0.366006349293962
27.6,9.85149681955609,2.00667674924415,1.80667674924415,0.365456607799939
27.8,9.85641009962945,2.0039744452038,1.8039744452038,0.364903863791687
28,9.86134855123895,2.00125829681858,1.80125829681858,0.364348287985619
28.2,9.86631064417296,1.99852914570487,1.79852914570487,0.363790052530542
28.4,9.8712948359794,1.99578784021133,1.79578784021133,0.363229330952318
28.6,9.87629957246244,1.99303523514566,1.79303523514566,0.362666298097975
28.8,9.88132328818403,1.99027219149878,1.79027219149878,0.362101130079296
29,9.88636440696979,1.98749957616662,1.78749957616662,0.361534004215899
29.2,9.89142134241936,1.98471826166935,1.78471826166935,0.360965098977822
29.4,9.8964924984209,1.9819291258685,1.7819291258685,0.360394593927649
29.6,9.90157626966963,1.9791330516817,1.7791330516817,0.359822669662167
29.8,9.90667104219016,1.97633092679541,1.77633092679541,0.359249507753607
30,9.91177519386253,1.97352364337561,1.77352364337561,0.358675290690466
30.2,9.91688709495176,1.97071209777653,1.77071209777653,0.358100201817926
30.4,9.92200510864071,1.96789719024761,1.76789719024761,0.35752442527792
30.6,9.92712759156604,1.96507982463868,1.76507982463868,0.35694814594882
30.8,9.93225289435723,1.96226090810353,1.76226090810353,0.356371549384812
31,9.93737936217827,1.95944135080195,1.75944135080195,0.355794821754944
31.2,9.94250533527213,1.95662206560033,1.75662206560033,0.355218149781885
31.4,9.94762914950746,1.9538039677709,1.75380396777089,0.35464172068041
31.6,9.95274913692769,1.95098797468977,1.75098797468977,0.354065722095635
31.8,9.9578636263021,1.94817500553385,1.74817500553385,0.353490342041014
32,9.96297094367885,1.94536598097663,1.74536598097663,0.352915768836129
32.2,9.96806941293964,1.9425618228832,1.7425618228832,0.35234219104429
32.4,9.97315735635592,1.93976345400424,1.73976345400424,0.351769797409958
32.6,9.9782330951464,1.93697179766948,1.73697179766948,0.35119877679603
32.8,9.98329495003571,1.93418777748036,1.73418777748036,0.350629318120983
33,9.98834124181403,1.93141231700228,1.73141231700228,0.350061610295921
33.2,9.99337029189747,1.92864633945639,1.72864633945639,0.349495842161534
33.4,9.99838042288902,1.92589076741104,1.72589076741104,0.348932202424985
33.6,10.0033699591399,1.92314652247305,1.72314652247305,0.348370879596761
33.8,10.0083372273111,1.92041452497888,1.72041452497888,0.347812061927498
34,10.013280556935,1.91769569368573,1.71769569368573,0.347255937344807
34.2,10.0181982809768,1.91499094546279,1.71499094546279,0.346702693390115
34.4,10.0230887363951,1.91230119498269,1.71230119498269,0.346152517155549
34.6,10.0279502647032,1.90962735441322,1.70962735441322,0.345605595220886
34.8,10.0327812125282,1.9069703331095,1.7069703331095,0.345062113590579
35,10.0375799321698,1.90433103730659,1.70433103730659,0.344522257630894
35.2,10.0423447821585,1.90171036981284,1.70171036981284,0.343986212007171
35.4,10.0470741278113,1.89910922970378,1.69910922970378,0.343454160621228
35.6,10.0517663417872,1.89652851201703,1.69652851201703,0.342926286548939
35.8,10.05641980464,1.89396910744797,1.69396910744797,0.342402771977995
36,10.0610329053699,1.89143190204653,1.69143190204653,0.341883798145881
36.2,10.0656040419726,1.88891777691506,1.68891777691506,0.341369545278081
36.4,10.0701316219864,1.8864276079075,1.6864276079075,0.340860192526533
36.6,10.0746140630368,1.88396226532977,1.68396226532977,0.340355917908362
36.8,10.0790497933787,1.88152261364174,1.68152261364174,0.339856898244901
37,10.0834372524353,1.87910951116059,1.67910951116059,0.33936330910103
37.2,10.0877748913347,1.87672380976593,1.67672380976593,0.33887532472485
37.4,10.0920611734426,1.87436635460657,1.67436635460657,0.338393117987708
37.6,10.0962945748924,1.87203798380917,1.67203798380917,0.337916860324603
37.8,10.1004735851112,1.86973952818883,1.66973952818883,0.337446721674988
38,10.1045967073424,1.86747181096168,1.66747181096168,0.336982870423981
38.2,10.1086624591643,1.86523564745965,1.66523564745965,0.33652547334402
38.4,10.1126693730047,1.86303184484742,1.66303184484742,0.336074695536973
38.6,10.1166159966514,1.86086120184174,1.66086120184174,0.335630700376719
38.8,10.120500893758,1.85872450843312,1.65872450843312,0.33519364945223
39,10.1243226443452,1.85662254561013,1.65662254561013,0.334763702511163
39.2,10.1280798452978,1.8545560850862,1.6545560850862,0.334341017403995
39.4,10.131771110856,1.85252588902919,1.65252588902919,0.333925750028697
39.6,10.1353950731022,1.85053270979376,1.65053270979376,0.333518054275997
39.8,10.1389503824425,1.84857728965663,1.64857728965663,0.333118081975219
40,10.1424357080823,1.84666036055475,1.64666036055475,0.332725982840743
40.2,10.145849738497,1.84478264382666,1.64478264382666,0.33234190441909
40.4,10.1491911818965,1.84294484995695,1.64294484995695,0.331965992036649
40.6,10.1524587666838,1.84114767832391,1.64114767832391,0.331598388748072
40.8,10.155651241908,1.83939181695063,1.63939181695063,0.331239235285355
41,10.1587673777101,1.83767794225944,1.63767794225944,0.330888670007612
41.2,10.1618059657638,1.8360067188299,1.6360067188299,0.33054682885157
41.4,10.1647658197085,1.83437879916034,1.63437879916034,0.330213845282798
41.6,10.1676457755761,1.83279482343313,1.63279482343313,0.329889850247685
41.8,10.1704446922116,1.83125541928361,1.63125541928361,0.329574972126192
42,10.1731614516855,1.82976120157298,1.62976120157298,0.329269336685382
42.2,10.1757949597,1.828312772165,1.628312772165,0.328973067033751
42.4,10.1783441459877,1.82691071970675,1.62691071970675,0.328686283576381
42.6,10.1808079647029,1.82555561941339,1.62555561941339,0.328409103970921
42.8,10.1831853948052,1.82424803285713,1.62424803285713,0.328141643084414
43,10.1854754404356,1.8229885077604,1.6229885077604,0.32788401295099
43.2,10.187677131285,1.82177757779325,1.62177757779325,0.327636322730437
43.4,10.1897895229541,1.82061576237523,1.62061576237523,0.327398678667662
43.6,10.1918116973062,1.8195035664816,1.6195035664816,0.327171184053055
43.8,10.1937427628108,1.81844148045405,1.61844148045405,0.326953939183784
44,10.1955818548799,1.81742997981606,1.61742997981606,0.326747041326012
44.2,10.1973281361949,1.81646952509279,1.61646952509279,0.32655058467807
44.4,10.1989807970259,1.81556056163575,1.61556056163575,0.326364660334586
44.6,10.2005390555414,1.81470351945221,1.61470351945221,0.326189356251588
44.8,10.2020021581103,1.81389881303935,1.61389881303935,0.326024757212594
45,10.2033693795938,1.81314684122343,1.61314684122343,0.325870944795702
45.2,10.2046400236295,1.81244798700378,1.61244798700378,0.325727997341682
45.4,10.2058134229058,1.81180261740182,1.61180261740182,0.325595989923099
45.6,10.206888939427,1.81121108331514,1.61121108331514,0.32547499431446
45.8,10.2078659647697,1.81067371937667,1.61067371937667,0.325365078963409
46,10.2087439203291,1.810190843819,1.610190843819,0.325266308962977
46.2,10.2095222575565,1.80976275834391,1.60976275834391,0.32517874602489
46.4,10.2102004581871,1.8093897479971,1.6093897479971,0.325102448453953
46.6,10.2107780344576,1.80907208104833,1.60907208104833,0.325037471123522
46.8,10.211254529315,1.80881000887674,1.60881000887674,0.324983865452059
47,10.2116295166151,1.80860376586169,1.60860376586169,0.324941679380799
47.2,10.211902601311,1.80845356927895,1.60845356927895,0.324910957352513
47.4,10.212073419632,1.8083596192024,1.6083596192024,0.3248917402914
47.6,10.2121416392525,1.80832209841114,1.60832209841114,0.324884065584096
47.8,10.2121069594505,1.80834117230224,1.60834117230224,0.324887967061822
48,10.2119691112563,1.80841698880902,1.60841698880902,0.324903474983664
48.2,10.2117278575911,1.80854967832489,1.60854967832489,0.324930616021001
48.4,10.2113829933948,1.80873935363289,1.60873935363289,0.32496941324309
48.6,10.210934345744,1.80898610984081,1.60898610984081,0.325019886103801
48.8,10.2103817739599,1.80929002432208,1.60929002432208,0.325082050429516
49,10.2097251697049,1.80965115666233,1.60965115666233,0.325155918408203
49.2,10.2089644570697,1.81006954861164,1.61006954861164,0.325241498579653
49.4,10.2080995926498,1.81054522404262,1.61054522404262,0.3253387958269
49.6,10.2071305656105,1.81107818891424,1.61107818891424,0.325447811368821
49.8,10.206057397743,1.81166843124137,1.61166843124137,0.325568542753916
50,10.2048801435086,1.81231592107026,1.61231592107026,0.325700983855281
50.2,10.2035988900732,1.81302061045975,1.61302061045975,0.325845124866767
50.4,10.2022137573304,1.8137824334683,1.6137824334683,0.326000952300333
50.6,10.2007248979147,1.8146013061469,1.6146013061469,0.326168448984593
50.8,10.199132497204,1.81547712653783,1.61547712653783,0.326347594064555
51,10.1974367733105,1.81640977467921,1.61640977467921,0.326538363002565
51.2,10.1956379770628,1.81739911261547,1.61739911261547,0.326740727580438
51.4,10.1937363919751,1.81844498441367,1.61844498441367,0.326954655902796
51.6,10.191732334208,1.81954721618559,1.61954721618559,0.327180112401598
51.8,10.1896261525167,1.82070561611582,1.62070561611582,0.327417057841872
52,10.1874182281899,1.82191997449556,1.62191997449556,0.327665449328636
52.2,10.1851089749776,1.82319006376233,1.62319006376233,0.327925240315022
52.4,10.1826988390081,1.82451563854555,1.62451563854555,0.32819638061159
52.6,10.1801882986948,1.82589643571785,1.62589643571785,0.328478816396833
52.8,10.1775778646323,1.82733217445226,1.62733217445226,0.328772490228872
53,10.1748680794815,1.8288225562852,1.6288225562852,0.329077341058336
53.2,10.1720595178451,1.83036726518521,1.63036726518521,0.329393304242429
53.4,10.1691527861318,1.8319659676275,1.6319659676275,0.32972031156017
53.6,10.1661485224106,1.83361831267419,1.63361831267419,0.330058291228812
53.8,10.1630473962539,1.83532393206034,1.63532393206034,0.330407167921434
54,10.1598501085716,1.83708244028561,1.63708244028561,0.330766862785694
54.2,10.1565573914334,1.83889343471165,1.63889343471165,0.331137293463746
54.4,10.1531700078816,1.84075649566509,1.64075649566509,0.331518374113315
54.6,10.1496887517341,1.84267118654624,1.64267118654624,0.331910015429912
54.8,10.1461144473759,1.84463705394324,1.64463705394324,0.332312124670208
55,10.142447949542,1.8466536277519,1.6466536277519,0.332724605676525
55.2,10.1386901430891,1.84872042130098,1.64872042130098,0.333147358902473
55.4,10.1348419427582,1.85083693148298,1.65083693148298,0.3335802814397
55.6,10.1309042929266,1.85300263889038,1.65300263889038,0.334023267045759
55.8,10.1268781673504,1.85521700795728,1.65521700795728,0.334476206173079
56,10.1227645688975,1.85747948710639,1.65747948710639,0.334938985999035
56.2,10.1185645292702,1.85978950890139,1.65978950890139,0.335411490457102
56.4,10.1142791087191,1.86214649020449,1.66214649020449,0.3358936002691
56.6,10.1099093957468,1.86454983233928,1.66454983233928,0.336385192978489
56.8,10.1054565068023,1.86699892125874,1.66699892125874,0.336886142984743
57,10.1009215859666,1.86949312771837,1.66949312771837,0.337396321578758
57.2,10.0963058046284,1.87203180745439,1.67203180745439,0.337915596979308
57.4,10.0916103611509,1.87461430136699,1.67461430136699,0.33844383437052
57.6,10.08683648053,1.87723993570849,1.67723993570849,0.338980895940373
57.8,10.0819854140427,1.8799080222765,1.6799080222765,0.339526640920193
58,10.0770584388876,1.88261785861183,1.68261785861183,0.340080925625148
58.2,10.0720568578159,1.88536872820126,1.68536872820126,0.340643603495711
58.4,10.0669819987546,1.88815990068495,1.68815990068495,0.341214525140104
58.6,10.0618352144206,1.89099063206866,1.69099063206866,0.34179353837768
58.8,10.0566178819266,1.89386016494038,1.69386016494038,0.34238048828326
59,10.0513314023788,1.89676772869166,1.69676772869166,0.342975217232384
59.2,10.0459772004668,1.89971253974325,1.69971253974325,0.343577564947484
59.4,10.0405567240449,1.90269380177528,1.70269380177528,0.344187368544944
59.6,10.0350714437061,1.90571070596162,1.70571070596162,0.344804462583059
59.8,10.0295228523481,1.90876243120856,1.70876243120856,0.345428679110843
60,10.0239124647315,1.91184814439768,1.71184814439768,0.346059847717708
60.2,10.0182418170314,1.91496700063275,1.71496700063275,0.346697795583971
60.4,10.0125124663806,1.91811814349067,1.71811814349067,0.347342347532182
60.6,10.0067259904065,1.9213007052764,1.7213007052764,0.347993326079264
60.8,10.0008839867606,1.92451380728169,1.72451380728169,0.348650551489436
61,9.99498807264077,1.92775656004758,1.72775656004758,0.349313841827913
61.2,9.98903988430791,1.93102806363065,1.73102806363065,0.34998301301536
61.4,9.98304107659479,1.93432740787286,1.73432740787286,0.350657878883086
61.6,9.9769933224093,1.93765367267488,1.73765367267488,0.351338251228954
61.8,9.97089831223107,1.94100592827291,1.74100592827291,0.352023939874004
62,9.96475775360217,1.94438323551881,1.74438323551881,0.352714752719756
62.2,9.95857337061176,1.94778464616353,1.74778464616353,0.353410495806177
62.4,9.95234690337506,1.95120920314372,1.75120920314372,0.354110973370306
62.6,9.94608010750665,1.95465594087134,1.75465594087134,0.354815987905502
62.8,9.93977475358836,1.9581238855264,1.7581238855264,0.35552534022131
63,9.93343262663188,1.96161205535247,1.76161205535247,0.356238829503914
63.2,9.92705552553627,1.96511946095505,1.76511946095505,0.356956253377169
63.4,9.92064526254057,1.96864510560269,1.76864510560269,0.357677407964186
63.6,9.91420366267159,1.97218798553063,1.77218798553062,0.358402087949446
63.8,9.90773256318721,1.97574709024704,1.77574709024704,0.359130086641439
64,9.90123381301519,1.97932140284165,1.77932140284164,0.359861196035791
64.2,9.89470927218786,1.98290990029668,1.78290990029668,0.360595206878865
64.4,9.88816081127267,1.98651155380003,1.78651155380003,0.361331908731825
64.6,9.88159031079892,1.99012532906059,1.79012532906059,0.362071090035122
64.8,9.87499966068086,1.99375018662553,1.79375018662553,0.362812538173403
65,9.86839075963722,1.99738508219953,1.79738508219953,0.363556039540813
65.2,9.86176551460748,2.00102896696589,1.80102896696589,0.364301379606659
65.4,9.85512584016502,2.00468078790924,1.80468078790924,0.365048342981436
65.6,9.84847365792732,2.00833948813998,1.80833948813998,0.365796713483177
65.8,9.84181089596343,2.01200400722011,1.81200400722011,0.366546274204114
66,9.8351394881989,2.01567328149061,1.81567328149061,0.367296807577624
66.2,9.8284613738183,2.01934624439994,1.81934624439993,0.368048095445441
66.4,9.82177849666565,2.02302182683389,1.82302182683389,0.368799919125114
66.6,9.81509280464279,2.02669895744647,1.82669895744647,0.369552059477686
66.8,9.80840624910602,2.03037656299169,1.83037656299169,0.370304296975573
67,9.80172078426112,2.03405356865638,1.83405356865638,0.371056411770624
67.2,9.79503836655702,2.03772889839364,1.83772889839364,0.371808183762335
67.4,9.7883609540782,2.04140147525699,1.84140147525699,0.372559392666203
67.6,9.78169050593612,2.04507022173513,1.84507022173513,0.373309818082187
67.8,9.7750289816599,2.04873406008706,1.84873406008706,0.374059239563262
68,9.76837834058625,2.05239191267756,1.85239191267756,0.374807436684046
68.2,9.76174054124915,2.05604270231297,1.85604270231297,0.375554189109471
68.4,9.75511754076914,2.05968535257697,1.85968535257697,0.376299276663472
68.6,9.74851129424274,2.06331878816649,1.86331878816649,0.377042479397692
68.8,9.74192375413195,2.06694193522743,1.86694193522743,0.377783577660155
69,9.73535686965416,2.07055372169021,1.87055372169021,0.378522352163907
69.2,9.72881258617261,2.07415307760507,1.87415307760507,0.379258584055582
69.4,9.72229284458762,2.07773893547681,1.87773893547681,0.379992054983893
69.6,9.71579958072883,2.08131023059914,1.88131023059914,0.380722547168007
69.8,9.7093347247485,2.08486590138832,1.88486590138832,0.381449843465794
70,9.70290020051628,2.08840488971605,1.88840488971605,0.382173727441919
70.2,9.69649792501543,2.09192614124152,1.89192614124152,0.382893983435765
70.4,9.69012980774086,2.09542860574253,1.89542860574253,0.383610396629154
70.6,9.68379775009908,2.09891123744551,1.89891123744551,0.384322753113854
70.8,9.67750364481029,2.10237299535434,1.90237299535434,0.385030839958842
71,9.67124937531282,2.10581284357795,1.90581284357795,0.385734445277308
71.2,9.66503681517003,2.10922975165648,1.90922975165648,0.386433358293372
71.4,9.65886782748003,2.11262269488599,1.91262269488599,0.387127369408497
71.6,9.65274426428821,2.11599065464149,1.91599065464149,0.387816270267577
71.8,9.64666796600292,2.1193326186984,1.91933261869839,0.388499853824672
72,9.64064076081444,2.12264758155206,1.92264758155206,0.389177914408375
72.2,9.6346644641174,2.12593454473543,1.92593454473543,0.389850247786792
72.4,9.62874087793688,2.12919251713472,1.92919251713472,0.390516651232101
72.6,9.62287179035835,2.13242051530291,1.93242051530291,0.391176923584686
72.8,9.61705897496168,2.13561756377108,1.93561756377108,0.391830865316811
73,9.61130419025932,2.13878269535737,1.93878269535737,0.392478278595826
73.2,9.60560917913896,2.14191495147357,1.94191495147357,0.393118967346867
73.4,9.59997566831064,2.14501338242915,1.94501338242915,0.393752737315053
73.6,9.59440536775881,2.14807704773266,1.94807704773266,0.394379396127134
73.8,9.58889997019915,2.15110501639047,1.95110501639047,0.394998753352595
74,9.58346115054067,2.15409636720263,1.95409636720263,0.395610620564174
74.2,9.57809056535298,2.15705018905586,1.95705018905586,0.39621481139779
74.4,9.5727898523391,2.15996558121349,1.95996558121349,0.396811141611851
74.6,9.56756062981391,2.16284165360235,1.96284165360235,0.397399429145936
74.8,9.56240449618836,2.1656775270964,1.9656775270964,0.397979494178809
75,9.55732302945976,2.16847233379713,1.96847233379713,0.398551159185777
75.2,9.55231778670809,2.17122521731055,1.97122521731055,0.39911424899534
75.4,9.54739030359873,2.1739353330207,1.9739353330207,0.399668590845143
75.6,9.54254209389162,2.17660184835961,1.97660184835961,0.400214014437193
75.8,9.53777464895705,2.17922394307362,1.97922394307362,0.400750351992332
76,9.53308943729824,2.18180080948597,1.98180080948597,0.401277438303948
76.2,9.52848790408092,2.18433165275549,1.98433165275549,0.401795110790896
76.4,9.52397147066995,2.18681569113153,1.98681569113153,0.402303209549631
76.6,9.51954153417321,2.18925215620473,1.98925215620473,0.402801577405514
76.8,9.51519946699296,2.19164029315387,1.99164029315387,0.403290059963292
77,9.51094661638463,2.19397936098845,1.99397936098845,0.403768505656729
77.2,9.50678430402347,2.19626863278709,1.99626863278709,0.404236765797359
77.4,9.50271382557886,2.19850739593163,1.99850739593163,0.404694694622378
77.6,9.49873645029675,2.20069495233679,2.00069495233679,0.405142149341616
77.8,9.49485342059011,2.20283061867544,2.00283061867544,0.405578990183613
78,9.49106595163773,2.20491372659925,2.00491372659925,0.406005080440756
