t,tx_x,tx_y,rx_x,rx_y,relay_available
36.2,1968.47640405081,-420.835611925664,2030.56412105066,-373.812589484587,0
36.4,1971.22220486585,-417.388622479853,2034.7499362513,-372.744064519836,0
36.6,1973.96800568089,-413.941633034041,2038.94649674042,-371.729129623598,0
36.8,1976.71380649592,-410.49464358823,2043.14055773589,-370.714799227959,0
37,1979.45960731096,-407.047654142418,2047.33212904051,-369.70107096212,0
37.2,1982.205408126,-403.600664696606,2051.52122073011,-368.687942389249,0
37.4,1985.05982731193,-400.243779945599,2055.70784315242,-367.675411006754,0
37.6,1988.0756402955,-397.0379175234,2059.89200692597,-366.663474246553,0
37.8,1991.27854408502,-394.010944502306,2064.07372293891,-365.652129475356,0
38,1994.48144787455,-390.983971481213,2068.2530023478,-364.641373994956,0
38.2,1997.68435166408,-387.956998460119,2072.42985657641,-363.631205042523,0
38.4,2000.8889571828,-384.93183012657,2076.60446625781,-362.622319411362,0
38.6,2004.09864580005,-381.912052430165,2080.77721114214,-361.61623730924,0
38.8,2008.1808331502,-380.406166402203,2084.95974309649,-360.662997394536,0
39,2012.40282392229,-379.142856354815,2089.14269857982,-359.722352293979,0
39.2,2016.62481469437,-377.879546307427,2093.32328106821,-358.782240822353,0
39.4,2020.84680546645,-376.61623626004,2097.50150361023,-357.842660045352,0
39.6,2025.06879623854,-375.352926212652,2101.67737951326,-356.903606970471,0
39.8,2029.30434318748,-374.138247221471,2105.85369393456,-355.9784625096,0
40,2033.57103329858,-373.035290354095,2110.05439169527,-355.182785853333,0
40.2,2037.8530448844,-371.993580106062,2114.2597303604,-354.425737751977,0
40.4,2042.13649753153,-370.957630408868,2118.46631471563,-353.688613469743,0
40.6,2046.41995017867,-369.921680711673,2122.67060096974,-352.95189188623,0
40.8,2050.70340282581,-368.885731014479,2126.87260409344,-352.215570378104,0
41,2054.98685547295,-367.849781317285,2131.07233930781,-351.479646278159,0
41.2,2059.27030812009,-366.813831620091,2135.26982208264,-350.744116875608,0
41.4,2063.55376076723,-365.777881922897,2139.4650681347,-350.008979416382,0
41.6,2067.83721341437,-364.741932225702,2143.65809342608,-349.274231103429,0
41.8,2072.12066606151,-363.705982528508,2147.84891416237,-348.539869097026,0
42,2076.40425379265,-362.670592234986,2152.03754679094,-347.805890515084,0
42.2,2080.68843096734,-361.637642918106,2156.22400799908,-347.072292433468,0
42.4,2084.98487492207,-360.657345857315,2160.40831471223,-346.339071886317,0
42.6,2089.28444721922,-359.690476467497,2164.59048409207,-345.606225866371,0
42.8,2093.58401951637,-358.723607077679,2168.77053353469,-344.873751325295,0
43,2097.88359181352,-357.756737687861,2172.94848066863,-344.141645174021,0
43.2,2102.18316411068,-356.789868298042,2177.12434335299,-343.40990428308,0
43.4,2106.48997244705,-355.857941589478,2181.29813967543,-342.678525482951,0
43.6,2110.81992585184,-355.037781929543,2185.44453464304,-341.828907160729,0
43.8,2115.15908973607,-354.268142045276,2189.54854283065,-340.790860108788,0
44,2119.49989374706,-353.507498309,2193.6204143914,-339.641009995203,0
44.2,2123.84069775806,-352.746854572724,2197.68843983578,-338.484633433372,0
44.4,2128.18150176905,-351.986210836448,2201.75453897398,-337.328804443165,0
44.6,2132.52230578005,-351.225567100172,2205.81873076734,-336.173517634641,0
44.8,2136.86310979104,-350.464923363896,2209.82757815657,-334.852831577935,0
45,2141.20391380204,-349.70427962762,2213.77350570104,-333.360921007133,0
45.2,2145.54471781303,-348.943635891343,2217.57724835571,-331.534813961969,0
45.4,2149.88552182402,-348.182992155067,2221.37927645309,-329.70953004429,0
45.6,2154.22632583502,-347.422348418791,2225.17960872414,-327.885060261715,0
45.8,2158.56712984601,-346.661704682515,2228.97826408576,-326.061395532582,0
46,2162.90793385701,-345.901060946239,2232.77526163876,-324.238526686948,0
46.2,2167.248737868,-345.140417209963,2236.57062066573,-322.41644446759,0
46.4,2171.58954187899,-344.379773473687,2240.36436062895,-320.595139531025,0
46.6,2175.93034588999,-343.619129737411,2244.15650116826,-318.774602448529,0
46.8,2180.27114990098,-342.858486001135,2247.94706209887,-316.954823707178,0
47,2184.60012078325,-342.042488927066,2251.73606340925,-315.135793710885,0
47.2,2188.87251808425,-340.961850385359,2255.52352525886,-313.317502781455,0
47.4,2193.11870968096,-339.783624532908,2259.28851036191,-311.457491216931,0
47.6,2197.35771687495,-338.578644713683,2263.03125714733,-309.556247523711,0
47.8,2201.59672406893,-337.373664894459,2266.7588008539,-307.628920859501,0
48,2205.83573126292,-336.168685075234,2270.48490875151,-305.702336580383,0
48.2,2210.01699806205,-334.78447059847,2274.20960151389,-303.776483997012,0
48.4,2214.12240650545,-333.193420133695,2277.93289996994,-301.851352339802,0
48.6,2218.09524188096,-331.286134776311,2281.0281596833,-299.118915228411,0
48.8,2222.06807725647,-329.378849418927,2283.22513980011,-295.67921523157,0
49,2226.04091263198,-327.471564061542,2284.25630567873,-291.621196128796,0
49.2,2230.01374800749,-325.564278704158,2285.28710850056,-287.564605788746,0
49.4,2233.986583383,-323.656993346774,2286.31755424599,-283.509420676403,0
49.6,2237.95941875851,-321.74970798939,2287.34764893456,-279.455617102648,0
49.8,2241.93225413402,-319.842422632006,2287.63640375856,-275.288153304252,0
50,2245.90508950953,-317.935137274622,2287.47087747159,-271.131315881256,0
50.2,2249.87792488504,-316.027851917237,2286.90741890739,-266.990975669807,0
50.4,2253.85076026056,-314.120566559853,2286.34413916907,-262.851949485785,0
50.6,2257.81870479845,-312.203374741954,2285.78103485899,-258.71421236293,0
50.8,2261.74858180114,-310.209076594942,2285.21810256023,-254.577739193623,0
51,2265.66741616504,-308.193221368721,2284.65533883706,-250.442504731638,0
51.2,2269.58204746361,-306.169161055489,2284.09274023523,-246.308483594911,0
51.4,2273.49667876219,-304.145100742257,2283.53030328238,-242.175650268323,0
51.6,2277.41131006077,-302.121040429026,2282.96802448843,-238.043979106498,0
51.8,2280.78162183429,-299.395140477431,2282.40590034598,-233.913444336615,0
52,2283.18775924424,-295.826321543894,2281.84392733063,-229.784020061237,0
52.2,2284.27309711474,-291.555115617897,2281.28210190144,-225.655680261147,0
52.4,2285.35843498523,-287.2839096919,2280.72042050126,-221.528398798202,0
52.6,2286.44377285573,-283.012703765903,2280.15887955717,-217.402149418204,0
