t,tx_x,tx_y,rx_x,rx_y,relay_available
25.4,-980.410202394186,116.730594011354,-932.696226800982,76.0830145693384,0
25.6,-977.109675623621,113.78630863836,-929.24165994896,73.2196105060522,0
25.8,-973.809148853056,110.842023265367,-925.788592001978,70.3574488476658,0
26,-970.508622082491,107.897737892374,-922.337028204676,67.4965339413296,0
26.2,-967.208095311927,104.95345251938,-918.886973636747,64.6368699974742,0
26.4,-963.899172990455,102.018832888645,-915.438433212379,61.7784610893472,0
26.6,-960.521922574833,99.1628789410085,-911.991411679719,58.9213111525685,0
26.8,-957.124509784406,96.3310073713568,-908.545913620349,56.0654239846967,0
27,-953.719267653548,93.5084873358091,-905.101943448784,53.210803244814,0
27.2,-950.31402552269,90.6859673002615,-901.578225536532,50.46508323342,0
27.4,-946.908783391832,87.8634472647136,-897.893403243493,47.9360051648036,0
27.6,-943.503541260974,85.0409272291659,-894.142561015131,45.5097247119852,0
27.8,-940.098299130116,82.2184071936183,-890.390589150282,43.0887600769717,0
28,-936.693056999258,79.3958871580706,-886.640306131231,40.6688851718654,0
28.2,-933.2878148684,76.5733671225229,-882.891715671513,38.2501023928291,0
28.4,-929.882572737542,73.7508470869753,-879.118856079417,35.873237390283,0
28.6,-926.477330606684,70.9283270514276,-875.324971023722,33.5341142010606,0
28.8,-923.072088475826,68.1058070158799,-871.51170927619,31.2303396044384,0
29,-919.666846344968,65.2832869803322,-867.700184869559,28.9276146189095,0
29.2,-916.26160421411,62.4607669447845,-863.890400637504,26.6259409564334,0
29.4,-912.856362083252,59.6382469092369,-860.082359222869,24.3253202136799,0
29.6,-909.451119952394,56.8157268736892,-856.276063077382,22.0257538718545,0
29.8,-906.045877821536,53.9932068381415,-852.471514461379,19.7272432965355,0
30,-902.628906697802,51.1862183305171,-848.668715443562,17.4297897375246,0
30.2,-898.982271960115,48.6833502934989,-844.867667900769,15.13339432871,0
30.4,-895.289504574662,46.2497915077932,-841.068373517769,12.8380580879414,0
30.6,-891.57308523879,43.8517671874835,-837.270833787076,10.5437819169192,0
30.8,-887.856665902918,41.4537428671738,-833.470960099678,8.25737109348536,0
31,-884.140246567046,39.055718546864,-829.666563690115,5.98246989427169,0
31.2,-880.408534395234,36.6817381272099,-825.861326648127,3.71298217196117,0
31.4,-876.657126359215,34.3389332310292,-822.057854317174,1.44454694387918,0
31.6,-872.871442208143,32.051819585153,-818.256147228278,-0.822835473265648,0
31.8,-869.08575805707,29.7647059392769,-814.456205718884,-3.08916487821729,0
32,-865.300073905996,27.4775922934006,-810.559480138415,-5.17859299096638,0
32.2,-861.514389754924,25.1904786475245,-806.593570641473,-7.12634115401849,0
32.4,-857.728705603851,22.9033650016484,-802.566804602453,-8.9446984924946,0
32.6,-853.943021452778,20.6162513557722,-798.5419115225,-10.7622100632175,0
32.8,-850.157337301705,18.3291377098961,-794.518890732463,-12.5788761683545,0
33,-846.371653150631,16.0420240640198,-790.492072912866,-14.3819553783117,0
33.2,-842.585968999559,13.7549104181438,-786.452796940781,-16.1519816866118,0
33.4,-838.800284848485,11.4677967722676,-782.329962568552,-17.7097043012102,0
33.6,-835.014600697413,9.18068312639141,-778.198544775453,-19.2407122779785,0
33.8,-831.218701700352,6.91056419601748,-774.069046691784,-20.7710088547876,0
34,-827.421120293977,4.64326128191787,-769.94146636357,-22.3005947557347,0
34.2,-823.622490361576,2.37771411677132,-765.815801626536,-23.8294707828512,0
34.4,-819.823860429175,0.11216695162465,-761.692050106338,-25.3576378160136,0
34.6,-816.025230496774,-2.1533802135219,-757.570209218826,-26.8850968128479,0
34.8,-812.176197617972,-4.32899043702597,-753.45027617033,-28.4118488086241,0
35,-808.255736346442,-6.37576086747963,-749.332247957961,-29.937894916143,0
35.2,-804.224741276623,-8.19602789951948,-745.216121369947,-31.4632363256138,0
35.4,-800.193746206804,-10.0162949315593,-741.101892985977,-32.9878743045241,0
35.6,-796.162751136984,-11.8365619635992,-736.989559177584,-34.5118101975002,0
35.8,-792.131756067165,-13.656828995639,-732.879116108538,-36.0350454261602,0
36,-788.083166966729,-15.437547253774,-728.770559735268,-37.5575814889581,0
36.2,-783.985098355907,-17.096349220708,-724.663885807307,-39.079419961019,0
36.4,-779.837782007131,-18.6332488348705,-720.559089867755,-40.600562493967,0
36.6,-775.690465658354,-20.170148449033,-716.45552115865,-42.1192558700337,0
36.8,-771.543149309578,-21.7070480631954,-712.348031292936,-43.6215308912477,0
37,-767.395832960802,-23.2439476773579,-708.224295803662,-45.0722032850482,0
