Scene,SceneRole,GeometryType,DensityClass,VegetationClass,Config,BaselineMethod,ProposedMethod,DeltaTimely_pp,DeltaEmergency_pp,DeltaLoss_pp,DeltaDelay_pct,DeltaCost_pct,DeltaCost_abs,TimelyGainPerCostPct,EmergencyGainPerCostPct,CostEfficiencyClass
10017,LongRange,LongMixed,Medium,Mixed,ForestGeometry,DCC-like,Risk-constrained-v6,1.1381031613977,0.27777777777778,-1.17138103161391,-12.8133465343694,-25.6351458230351,-1.03547221297837,NaN,NaN,DominantOrCostSaving
10017,LongRange,LongMixed,Medium,Mixed,ForestGeometry,AoI-aware,Risk-constrained-v6,-0.479201331114809,-0.61111111111111,0.605657237936796,-0.00231409031888078,-26.7265805110887,-1.09563860232945,NaN,NaN,CostInefficientBoundary
10017,LongRange,LongMixed,Medium,Mixed,ForestGeometry,Link-delay-aware,Risk-constrained-v6,0.905158069883494,0,-0.905158069883505,-2.0588659492658,37.8392914407878,0.82459434276206,0.0239211157349475,0,WeakGainWithCost
10017,LongRange,LongMixed,Medium,Mixed,ForestGeometry,Confidence-heuristic,Risk-constrained-v6,0.6189683860233,0,-0.615640599001605,-1.74117566238046,12.1231386110571,0.32478069883527,0.051056777117005,0,WeakGainWithCost
10013,HeldOutHighNLOS,ShortHighNLOS,High,Dense,Default,DCC-like,Risk-constrained-v6,-0.745424292845298,0,0.745424292845257,-66.8788390448985,-33.9188344420637,-1.56186356073212,NaN,NaN,DominantOrCostSaving
10013,HeldOutHighNLOS,ShortHighNLOS,High,Dense,Default,AoI-aware,Risk-constrained-v6,0.552412645590594,0.649541284403699,-0.552412645590681,-6.0091134701242,80.3892363234627,1.35602329450915,0.00687172401250147,0.00807995341304319,WeakGainWithCost
10013,HeldOutHighNLOS,ShortHighNLOS,High,Dense,Default,Link-delay-aware,Risk-constrained-v6,0.0232945091513947,0.0256880733945031,-0.023294509151415,-0.126210875572607,21.7745963043114,0.5440931780366,0.00106980211370359,0.00117972673456255,WeakGainWithCost
10013,HeldOutHighNLOS,ShortHighNLOS,High,Dense,Default,Confidence-heuristic,Risk-constrained-v6,0,0,0,0,2.53657114341928,0.07527454242928,0,0,WeakGainWithCost
10013,HeldOutHighNLOS,ShortHighNLOS,High,Dense,ForestGeometry,DCC-like,Risk-constrained-v6,0.871880199667208,0.851376146788996,-6.3094841930117,-18.8237416607306,2.36349582956258,0.0803883527454299,0.368894325414811,0.360219018007137,WeakGainWithCost
10013,HeldOutHighNLOS,ShortHighNLOS,High,Dense,ForestGeometry,AoI-aware,Risk-constrained-v6,-0.103161397670493,0.047706422018301,-1.2246256239601,0.39451210482868,1.58181059090823,0.0542153078203,-0.0652172885068752,0.0301593770407805,MixedBoundary
10013,HeldOutHighNLOS,ShortHighNLOS,High,Dense,ForestGeometry,Link-delay-aware,Risk-constrained-v6,-0.589018302828592,-0.693577981651405,-2.3161397670549,1.59583060261794,17.1677333736498,0.5101387687188,-0.0343096138557614,-0.0404000904811323,CostInefficientBoundary
10013,HeldOutHighNLOS,ShortHighNLOS,High,Dense,ForestGeometry,Confidence-heuristic,Risk-constrained-v6,-0.459234608984993,-0.535779816513804,-2.0865224625624,1.45731303779324,6.25157095124135,0.20485058236272,-0.073459073338007,-0.0857032289471842,CostInefficientBoundary
10007,HeldOutLongMixed,LongMixed,Medium,Mixed,Default,DCC-like,Risk-constrained-v6,6.89850249584031,0,-6.89850249584027,-67.9482773136901,-41.4473489374748,-2.00266555740435,NaN,NaN,DominantOrCostSaving
10007,HeldOutLongMixed,LongMixed,Medium,Mixed,Default,AoI-aware,Risk-constrained-v6,1.7870216306157,0.0705882352941001,-1.78702163061564,-19.3877693093952,23.1104739562967,0.53109484193011,0.0773251831180558,0.00305438284942085,CostlyButMeaningful
10007,HeldOutLongMixed,LongMixed,Medium,Mixed,Default,Link-delay-aware,Risk-constrained-v6,3.9567387687188,0,-3.9567387687188,-31.753994823742,25.3328419268044,0.57184359400997,0.156190086376856,0,CostlyButMeaningful
10007,HeldOutLongMixed,LongMixed,Medium,Mixed,Default,Confidence-heuristic,Risk-constrained-v6,0.0632279534110047,0,-0.063227953410981,7.03654853068221,2.89913835569819,0.0797104825291099,0.0218092224838913,0,WeakGainWithCost
10007,HeldOutLongMixed,LongMixed,Medium,Mixed,ForestGeometry,DCC-like,Risk-constrained-v6,-0.465890183028295,0,0.4658901830283,-30.5609731142687,-44.1497374127357,-2.12861031613978,NaN,NaN,DominantOrCostSaving
10007,HeldOutLongMixed,LongMixed,Medium,Mixed,ForestGeometry,AoI-aware,Risk-constrained-v6,0.908485856905206,0.0705882352941001,-0.9084858569052,-4.75880405522634,17.1736681292267,0.39466289517471,0.0528999308749373,0.00411025965815485,WeakGainWithCost
10007,HeldOutLongMixed,LongMixed,Medium,Mixed,ForestGeometry,Link-delay-aware,Risk-constrained-v6,1.3810316139767,0,-1.3810316139767,-5.88761325196292,22.745071864689,0.49897237936771,0.0607178391078512,0,CostlyButMeaningful
10007,HeldOutLongMixed,LongMixed,Medium,Mixed,ForestGeometry,Confidence-heuristic,Risk-constrained-v6,0.119800332778797,0,-0.1198003327787,-1.88273691086057,9.01612608783237,0.22270116472546,0.0132873399963286,0,WeakGainWithCost
10015,HeldOutBoundary,LongLowNLOS,Low,Sparse,Default,DCC-like,Risk-constrained-v6,3.29783693843591,0,-3.29783693843593,-45.7312411696297,-24.6373162485755,-0.43893777038269,NaN,NaN,DominantOrCostSaving
10015,HeldOutBoundary,LongLowNLOS,Low,Sparse,Default,AoI-aware,Risk-constrained-v6,1.4775374376039,0.153846153846204,-1.47753743760399,-32.0571630812839,4.02175986799698,0.05191081530782,0.367385792812087,0.038253441004877,CostlyButMeaningful
10015,HeldOutBoundary,LongLowNLOS,Low,Sparse,Default,Link-delay-aware,Risk-constrained-v6,2.10316139767051,0,-2.10316139767054,-34.836421986528,21.1255478835185,0.23417371048253,0.0995553539849884,0,CostlyButMeaningful
10015,HeldOutBoundary,LongLowNLOS,Low,Sparse,Default,Confidence-heuristic,Risk-constrained-v6,0.0166389351081042,0,-0.016638935108153,-1.00642351866777,-1.07569696694793,-0.0145999999999999,NaN,NaN,DominantOrCostSaving
10015,HeldOutBoundary,LongLowNLOS,Low,Sparse,ForestGeometry,DCC-like,Risk-constrained-v6,-0.808652246256203,0,0.80865224625624,6.2452432081949,-13.7324347808705,-0.24008386023294,NaN,NaN,DominantOrCostSaving
10015,HeldOutBoundary,LongLowNLOS,Low,Sparse,ForestGeometry,AoI-aware,Risk-constrained-v6,4.865224625624,1.3846153846154,-4.86522462562396,-29.7670315916011,9.05418802184821,0.12521896838602,0.537345216808395,0.152925406593529,CostlyButMeaningful
10015,HeldOutBoundary,LongLowNLOS,Low,Sparse,ForestGeometry,Link-delay-aware,Risk-constrained-v6,6.6023294509152,0.153846153846204,-6.60232945091516,-35.5008671293583,38.3133592736707,0.41778136439268,0.172324473136251,0.00401547023708591,CostlyButMeaningful
10015,HeldOutBoundary,LongLowNLOS,Low,Sparse,ForestGeometry,Confidence-heuristic,Risk-constrained-v6,2.7886855241265,0,-2.78868552412646,-20.7161506455779,12.9758998633224,0.17322662229617,0.214912688406989,0,CostlyButMeaningful
