WTimely,WReliability,WCost,WPosRisk,WEvent,Objective,EmergencyTimelyMean,PosDegEmergencyTimelyMean,TimelyMean,AvgTxCostMean,PosDegAvgTxCostMean,LossRateMean
1.1,0.55,0.04,0.18,0.32,1.03625542724321,0.798214285714286,0.727272727272727,0.940599173553719,5.14389204545454,15.5532954545455,0
1.1,0.55,0.04,0.28,0.12,1.03625542724321,0.798214285714286,0.727272727272727,0.940599173553719,5.14389204545454,15.5532954545455,0
1.1,0.55,0.04,0.28,0.22,1.03625542724321,0.798214285714286,0.727272727272727,0.940599173553719,5.14389204545454,15.5532954545455,0
1.1,0.55,0.04,0.28,0.32,1.03625542724321,0.798214285714286,0.727272727272727,0.940599173553719,5.14389204545454,15.5532954545455,0
1.1,0.55,0.04,0.38,0.12,1.03625542724321,0.798214285714286,0.727272727272727,0.940599173553719,5.14389204545454,15.5532954545455,0
1.1,0.55,0.04,0.38,0.22,1.03625542724321,0.798214285714286,0.727272727272727,0.940599173553719,5.14389204545454,15.5532954545455,0
1.1,0.55,0.04,0.38,0.32,1.03625542724321,0.798214285714286,0.727272727272727,0.940599173553719,5.14389204545454,15.5532954545455,0
1.3,0.55,0.04,0.18,0.12,1.03563920823495,0.798214285714286,0.727272727272727,0.941115702479339,5.14941890495868,15.5754545454545,0
1.3,0.55,0.04,0.18,0.22,1.03563920823495,0.798214285714286,0.727272727272727,0.941115702479339,5.14941890495868,15.5754545454545,0
1.3,0.55,0.04,0.18,0.32,1.03563920823495,0.798214285714286,0.727272727272727,0.941115702479339,5.14941890495868,15.5754545454545,0
1.3,0.55,0.04,0.28,0.12,1.03563920823495,0.798214285714286,0.727272727272727,0.941115702479339,5.14941890495868,15.5754545454545,0
1.3,0.55,0.04,0.28,0.22,1.03563920823495,0.798214285714286,0.727272727272727,0.941115702479339,5.14941890495868,15.5754545454545,0
