Seed,Baseline,Metric,BaselineValue,V6Value,Delta
21,Confidence-heuristic,LossRate,0.311148086522463,0.302828618968386,-0.00831946755407703
21,Confidence-heuristic,AvgDelay_s,0.0404626574197623,0.0408198237991339,0.000357166379371603
21,Confidence-heuristic,AvgTxCost,3.44539101497504,3.32349417637271,-0.12189683860233
21,Link-delay-aware,TimelyRate,0.632279534109817,0.62063227953411,-0.0116472545757069
21,Link-delay-aware,EmergencyTimelyRate,0.595238095238095,0.582417582417582,-0.012820512820513
21,Link-delay-aware,LossRate,0.334442595673877,0.302828618968386,-0.031613976705491
21,Link-delay-aware,AvgDelay_s,0.0397080270569369,0.0408198237991339,0.001111796742197
21,Link-delay-aware,AvgTxCost,2.84199667221298,3.32349417637271,0.48149750415973
22,Confidence-heuristic,TimelyRate,0.625623960066556,0.617304492512479,-0.00831946755407698
22,Confidence-heuristic,EmergencyTimelyRate,0.587912087912088,0.578754578754579,-0.00915750915750901
22,Confidence-heuristic,LossRate,0.314475873544093,0.306156405990017,-0.00831946755407603
22,Confidence-heuristic,AvgDelay_s,0.0403758728643383,0.0408882339461223,0.000512361081783999
22,Confidence-heuristic,AvgTxCost,3.32893510815308,3.32149750415973,-0.00743760399334992
22,Link-delay-aware,TimelyRate,0.630615640599002,0.617304492512479,-0.013311148086523
22,Link-delay-aware,EmergencyTimelyRate,0.593406593406593,0.578754578754579,-0.0146520146520139
22,Link-delay-aware,LossRate,0.329450915141431,0.306156405990017,-0.023294509151414
22,Link-delay-aware,AvgDelay_s,0.0399003528471217,0.0408882339461223,0.000987881099000602
22,Link-delay-aware,AvgTxCost,2.84199667221298,3.32149750415973,0.47950083194675
23,Confidence-heuristic,TimelyRate,0.630615640599002,0.62396006655574,-0.006655574043262
23,Confidence-heuristic,EmergencyTimelyRate,0.593406593406593,0.586080586080586,-0.00732600732600697
23,Confidence-heuristic,LossRate,0.311148086522463,0.307820299500832,-0.003327787021631
23,Confidence-heuristic,AvgDelay_s,0.0405594137017464,0.0408145763751127,0.000255162673366303
23,Confidence-heuristic,AvgTxCost,3.43176372712147,3.32249584026622,-0.10926788685525
23,Link-delay-aware,TimelyRate,0.632279534109817,0.62396006655574,-0.00831946755407698
23,Link-delay-aware,EmergencyTimelyRate,0.595238095238095,0.586080586080586,-0.00915750915750901
23,Link-delay-aware,LossRate,0.337770382695508,0.307820299500832,-0.029950083194676
23,Link-delay-aware,AvgDelay_s,0.0396520148143462,0.0408145763751127,0.0011625615607665
23,Link-delay-aware,AvgTxCost,2.84199667221298,3.32249584026622,0.48049916805324
24,Confidence-heuristic,TimelyRate,0.622296173044925,0.615640599001664,-0.006655574043261
24,Confidence-heuristic,EmergencyTimelyRate,0.584249084249084,0.576923076923077,-0.00732600732600697
24,Confidence-heuristic,LossRate,0.324459234608985,0.316139767054909,-0.00831946755407603
24,Confidence-heuristic,AvgDelay_s,0.0402432238065501,0.0408922713216238,0.000649047515073699
24,Confidence-heuristic,AvgTxCost,3.34151414309484,3.33148086522462,-0.0100332778702201
24,Link-delay-aware,TimelyRate,0.613976705490849,0.615640599001664,0.00166389351081497
24,Link-delay-aware,EmergencyTimelyRate,0.575091575091575,0.576923076923077,0.00183150183150194
24,Link-delay-aware,LossRate,0.342762063227953,0.316139767054909,-0.026622296173044
24,Link-delay-aware,AvgDelay_s,0.0400592563508455,0.0408922713216238,0.000833014970778298
24,Link-delay-aware,AvgTxCost,2.84199667221298,3.33148086522462,0.48948419301164
25,Confidence-heuristic,TimelyRate,0.62063227953411,0.617304492512479,-0.00332778702163106
25,Confidence-heuristic,EmergencyTimelyRate,0.582417582417582,0.578754578754579,-0.00366300366300298
25,Confidence-heuristic,LossRate,0.329450915141431,0.32279534109817,-0.006655574043261
25,Confidence-heuristic,AvgDelay_s,0.0401284302676255,0.0409715421157466,0.000843111848121102
25,Confidence-heuristic,AvgTxCost,3.31830282861897,3.32748752079867,0.00918469217970008
25,Link-delay-aware,TimelyRate,0.625623960066556,0.617304492512479,-0.00831946755407698
25,Link-delay-aware,EmergencyTimelyRate,0.587912087912088,0.578754578754579,-0.00915750915750901
25,Link-delay-aware,LossRate,0.344425956738769,0.32279534109817,-0.021630615640599
25,Link-delay-aware,AvgDelay_s,0.0398771761169858,0.0409715421157466,0.0010943659987608
25,Link-delay-aware,AvgTxCost,2.84199667221298,3.32748752079867,0.48549084858569
