Method,AvgDelay_s,TimelyRate,LossRate,AvgTxCost,EmergencyTimelyRate
Link-aware,0.0164071109465019,1,0,1.91710482529118,1
No-Regime-Gate,0.0228209001254895,0.973377703826955,0.0266222961730449,1.6783693843594,1
Full,0.0242316497737557,0.97171381031614,0.0282861896838602,1.6783693843594,1
No-GNSS,0.0239287875785552,0.965058236272879,0.0349417637271214,1.64242928452579,1
No-RSU,0.0251411645605383,0.970049916805324,0.0299500831946755,1.68435940099834,1
No-Env,0.0191773985305959,0.981697171381032,0.0183028286189684,1.66838602329451,1
No-Traj,0.0217016528033188,0.976705490848586,0.0232945091514143,1.6910149750416,1
