Scene,Config,Step49Decision,TimelyDeltaVsHeuristic_pp,EmgDeltaVsHeuristic_pp,LossDeltaVsHeuristic_pp,DelayDeltaVsHeuristic_pct,CostDeltaVsHeuristic_pct,TimelyDeltaVsLink_pp,LossDeltaVsLink_pp,DelayDeltaVsLink_pct,CostDeltaVsLink_pct,WorstStageVsHeuristic,WorstStageTimelyDelta_pp,FailureMode,Evidence
10019,ForestGeometry,PerLookupRisk,-0.672212978369402,-0.7399267399267,-0.625623960066601,1.24923517772273,-0.526808048675716,-0.715474209650602,-2.7287853577371,2.59333262447909,16.9256808974026,PosDeg_Emerg,-3.7636363636363,DeadlineReliabilityTradeoff,"V6 improves packet loss versus heuristic but loses timely/emergency delivery, indicating deadline mismatch rather than pure reliability failure."
