Scene,SceneRole,GeometryType,DensityClass,VegetationClass,Config,Method,AvgDelayMean,AvgDelayStd,AvgDelayCI95,TimelyRateMean,TimelyRateStd,TimelyRateCI95,LossRateMean,LossRateStd,LossRateCI95,AvgTxCostMean,AvgTxCostStd,AvgTxCostCI95,EmergencyTimelyRateMean,EmergencyTimelyRateStd,EmergencyTimelyRateCI95
10017,LongRange,LongMixed,Medium,Mixed,Default,Confidence-heuristic,0.0266933048710288,0.00282309917351582,0.0024745555304083,0.953410981697171,0.0105889534620282,0.00928162694265726,0.0465890183028286,0.0105889534620282,0.00928162694265726,2.35737104825291,0.0210116878373046,0.0184175564318777,1,0,0
10017,LongRange,LongMixed,Medium,Mixed,Default,V4Cost0060,0.0247150988814987,0.00229610985501626,0.00201262902609243,0.957737104825291,0.0109488744601412,0.00959711160743488,0.0422628951747088,0.0109488744601412,0.00959711160743488,2.25337770382696,0.0136116252512819,0.0119311155836786,0.994444444444444,0.0124225998749988,0.0108888888888889
10017,LongRange,LongMixed,Medium,Mixed,Default,Risk-constrained-v6,0.0243951577299656,0.00214429151078658,0.00187955438002425,0.95873544093178,0.0108727515824989,0.00953038696324685,0.0412645590682196,0.0108727515824989,0.00953038696324685,2.28931780366057,0.0136116252512815,0.0119311155836783,1,0,0
10017,LongRange,LongMixed,Medium,Mixed,ForestGeometry,Confidence-heuristic,0.127405584219692,0.000916917842693699,0.000803713925409863,0.524459234608985,0.00581173018188784,0.00509420611140666,0.474542429284526,0.00604522533264058,0.00529887363497054,2.65037936772046,0.0404746301534488,0.0354775775598115,0.0166666666666667,0.0248451997499977,0.0217777777777778
10017,LongRange,LongMixed,Medium,Mixed,ForestGeometry,V4Cost0060,0.125104970150553,0.00092884092383161,0.000814164966820704,0.531447587354409,0.00546811205496006,0.00479301154328289,0.468219633943428,0.00534003545287228,0.00468074745175347,2.95627953410981,0.0415909838741303,0.036456104739912,0.0111111111111111,0.0152145154862546,0.0133361108218195
10017,LongRange,LongMixed,Medium,Mixed,ForestGeometry,Risk-constrained-v6,0.125111232187501,0.00090853819128477,0.000796368837100041,0.531780366056572,0.00493590581503871,0.00432651220572152,0.467221297836938,0.00544273784818506,0.00477077007040307,2.99221963394343,0.0415909838741301,0.0364561047399118,0.0166666666666667,0.0248451997499977,0.0217777777777778
10019,DenseBlind,ShortRangeOccluded,High,Dense,Default,Confidence-heuristic,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10019,DenseBlind,ShortRangeOccluded,High,Dense,Default,V4Cost0060,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10019,DenseBlind,ShortRangeOccluded,High,Dense,Default,Risk-constrained-v6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10019,DenseBlind,ShortRangeOccluded,High,Dense,ForestGeometry,Confidence-heuristic,0.039987107221515,0.000383337244655556,0.000336009909844058,0.663560732113145,0.00936817854260182,0.00821157054627213,0.263227953410982,0.00569139147304062,0.00498872458235034,3.36307820299501,0.0737597865851906,0.0646533035496624,0.62967032967033,0.0103118595313255,0.00903874340349736
10019,DenseBlind,ShortRangeOccluded,High,Dense,ForestGeometry,V4Cost0060,0.039934252573177,0.000302662076737436,0.000265295007296096,0.660232945091514,0.00518216688931695,0.00454236955462244,0.274209650582363,0.00719525734124447,0.0063069211360058,2.89325124792014,0.0127666755229849,0.0111904844919021,0.626007326007326,0.0057041800375082,0.00499993425334813
10019,DenseBlind,ShortRangeOccluded,High,Dense,ForestGeometry,Risk-constrained-v6,0.0400003878572581,0.000302069877336746,0.000264775921634555,0.662895174708819,0.00520881059650533,0.0045657237936772,0.265557404326123,0.00869374407827828,0.00762040267330246,3.3177237936772,0.00140637886105645,0.00123274542429285,0.628937728937729,0.00573350763461482,0.00502564102564101
