EvidenceSource,Scene,SceneRole,GeometryType,DensityClass,VegetationClass,Config,BaselineMethod,ProposedMethod,DeltaTimely_pp,DeltaEmergency_pp,DeltaLoss_pp,DeltaDelay_pct,DeltaCost_pct,DeltaCost_abs,TimelyGainPerCostPct,EmergencyGainPerCostPct,CostEfficiencyClass
Step58,10017,LongRange,LongMixed,Medium,Mixed,Default,Link-delay-aware,Risk-constrained-v6,11.0848585690516,4.94444444444441,-11.0981697171381,-44.0456309063568,40.1677871986267,0.82231547420965,0.275963884050615,0.123094767954095,CostlyButMeaningful
Step58,10017,LongRange,LongMixed,Medium,Mixed,Default,Confidence-heuristic,Risk-constrained-v6,0.173044925124799,0,-0.17304492512479,3.94305678115032,-3.77205077878248,-0.11248252911813,NaN,NaN,DominantOrCostSaving
Step58,10017,LongRange,LongMixed,Medium,Mixed,ForestGeometry,DCC-like,Risk-constrained-v6,1.1381031613977,0.27777777777778,-1.17138103161391,-12.8133465343694,-25.6351458230351,-1.03547221297837,NaN,NaN,DominantOrCostSaving
Step58,10017,LongRange,LongMixed,Medium,Mixed,ForestGeometry,AoI-aware,Risk-constrained-v6,-0.479201331114809,-0.61111111111111,0.605657237936796,-0.00231409031888078,-26.7265805110887,-1.09563860232945,NaN,NaN,CostInefficientBoundary
Step58,10017,LongRange,LongMixed,Medium,Mixed,ForestGeometry,Link-delay-aware,Risk-constrained-v6,0.905158069883494,0,-0.905158069883505,-2.0588659492658,37.8392914407878,0.82459434276206,0.0239211157349475,0,WeakGainWithCost
Step58,10017,LongRange,LongMixed,Medium,Mixed,ForestGeometry,Confidence-heuristic,Risk-constrained-v6,0.6189683860233,0,-0.615640599001605,-1.74117566238046,12.1231386110571,0.32478069883527,0.051056777117005,0,WeakGainWithCost
Step58,10013,HeldOutHighNLOS,ShortHighNLOS,High,Dense,Default,DCC-like,Risk-constrained-v6,-0.745424292845298,0,0.745424292845257,-66.8788390448985,-33.9188344420637,-1.56186356073212,NaN,NaN,DominantOrCostSaving
Step58,10013,HeldOutHighNLOS,ShortHighNLOS,High,Dense,Default,AoI-aware,Risk-constrained-v6,0.552412645590594,0.649541284403699,-0.552412645590681,-6.0091134701242,80.3892363234627,1.35602329450915,0.00687172401250147,0.00807995341304319,WeakGainWithCost
Step58,10013,HeldOutHighNLOS,ShortHighNLOS,High,Dense,Default,Link-delay-aware,Risk-constrained-v6,0.0232945091513947,0.0256880733945031,-0.023294509151415,-0.126210875572607,21.7745963043114,0.5440931780366,0.00106980211370359,0.00117972673456255,WeakGainWithCost
Step58,10013,HeldOutHighNLOS,ShortHighNLOS,High,Dense,Default,Confidence-heuristic,Risk-constrained-v6,0,0,0,0,2.53657114341928,0.07527454242928,0,0,WeakGainWithCost
Step58,10013,HeldOutHighNLOS,ShortHighNLOS,High,Dense,ForestGeometry,DCC-like,Risk-constrained-v6,0.871880199667208,0.851376146788996,-6.3094841930117,-18.8237416607306,2.36349582956258,0.0803883527454299,0.368894325414811,0.360219018007137,WeakGainWithCost
Step58,10013,HeldOutHighNLOS,ShortHighNLOS,High,Dense,ForestGeometry,AoI-aware,Risk-constrained-v6,-0.103161397670493,0.047706422018301,-1.2246256239601,0.39451210482868,1.58181059090823,0.0542153078203,-0.0652172885068752,0.0301593770407805,MixedBoundary
Step58,10013,HeldOutHighNLOS,ShortHighNLOS,High,Dense,ForestGeometry,Link-delay-aware,Risk-constrained-v6,-0.589018302828592,-0.693577981651405,-2.3161397670549,1.59583060261794,17.1677333736498,0.5101387687188,-0.0343096138557614,-0.0404000904811323,CostInefficientBoundary
Step58,10013,HeldOutHighNLOS,ShortHighNLOS,High,Dense,ForestGeometry,Confidence-heuristic,Risk-constrained-v6,-0.459234608984993,-0.535779816513804,-2.0865224625624,1.45731303779324,6.25157095124135,0.20485058236272,-0.073459073338007,-0.0857032289471842,CostInefficientBoundary
Step58,10007,HeldOutLongMixed,LongMixed,Medium,Mixed,Default,DCC-like,Risk-constrained-v6,6.89850249584031,0,-6.89850249584027,-67.9482773136901,-41.4473489374748,-2.00266555740435,NaN,NaN,DominantOrCostSaving
Step58,10007,HeldOutLongMixed,LongMixed,Medium,Mixed,Default,AoI-aware,Risk-constrained-v6,1.7870216306157,0.0705882352941001,-1.78702163061564,-19.3877693093952,23.1104739562967,0.53109484193011,0.0773251831180558,0.00305438284942085,CostlyButMeaningful
Step58,10007,HeldOutLongMixed,LongMixed,Medium,Mixed,Default,Link-delay-aware,Risk-constrained-v6,3.9567387687188,0,-3.9567387687188,-31.753994823742,25.3328419268044,0.57184359400997,0.156190086376856,0,CostlyButMeaningful
Step58,10007,HeldOutLongMixed,LongMixed,Medium,Mixed,Default,Confidence-heuristic,Risk-constrained-v6,0.0632279534110047,0,-0.063227953410981,7.03654853068221,2.89913835569819,0.0797104825291099,0.0218092224838913,0,WeakGainWithCost
Step58,10007,HeldOutLongMixed,LongMixed,Medium,Mixed,ForestGeometry,DCC-like,Risk-constrained-v6,-0.465890183028295,0,0.4658901830283,-30.5609731142687,-44.1497374127357,-2.12861031613978,NaN,NaN,DominantOrCostSaving
Step58,10007,HeldOutLongMixed,LongMixed,Medium,Mixed,ForestGeometry,AoI-aware,Risk-constrained-v6,0.908485856905206,0.0705882352941001,-0.9084858569052,-4.75880405522634,17.1736681292267,0.39466289517471,0.0528999308749373,0.00411025965815485,WeakGainWithCost
Step58,10007,HeldOutLongMixed,LongMixed,Medium,Mixed,ForestGeometry,Link-delay-aware,Risk-constrained-v6,1.3810316139767,0,-1.3810316139767,-5.88761325196292,22.745071864689,0.49897237936771,0.0607178391078512,0,CostlyButMeaningful
Step58,10007,HeldOutLongMixed,LongMixed,Medium,Mixed,ForestGeometry,Confidence-heuristic,Risk-constrained-v6,0.119800332778797,0,-0.1198003327787,-1.88273691086057,9.01612608783237,0.22270116472546,0.0132873399963286,0,WeakGainWithCost
Step58,10015,HeldOutBoundary,LongLowNLOS,Low,Sparse,Default,DCC-like,Risk-constrained-v6,3.29783693843591,0,-3.29783693843593,-45.7312411696297,-24.6373162485755,-0.43893777038269,NaN,NaN,DominantOrCostSaving
Step58,10015,HeldOutBoundary,LongLowNLOS,Low,Sparse,Default,AoI-aware,Risk-constrained-v6,1.4775374376039,0.153846153846204,-1.47753743760399,-32.0571630812839,4.02175986799698,0.05191081530782,0.367385792812087,0.038253441004877,CostlyButMeaningful
Step58,10015,HeldOutBoundary,LongLowNLOS,Low,Sparse,Default,Link-delay-aware,Risk-constrained-v6,2.10316139767051,0,-2.10316139767054,-34.836421986528,21.1255478835185,0.23417371048253,0.0995553539849884,0,CostlyButMeaningful
Step58,10015,HeldOutBoundary,LongLowNLOS,Low,Sparse,Default,Confidence-heuristic,Risk-constrained-v6,0.0166389351081042,0,-0.016638935108153,-1.00642351866777,-1.07569696694793,-0.0145999999999999,NaN,NaN,DominantOrCostSaving
Step58,10015,HeldOutBoundary,LongLowNLOS,Low,Sparse,ForestGeometry,DCC-like,Risk-constrained-v6,-0.808652246256203,0,0.80865224625624,6.2452432081949,-13.7324347808705,-0.24008386023294,NaN,NaN,DominantOrCostSaving
Step58,10015,HeldOutBoundary,LongLowNLOS,Low,Sparse,ForestGeometry,AoI-aware,Risk-constrained-v6,4.865224625624,1.3846153846154,-4.86522462562396,-29.7670315916011,9.05418802184821,0.12521896838602,0.537345216808395,0.152925406593529,CostlyButMeaningful
Step58,10015,HeldOutBoundary,LongLowNLOS,Low,Sparse,ForestGeometry,Link-delay-aware,Risk-constrained-v6,6.6023294509152,0.153846153846204,-6.60232945091516,-35.5008671293583,38.3133592736707,0.41778136439268,0.172324473136251,0.00401547023708591,CostlyButMeaningful
Step58,10015,HeldOutBoundary,LongLowNLOS,Low,Sparse,ForestGeometry,Confidence-heuristic,Risk-constrained-v6,2.7886855241265,0,-2.78868552412646,-20.7161506455779,12.9758998633224,0.17322662229617,0.214912688406989,0,CostlyButMeaningful
Step59,10014,Primary,CurvedBlind,Medium,Dense,Default,DCC-CBR-window,Risk-constrained-v6,1.30449251247919,0,NaN,NaN,-11.3865574708068,NaN,NaN,NaN,DominantOrCostSaving
Step59,10014,Primary,CurvedBlind,Medium,Dense,Default,AoI-greedy,Risk-constrained-v6,2.63893510815308,0,NaN,NaN,-18.9048021810067,NaN,NaN,NaN,DominantOrCostSaving
Step59,10014,Primary,CurvedBlind,Medium,Dense,ForestGeometry,DCC-CBR-window,Risk-constrained-v6,-0.0499168053244681,0.666666666666666,NaN,NaN,7.40604956758624,NaN,-0.00674000421802967,0.090016500778558,CostInefficientBoundary
Step59,10014,Primary,CurvedBlind,Medium,Dense,ForestGeometry,AoI-greedy,Risk-constrained-v6,0.00332778702162306,0,NaN,NaN,-15.8324811351523,NaN,NaN,NaN,DominantOrCostSaving
Step59,10006,Reference,Mixed,Medium,Mixed,Default,DCC-CBR-window,Risk-constrained-v6,6.16638935108154,-0.263157894736854,NaN,NaN,3.46758599018588,NaN,1.77829457395835,-0.0758908057310346,CostlyButMeaningful
Step59,10006,Reference,Mixed,Medium,Mixed,Default,AoI-greedy,Risk-constrained-v6,2.91514143094842,0,NaN,NaN,-14.1332332219787,NaN,NaN,NaN,DominantOrCostSaving
Step59,10006,Reference,Mixed,Medium,Mixed,ForestGeometry,DCC-CBR-window,Risk-constrained-v6,0.366056572379359,0.0197368421052668,NaN,NaN,6.86121913220524,NaN,0.0533515349569816,0.00287657947151489,WeakGainWithCost
Step59,10006,Reference,Mixed,Medium,Mixed,ForestGeometry,AoI-greedy,Risk-constrained-v6,0.0332778702163194,0,NaN,NaN,-16.7647887875724,NaN,NaN,NaN,DominantOrCostSaving
Step59,10011,Boundary,Open,Low,Sparse,Default,DCC-CBR-window,Risk-constrained-v6,-0.435940099833643,0,NaN,NaN,-18.8551199051568,NaN,NaN,NaN,CostInefficientBoundary
Step59,10011,Boundary,Open,Low,Sparse,Default,AoI-greedy,Risk-constrained-v6,-0.415973377703849,0,NaN,NaN,-28.7251882315404,NaN,NaN,NaN,CostInefficientBoundary
Step59,10011,Boundary,Open,Low,Sparse,ForestGeometry,DCC-CBR-window,Risk-constrained-v6,18.7886855241265,2.2,NaN,NaN,53.0725045957738,NaN,0.354019198212527,0.0414527261668971,WeakGainWithCost
Step59,10011,Boundary,Open,Low,Sparse,ForestGeometry,AoI-greedy,Risk-constrained-v6,4.56905158069882,0.0999999999999945,NaN,NaN,-4.94499348916927,NaN,NaN,NaN,DominantOrCostSaving
Step59,10019,DenseBlind,ShortRangeOccluded,High,Dense,Default,DCC-CBR-window,Risk-constrained-v6,-0.0133111480865256,0,NaN,NaN,-4.74033816425177,NaN,NaN,NaN,CostInefficientBoundary
Step59,10019,DenseBlind,ShortRangeOccluded,High,Dense,Default,AoI-greedy,Risk-constrained-v6,-0.0133111480865256,0,NaN,NaN,-16.6898096508524,NaN,NaN,NaN,CostInefficientBoundary
Step59,10019,DenseBlind,ShortRangeOccluded,High,Dense,ForestGeometry,DCC-CBR-window,Risk-constrained-v6,-0.841930116472533,-0.912087912087911,NaN,NaN,3.96559012160556,NaN,-0.21230891006246,-0.23000055076762,CostInefficientBoundary
Step59,10019,DenseBlind,ShortRangeOccluded,High,Dense,ForestGeometry,AoI-greedy,Risk-constrained-v6,-0.54908485856906,-0.589743589743585,NaN,NaN,-9.05567395264132,NaN,NaN,NaN,CostInefficientBoundary
Step59,10017,LongRange,LongMixed,Medium,Mixed,Default,DCC-CBR-window,Risk-constrained-v6,8.64891846921799,-1.44444444444443,NaN,NaN,15.0513587708855,NaN,0.574627088548841,-0.0959677107184822,WeakGainWithCost
Step59,10017,LongRange,LongMixed,Medium,Mixed,Default,AoI-greedy,Risk-constrained-v6,2.66888519134776,0,NaN,NaN,-10.4041327426842,NaN,NaN,NaN,DominantOrCostSaving
Step59,10017,LongRange,LongMixed,Medium,Mixed,ForestGeometry,DCC-CBR-window,Risk-constrained-v6,1.09484193011646,-0.388888888888889,NaN,NaN,29.1017349142558,NaN,0.0376211910850765,-0.0133630826490137,WeakGainWithCost
Step59,10017,LongRange,LongMixed,Medium,Mixed,ForestGeometry,AoI-greedy,Risk-constrained-v6,0.272878535773724,0,NaN,NaN,-15.0173563546288,NaN,NaN,NaN,DominantOrCostSaving
Step59,10013,HeldOutHighNLOS,ShortHighNLOS,High,Dense,Default,DCC-CBR-window,Risk-constrained-v6,-0.732113144758761,0,NaN,NaN,-4.63836887938704,NaN,NaN,NaN,CostInefficientBoundary
Step59,10013,HeldOutHighNLOS,ShortHighNLOS,High,Dense,Default,AoI-greedy,Risk-constrained-v6,-0.745424292845276,0,NaN,NaN,-18.1456034733569,NaN,NaN,NaN,CostInefficientBoundary
Step59,10013,HeldOutHighNLOS,ShortHighNLOS,High,Dense,ForestGeometry,DCC-CBR-window,Risk-constrained-v6,-0.732113144758728,-0.913761467889906,NaN,NaN,11.390119776417,NaN,-0.064276158559329,-0.0802240438052135,CostInefficientBoundary
Step59,10013,HeldOutHighNLOS,ShortHighNLOS,High,Dense,ForestGeometry,AoI-greedy,Risk-constrained-v6,-0.369384359400993,-0.37064220183487,NaN,NaN,-9.95316191500816,NaN,NaN,NaN,CostInefficientBoundary
Step59,10007,HeldOutLongMixed,LongMixed,Medium,Mixed,Default,DCC-CBR-window,Risk-constrained-v6,6.87520798668887,0,NaN,NaN,2.36033519553025,NaN,2.91281001092913,0,CostlyButMeaningful
Step59,10007,HeldOutLongMixed,LongMixed,Medium,Mixed,Default,AoI-greedy,Risk-constrained-v6,1.99334442595673,0,NaN,NaN,-17.3165145421922,NaN,NaN,NaN,DominantOrCostSaving
Step59,10007,HeldOutLongMixed,LongMixed,Medium,Mixed,ForestGeometry,DCC-CBR-window,Risk-constrained-v6,-0.299500831946753,0,NaN,NaN,-2.19783646582483,NaN,NaN,NaN,CostInefficientBoundary
Step59,10007,HeldOutLongMixed,LongMixed,Medium,Mixed,ForestGeometry,AoI-greedy,Risk-constrained-v6,-0.545757071547426,0,NaN,NaN,-22.1325149784731,NaN,NaN,NaN,CostInefficientBoundary
Step59,10015,HeldOutBoundary,LongLowNLOS,Low,Sparse,Default,DCC-CBR-window,Risk-constrained-v6,2.99833610648917,0,NaN,NaN,-12.4077252948675,NaN,NaN,NaN,DominantOrCostSaving
Step59,10015,HeldOutBoundary,LongLowNLOS,Low,Sparse,Default,AoI-greedy,Risk-constrained-v6,1.414309484193,0,NaN,NaN,10.373553407917,NaN,0.13633799611169,0,CostlyButMeaningful
Step59,10015,HeldOutBoundary,LongLowNLOS,Low,Sparse,ForestGeometry,DCC-CBR-window,Risk-constrained-v6,-0.811980033277859,0,NaN,NaN,5.0765553345297,NaN,-0.159947046721807,0,CostInefficientBoundary
Step59,10015,HeldOutBoundary,LongLowNLOS,Low,Sparse,ForestGeometry,AoI-greedy,Risk-constrained-v6,2.07653910149752,0,NaN,NaN,17.0426237975331,NaN,0.121843861964382,0,WeakGainWithCost
Step60,10014,Primary,CurvedBlind,Medium,Dense,ModerateForestGeometry,DCC-CBR-window,Risk-constrained-v6,1.14808652246257,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GainCostNotAvailable
Step60,10014,Primary,CurvedBlind,Medium,Dense,ModerateForestGeometry,AoI-greedy,Risk-constrained-v6,0.532445923460922,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GainCostNotAvailable
Step60,10006,Reference,Mixed,Medium,Mixed,ModerateForestGeometry,DCC-CBR-window,Risk-constrained-v6,1.28452579034942,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GainCostNotAvailable
Step60,10006,Reference,Mixed,Medium,Mixed,ModerateForestGeometry,AoI-greedy,Risk-constrained-v6,0.405990016638946,NaN,NaN,NaN,NaN,NaN,NaN,NaN,BoundaryCostNotAvailable
Step60,10011,Boundary,Open,Low,Sparse,ModerateForestGeometry,DCC-CBR-window,Risk-constrained-v6,0.705490848585699,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GainCostNotAvailable
Step60,10011,Boundary,Open,Low,Sparse,ModerateForestGeometry,AoI-greedy,Risk-constrained-v6,0.202995008319473,NaN,NaN,NaN,NaN,NaN,NaN,NaN,BoundaryCostNotAvailable
Step60,10019,DenseBlind,ShortRangeOccluded,High,Dense,ModerateForestGeometry,DCC-CBR-window,Risk-constrained-v6,-0.419301164725439,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NegativeCostNotAvailable
Step60,10019,DenseBlind,ShortRangeOccluded,High,Dense,ModerateForestGeometry,AoI-greedy,Risk-constrained-v6,0.139767054908491,NaN,NaN,NaN,NaN,NaN,NaN,NaN,BoundaryCostNotAvailable
Step60,10017,LongRange,LongMixed,Medium,Mixed,ModerateForestGeometry,DCC-CBR-window,Risk-constrained-v6,2.48252911813645,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GainCostNotAvailable
Step60,10017,LongRange,LongMixed,Medium,Mixed,ModerateForestGeometry,AoI-greedy,Risk-constrained-v6,0.625623960066568,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GainCostNotAvailable
Step60,10013,HeldOutHighNLOS,ShortHighNLOS,High,Dense,ModerateForestGeometry,DCC-CBR-window,Risk-constrained-v6,3.52079866888521,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GainCostNotAvailable
Step60,10013,HeldOutHighNLOS,ShortHighNLOS,High,Dense,ModerateForestGeometry,AoI-greedy,Risk-constrained-v6,1.44093178036608,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GainCostNotAvailable
Step60,10007,HeldOutLongMixed,LongMixed,Medium,Mixed,ModerateForestGeometry,DCC-CBR-window,Risk-constrained-v6,0.389351081530775,NaN,NaN,NaN,NaN,NaN,NaN,NaN,BoundaryCostNotAvailable
Step60,10007,HeldOutLongMixed,LongMixed,Medium,Mixed,ModerateForestGeometry,AoI-greedy,Risk-constrained-v6,0.109816971713794,NaN,NaN,NaN,NaN,NaN,NaN,NaN,BoundaryCostNotAvailable
Step60,10015,HeldOutBoundary,LongLowNLOS,Low,Sparse,ModerateForestGeometry,DCC-CBR-window,Risk-constrained-v6,0.249584026622274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,BoundaryCostNotAvailable
Step60,10015,HeldOutBoundary,LongLowNLOS,Low,Sparse,ModerateForestGeometry,AoI-greedy,Risk-constrained-v6,0.193011647254571,NaN,NaN,NaN,NaN,NaN,NaN,NaN,BoundaryCostNotAvailable
