Method,AvgDelay_s,TimelyRate,LossRate,AvgTxCost,EmergencyTimelyRate
Risk-constrained-v6,0.170084566175087,0.776859504132231,0.0578512396694215,2.24793388429752,0.0714285714285714
Proposed-DPP,0.16992743769726,0.776859504132231,0.0578512396694215,2.21446280991736,0.0714285714285714
