Scene,SceneRole,GeometryType,Config,Stage,BaselineMethod,ProposedMethod,Metric,Baseline_Mean,Baseline_Std,Proposed_Mean,Proposed_Std,Delta_Mean,DeltaPct,CI_Lower,CI_Upper,P_Value,P_Value_Display,P_Value_Holm,P_Value_Holm_Display,Significant,Significant_Holm,EffectSize_RBC,EffectSize_CohenDz,PracticalNote,P_Value_Holm_Family,P_Value_Holm_Family_Display,Significant_Holm_Family
10015,HeldOutBoundary,LongLowNLOS,Default,PosDeg_Emerg,DCC-like,Risk-constrained-v6,AvgTxCost,1.7,4.48597845338221e-16,1.43858181818182,0.0624036879778209,-0.261418181818182,-15.3775401069519,-0.271487907970773,-0.251348455665592,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-4.18914635159213,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10015,HeldOutBoundary,LongLowNLOS,Default,PosDeg_Emerg,DCC-like,Risk-constrained-v6,EmgTimely,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,p = 1,1,p = 1,n.s.,n.s.,0,0,NotApplicable,1,p = 1,n.s.
10015,HeldOutBoundary,LongLowNLOS,ForestGeometry,PosDeg_Emerg,DCC-like,Risk-constrained-v6,TimelyRate,0.998,0.00460627216908261,0.987636363636364,0.0100193774140185,-0.0103636363636363,-1.03636363636362,-0.0120140110703583,-0.00871326165691423,7.8292927696566e-13,p = 7.829e-13,2.34878783089698e-12,p = 2.349e-12,***,***,-0.945945945945946,-1.01329759154423,Meaningful,1.94949389964449e-10,p = 1.949e-10,***
10015,HeldOutBoundary,LongLowNLOS,ForestGeometry,PosDeg_Emerg,DCC-like,Risk-constrained-v6,LossRate,0.00199999999999999,0.00460627216908264,0.0123636363636363,0.0100193774140187,0.0103636363636364,1.03636363636364,0.00871326165691431,0.0120140110703584,7.8292927696566e-13,p = 7.829e-13,2.34878783089698e-12,p = 2.349e-12,***,***,0.945945945945946,1.01329759154423,Meaningful,1.94949389964449e-10,p = 1.949e-10,***
10015,HeldOutBoundary,LongLowNLOS,ForestGeometry,PosDeg_Emerg,DCC-like,Risk-constrained-v6,AvgDelay,0.0130395288266128,0.000407328922311039,0.0127767240136513,0.000349411649248964,-0.00026280481296149,-2.0154471565347,-0.000292656044485135,-0.000232953581437844,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-0.99645390070922,-1.42062176816805,Sub-ms,8.90029543402881e-306,p < 1e-15,***
10015,HeldOutBoundary,LongLowNLOS,ForestGeometry,PosDeg_Emerg,DCC-like,Risk-constrained-v6,AvgTxCost,1.7,4.48597845338221e-16,1.46764545454545,0.103268505835616,-0.232354545454545,-13.6679144385026,-0.249018393500216,-0.215690697408875,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-0.99843137254902,-2.25000394432364,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10015,HeldOutBoundary,LongLowNLOS,ForestGeometry,PosDeg_Emerg,DCC-like,Risk-constrained-v6,EmgTimely,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,p = 1,1,p = 1,n.s.,n.s.,0,0,NotApplicable,1,p = 1,n.s.
10014,Primary,CurvedBlind,Default,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,TimelyRate,0.968545454545455,0.016346104811845,0.994545454545455,0.00687208132744042,0.0259999999999999,2.59999999999999,0.023666205878022,0.0283337941219778,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,1.797704102996,Meaningful,8.90029543402881e-306,p < 1e-15,***
10014,Primary,CurvedBlind,Default,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,LossRate,0.0314545454545454,0.0163461048118449,0.00545454545454544,0.00687208132744049,-0.026,-2.6,-0.0283337941219779,-0.0236662058780221,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-1.79770410299602,Meaningful,8.90029543402881e-306,p < 1e-15,***
10014,Primary,CurvedBlind,Default,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,AvgDelay,0.0136212997329355,0.000288575827198318,0.0132165268086994,0.000391207069676156,-0.000404772924236138,-2.97161748270924,-0.00044911764691397,-0.000360428201558306,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-0.979607843137255,-1.47291238644871,Sub-ms,8.90029543402881e-306,p < 1e-15,***
10014,Primary,CurvedBlind,Default,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,AvgTxCost,2.22290909090909,4.48597845338221e-16,2.87365454545455,0.157359032374996,0.650745454545456,29.2744969736628,0.625353327653597,0.676137581437315,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,4.13541850584523,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10014,Primary,CurvedBlind,Default,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,EmgTimely,0.863333333333333,0.137560541196707,1,0,0.136666666666667,13.6666666666667,0.114469309040218,0.158864024293115,2.1529444893531e-12,p = 2.153e-12,2.1529444893531e-12,p = 2.153e-12,***,***,1,0.993501955413489,Meaningful,5.31777288870217e-10,p = 5.318e-10,***
10014,Primary,CurvedBlind,ForestGeometry,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,TimelyRate,0.828363636363636,0.00539859991969513,0.834363636363636,0.00847446135120799,0.00599999999999995,0.600000000000001,0.0046875871534355,0.0073124128465644,1.82760091504974e-07,p = 1.828e-07,7.31040366019897e-07,p = 7.310e-07,***,***,1,0.737714264158614,Below1pp,4.13037806801242e-05,p = 4.130e-05,***
10014,Primary,CurvedBlind,ForestGeometry,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,LossRate,0.171272727272728,0.00591158788402126,0.165090909090909,0.00887688700812209,-0.00618181818181814,-0.618181818181818,-0.0076166813233543,-0.00474695504028198,8.85291133290167e-07,p = 8.853e-07,2.6558733998705e-06,p = 2.656e-06,***,***,-0.952569169960474,-0.695205423026012,Below1pp,0.000195649340457127,p = 1.956e-04,***
10014,Primary,CurvedBlind,ForestGeometry,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,AvgDelay,0.0129142897069352,0.000427754374402065,0.0126971072048102,0.000736000677413213,-0.00021718250212508,-1.68172239475507,-0.000339119282680951,-9.52457215692087e-05,0.0421256697262682,p = 0.04213,0.0842513394525364,p = 0.08425,*,n.s.,-0.254901960784314,-0.287407112351626,Sub-ms,1,p = 1,n.s.
10014,Primary,CurvedBlind,ForestGeometry,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,AvgTxCost,2.36363636363636,0,3.36152727272727,0.234489633949461,0.997890909090913,42.2184615384618,0.96005265824376,1.03572915993807,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,4.2555864508108,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10014,Primary,CurvedBlind,ForestGeometry,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,EmgTimely,0.0166666666666667,0.060702613257057,0.0233333333333333,0.0753675799587829,0.00666666666666666,0.666666666666666,0.00134302608134904,0.0119903072519843,0.153041980788361,p = 0.153,0.153041980788361,p = 0.153,n.s.,n.s.,1,0.202072594216369,Below1pp,1,p = 1,n.s.
10006,Reference,Mixed,Default,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,TimelyRate,0.994545454545455,0.00609144903873167,1,0,0.00545454545454541,0.545454545454549,0.00447160316891817,0.00643748774017265,2.4349322558237e-10,p = 2.435e-10,7.30479676747109e-10,p = 7.305e-10,***,***,1,0.895443008693565,Below1pp,5.84383741397687e-08,p = 5.844e-08,***
10006,Reference,Mixed,Default,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,LossRate,0.00545454545454544,0.00609144903873172,0,0,-0.00545454545454544,-0.545454545454544,-0.00643748774017268,-0.00447160316891819,2.4349322558237e-10,p = 2.435e-10,7.30479676747109e-10,p = 7.305e-10,***,***,-1,-0.895443008693562,Below1pp,5.84383741397687e-08,p = 5.844e-08,***
10006,Reference,Mixed,Default,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,AvgDelay,0.0127250799988864,0.000224114588803671,0.0121276004362079,0.00022083992172128,-0.000597479562678538,-4.69529121019926,-0.000612335188091062,-0.000582623937266014,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-6.48992260559563,Sub-ms,8.90029543402881e-306,p < 1e-15,***
10006,Reference,Mixed,Default,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,AvgTxCost,1.64072727272727,4.48597845338221e-16,3.15,8.97195690676443e-16,1.50927272727273,91.9880319148939,1.50927272727273,1.50927272727273,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,Inf,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10006,Reference,Mixed,Default,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,EmgTimely,0.994545454545455,0.00609144903873167,1,0,0.00545454545454541,0.545454545454549,0.00447160316891817,0.00643748774017265,2.4349322558237e-10,p = 2.435e-10,7.30479676747109e-10,p = 7.305e-10,***,***,1,0.895443008693565,Below1pp,5.84383741397687e-08,p = 5.844e-08,***
10006,Reference,Mixed,ForestGeometry,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,TimelyRate,0.892727272727273,0.00550992297028475,0.893636363636364,0.00527534961339992,0.000909090909090899,0.0909090909090748,5.78379192837669e-05,0.00176034389889803,0.223017603385524,p = 0.223,0.446035206771048,p = 0.446,n.s.,n.s.,0.333333333333333,0.172328087371065,Below1pp,1,p = 1,n.s.
10006,Reference,Mixed,ForestGeometry,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,LossRate,0.104181818181818,0.00692343009623988,0.105454545454545,0.00580796877272669,0.00127272727272727,0.127272727272729,0.000546171576519379,0.00199928296893515,0.0456350889927111,p = 0.04564,0.136905266978133,p = 0.1369,*,n.s.,0.636363636363636,0.282666174823503,Below1pp,1,p = 1,n.s.
10006,Reference,Mixed,ForestGeometry,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,AvgDelay,0.013217015101199,0.000607667005752988,0.0122970666832939,0.000468400111259789,-0.000919948417905106,-6.96033416668833,-0.000972028450866498,-0.000867868384943713,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-2.85035944197765,Sub-ms,8.90029543402881e-306,p < 1e-15,***
10006,Reference,Mixed,ForestGeometry,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,AvgTxCost,2.14909090909091,4.48597845338221e-16,3.1536,0.00829128990434842,1.00450909090909,46.741116751269,1.00317117288703,1.00584700893115,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,121.152330035194,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10006,Reference,Mixed,ForestGeometry,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,EmgTimely,0.892727272727273,0.00550992297028475,0.893636363636364,0.00527534961339992,0.000909090909090899,0.0909090909090748,5.78379192837669e-05,0.00176034389889803,0.223017603385524,p = 0.223,0.446035206771048,p = 0.446,n.s.,n.s.,0.333333333333333,0.172328087371065,Below1pp,1,p = 1,n.s.
10011,Boundary,Open,Default,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,TimelyRate,0.999272727272727,0.00249134105107153,1,0,0.000727272727272723,0.0727272727272688,0.00032525927342183,0.00112928618112362,0.0389998213215357,p = 0.039,0.116999463964607,p = 0.117,*,n.s.,1,0.291920179679905,Below1pp,1,p = 1,n.s.
10011,Boundary,Open,Default,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,LossRate,0.000727272727272723,0.00249134105107153,0,0,-0.000727272727272723,-0.0727272727272723,-0.00112928618112362,-0.00032525927342183,0.0389998213215357,p = 0.039,0.116999463964607,p = 0.117,*,n.s.,-1,-0.291920179679905,Below1pp,1,p = 1,n.s.
10011,Boundary,Open,Default,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,AvgDelay,0.0127243757912457,0.000224572283851952,0.0120674774545689,0.000221077232603464,-0.000656898336676788,-5.16251914792339,-0.000666478974077729,-0.000647317699275847,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-11.0639743899825,Sub-ms,8.90029543402881e-306,p < 1e-15,***
10011,Boundary,Open,Default,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,AvgTxCost,2.18763636363636,4.48597845338221e-16,2.71054545454546,0.166292298948245,0.522909090909095,23.9029255319151,0.496075453892502,0.549742727925687,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,3.14451778113814,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10011,Boundary,Open,Default,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,EmgTimely,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,p = 1,1,p = 1,n.s.,n.s.,0,0,NotApplicable,1,p = 1,n.s.
10011,Boundary,Open,ForestGeometry,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,TimelyRate,0.937454545454546,0.0240620999023762,0.988727272727273,0.0094653855367732,0.0512727272727274,5.12727272727271,0.0474570507928229,0.0550884037526318,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,2.16831451543309,Meaningful,8.90029543402881e-306,p < 1e-15,***
10011,Boundary,Open,ForestGeometry,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,LossRate,0.0625454545454545,0.024062099902376,0.0112727272727273,0.00946538553677331,-0.0512727272727273,-5.12727272727273,-0.0550884037526317,-0.0474570507928229,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-2.16831451543309,Meaningful,8.90029543402881e-306,p < 1e-15,***
10011,Boundary,Open,ForestGeometry,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,AvgDelay,0.0134616626038429,0.00024250902179614,0.0134575453233072,0.000434349098824657,-4.11728053578017e-06,-0.0305852304945076,-5.53239366600275e-05,4.70893755884671e-05,0.926901519497145,p = 0.9269,1,p = 1,n.s.,n.s.,-0.0494117647058823,-0.0129745243626384,Sub-ms,1,p = 1,n.s.
10011,Boundary,Open,ForestGeometry,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,AvgTxCost,2.18763636363636,4.48597845338221e-16,2.93503636363636,0.202625556651837,0.747400000000004,34.1647273936172,0.714703473029909,0.780096526970099,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,3.68857715852808,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10011,Boundary,Open,ForestGeometry,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,EmgTimely,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,p = 1,1,p = 1,n.s.,n.s.,0,0,NotApplicable,1,p = 1,n.s.
10019,DenseBlind,ShortRangeOccluded,Default,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,TimelyRate,0.999272727272727,0.00249134105107153,1,0,0.000727272727272723,0.0727272727272688,0.00032525927342183,0.00112928618112362,0.0389998213215357,p = 0.039,0.116999463964607,p = 0.117,*,n.s.,1,0.291920179679905,Below1pp,1,p = 1,n.s.
10019,DenseBlind,ShortRangeOccluded,Default,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,LossRate,0.000727272727272723,0.00249134105107153,0,0,-0.000727272727272723,-0.0727272727272723,-0.00112928618112362,-0.00032525927342183,0.0389998213215357,p = 0.039,0.116999463964607,p = 0.117,*,n.s.,-1,-0.291920179679905,Below1pp,1,p = 1,n.s.
10019,DenseBlind,ShortRangeOccluded,Default,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,AvgDelay,0.0127243757912457,0.000224572283851952,0.0120674774545689,0.000221077232603464,-0.000656898336676788,-5.16251914792339,-0.000666478974077729,-0.000647317699275847,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-11.0639743899825,Sub-ms,8.90029543402881e-306,p < 1e-15,***
10019,DenseBlind,ShortRangeOccluded,Default,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,AvgTxCost,1.64072727272727,4.48597845338221e-16,3.15,8.97195690676443e-16,1.50927272727273,91.9880319148939,1.50927272727273,1.50927272727273,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,Inf,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10019,DenseBlind,ShortRangeOccluded,Default,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,EmgTimely,0.999272727272727,0.00249134105107153,1,0,0.000727272727272723,0.0727272727272688,0.00032525927342183,0.00112928618112362,0.0389998213215357,p = 0.039,0.116999463964607,p = 0.117,*,n.s.,1,0.291920179679905,Below1pp,1,p = 1,n.s.
10019,DenseBlind,ShortRangeOccluded,ForestGeometry,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,TimelyRate,0.473636363636364,0.0356729394670659,0.434545454545455,0.0331105163220312,-0.0390909090909091,-3.90909090909091,-0.0432321185494509,-0.0349496996323673,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-0.996734693877551,-1.52319665210146,Meaningful,8.90029543402881e-306,p < 1e-15,***
10019,DenseBlind,ShortRangeOccluded,ForestGeometry,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,LossRate,0.34,0.0321805498528932,0.278909090909091,0.0370728611188816,-0.061090909090909,-6.1090909090909,-0.0651979357758756,-0.0569838824059424,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-2.40024993491346,Meaningful,8.90029543402881e-306,p < 1e-15,***
10019,DenseBlind,ShortRangeOccluded,ForestGeometry,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,AvgDelay,0.0511101193921611,0.00188220648283049,0.0578285478911286,0.00212387888487855,0.00671842849896745,13.1450064661713,0.0064318781723577,0.0070049788255772,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,3.78332974648873,Meaningful,8.90029543402881e-306,p < 1e-15,***
10019,DenseBlind,ShortRangeOccluded,ForestGeometry,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,AvgTxCost,4.15418181818182,1.79439138135289e-15,4.42575272727273,0.0133160783385122,0.27157090909091,6.53728991596649,0.269422169703217,0.273719648478604,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,20.3942108319898,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10019,DenseBlind,ShortRangeOccluded,ForestGeometry,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,EmgTimely,0.473636363636364,0.0356729394670659,0.434545454545455,0.0331105163220312,-0.0390909090909091,-3.90909090909091,-0.0432321185494509,-0.0349496996323673,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-0.996734693877551,-1.52319665210146,Meaningful,8.90029543402881e-306,p < 1e-15,***
10017,LongRange,LongMixed,Default,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,TimelyRate,0.999272727272727,0.00249134105107153,1,0,0.000727272727272723,0.0727272727272688,0.00032525927342183,0.00112928618112362,0.0389998213215357,p = 0.039,0.116999463964607,p = 0.117,*,n.s.,1,0.291920179679905,Below1pp,1,p = 1,n.s.
10017,LongRange,LongMixed,Default,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,LossRate,0.000727272727272723,0.00249134105107153,0,0,-0.000727272727272723,-0.0727272727272723,-0.00112928618112362,-0.00032525927342183,0.0389998213215357,p = 0.039,0.116999463964607,p = 0.117,*,n.s.,-1,-0.291920179679905,Below1pp,1,p = 1,n.s.
10017,LongRange,LongMixed,Default,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,AvgDelay,0.0127221612149346,0.000235583753771721,0.0120674774545689,0.000221077232603464,-0.00065468376036569,-5.14601056616979,-0.000662618977050621,-0.000646748543680759,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-13.3131302555805,Sub-ms,8.90029543402881e-306,p < 1e-15,***
10017,LongRange,LongMixed,Default,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,AvgTxCost,2.18763636363636,4.48597845338221e-16,2.70870909090909,0.165322287043686,0.521072727272731,23.8189827127662,0.494395615528285,0.547749839017177,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,3.15186014294031,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10017,LongRange,LongMixed,Default,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,EmgTimely,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,p = 1,1,p = 1,n.s.,n.s.,0,0,NotApplicable,1,p = 1,n.s.
10017,LongRange,LongMixed,ForestGeometry,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,TimelyRate,0.999272727272727,0.00249134105107153,0.999818181818182,0.00128564869306644,0.000545454545454542,0.0545454545454516,0.000193536746814976,0.000897372344094108,0.0769740809715009,p = 0.07697,0.230922242914503,p = 0.2309,n.s.,n.s.,1,0.250106360353674,Below1pp,1,p = 1,n.s.
10017,LongRange,LongMixed,ForestGeometry,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,LossRate,0.000727272727272723,0.00249134105107153,0.000181818181818181,0.00128564869306644,-0.000545454545454542,-0.0545454545454542,-0.000897372344094108,-0.000193536746814977,0.0769740809715009,p = 0.07697,0.230922242914503,p = 0.2309,n.s.,n.s.,-1,-0.250106360353674,Below1pp,1,p = 1,n.s.
10017,LongRange,LongMixed,ForestGeometry,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,AvgDelay,0.0127093347525181,0.000222502362182303,0.012065870348222,0.000220349459202866,-0.000643464404296122,-5.06292750034484,-0.000650266656106634,-0.00063666215248561,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-15.2643819893527,Sub-ms,8.90029543402881e-306,p < 1e-15,***
10017,LongRange,LongMixed,ForestGeometry,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,AvgTxCost,2.18763636363636,4.48597845338221e-16,2.81161818181818,0.239452085108011,0.623981818181822,28.5231050531917,0.585342804978605,0.662620831385039,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,2.60587339592537,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10017,LongRange,LongMixed,ForestGeometry,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,EmgTimely,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,p = 1,1,p = 1,n.s.,n.s.,0,0,NotApplicable,1,p = 1,n.s.
10013,HeldOutHighNLOS,ShortHighNLOS,Default,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,TimelyRate,0.999272727272727,0.00249134105107153,1,0,0.000727272727272723,0.0727272727272688,0.00032525927342183,0.00112928618112362,0.0389998213215357,p = 0.039,0.116999463964607,p = 0.117,*,n.s.,1,0.291920179679905,Below1pp,1,p = 1,n.s.
10013,HeldOutHighNLOS,ShortHighNLOS,Default,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,LossRate,0.000727272727272723,0.00249134105107153,0,0,-0.000727272727272723,-0.0727272727272723,-0.00112928618112362,-0.00032525927342183,0.0389998213215357,p = 0.039,0.116999463964607,p = 0.117,*,n.s.,-1,-0.291920179679905,Below1pp,1,p = 1,n.s.
10013,HeldOutHighNLOS,ShortHighNLOS,Default,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,AvgDelay,0.0127243757912457,0.000224572283851952,0.0120674774545689,0.000221077232603464,-0.000656898336676788,-5.16251914792339,-0.000666478974077729,-0.000647317699275847,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-11.0639743899825,Sub-ms,8.90029543402881e-306,p < 1e-15,***
10013,HeldOutHighNLOS,ShortHighNLOS,Default,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,AvgTxCost,1.64072727272727,4.48597845338221e-16,3.15,8.97195690676443e-16,1.50927272727273,91.9880319148939,1.50927272727273,1.50927272727273,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,Inf,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10013,HeldOutHighNLOS,ShortHighNLOS,Default,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,EmgTimely,0.999272727272727,0.00249134105107153,1,0,0.000727272727272723,0.0727272727272688,0.00032525927342183,0.00112928618112362,0.0389998213215357,p = 0.039,0.116999463964607,p = 0.117,*,n.s.,1,0.291920179679905,Below1pp,1,p = 1,n.s.
10013,HeldOutHighNLOS,ShortHighNLOS,ForestGeometry,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,TimelyRate,0.648,0.0310625894957772,0.620545454545455,0.0292025917425094,-0.0274545454545456,-2.74545454545456,-0.0306806060886516,-0.0242284848204395,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-0.963285024154589,-1.37324850660133,Meaningful,8.90029543402881e-306,p < 1e-15,***
10013,HeldOutHighNLOS,ShortHighNLOS,ForestGeometry,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,LossRate,0.225818181818182,0.0335839234202243,0.228,0.03498499786906,0.00218181818181824,0.218181818181823,-0.00205697311055157,0.00642060947418806,0.556994047650813,p = 0.557,0.556994047650813,p = 0.557,n.s.,n.s.,0.111008325624422,0.0830584699179313,Below1pp,1,p = 1,n.s.
10013,HeldOutHighNLOS,ShortHighNLOS,ForestGeometry,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,AvgDelay,0.0351355292244216,0.00212501583577291,0.0361050542017303,0.00208359073415084,0.000969524977308663,2.75938629276365,0.000688068393252119,0.00125098156136521,8.48298161602035e-05,p = 8.483e-05,0.000169659632320407,p = 1.697e-04,***,***,0.556078431372549,0.555846650401793,Sub-ms,0.0183232402906039,p = 0.01832,*
10013,HeldOutHighNLOS,ShortHighNLOS,ForestGeometry,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,AvgTxCost,3.73309090909091,1.34579353601466e-15,3.8203090909091,0.0250325205921904,0.0872181818181862,2.33635300993577,0.0831788271671914,0.091257536469181,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,3.48419494940499,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10013,HeldOutHighNLOS,ShortHighNLOS,ForestGeometry,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,EmgTimely,0.648,0.0310625894957772,0.620545454545455,0.0292025917425094,-0.0274545454545456,-2.74545454545456,-0.0306806060886516,-0.0242284848204395,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-0.963285024154589,-1.37324850660133,Meaningful,8.90029543402881e-306,p < 1e-15,***
10007,HeldOutLongMixed,LongMixed,Default,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,TimelyRate,0.999454545454545,0.00218089034074631,1,0,0.000545454545454542,0.0545454545454627,0.000193536746814976,0.000897372344094108,0.0769740809715009,p = 0.07697,0.230922242914502,p = 0.2309,n.s.,n.s.,1,0.250106360353674,Below1pp,1,p = 1,n.s.
