Scene,SceneRole,GeometryType,Config,Stage,BaselineMethod,ProposedMethod,Metric,Baseline_Mean,Baseline_Std,Proposed_Mean,Proposed_Std,Delta_Mean,DeltaPct,CI_Lower,CI_Upper,P_Value,P_Value_Display,P_Value_Holm,P_Value_Holm_Display,Significant,Significant_Holm,EffectSize_RBC,EffectSize_CohenDz,PracticalNote,P_Value_Holm_Family,P_Value_Holm_Family_Display,Significant_Holm_Family
10007,HeldOutLongMixed,LongMixed,Default,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,LossRate,0.000545454545454542,0.00218089034074631,0,0,-0.000545454545454542,-0.0545454545454542,-0.000897372344094108,-0.000193536746814977,0.0769740809715009,p = 0.07697,0.230922242914502,p = 0.2309,n.s.,n.s.,-1,-0.250106360353674,Below1pp,1,p = 1,n.s.
10007,HeldOutLongMixed,LongMixed,Default,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,AvgDelay,0.0127144135065104,0.000223321196032239,0.0120674774545689,0.000221077232603464,-0.000646936051941446,-5.08820994071163,-0.000654810814300518,-0.000639061289582374,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-13.2565739998925,Sub-ms,8.90029543402881e-306,p < 1e-15,***
10007,HeldOutLongMixed,LongMixed,Default,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,AvgTxCost,1.668,4.48597845338221e-16,3.09847272727273,0.0165923411586181,1.43047272727273,85.7597558316985,1.42779531609541,1.43315013845005,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,86.2128323904272,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10007,HeldOutLongMixed,LongMixed,Default,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,EmgTimely,0.999423076923077,0.00230671093732794,1,0,0.000576923076923101,0.057692307692303,0.000204702328362004,0.000949143825484199,0.0769740809715007,p = 0.07697,0.230922242914502,p = 0.2309,n.s.,n.s.,1,0.250106360353674,Below1pp,1,p = 1,n.s.
10007,HeldOutLongMixed,LongMixed,ForestGeometry,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,TimelyRate,0.999454545454545,0.00218089034074631,1,0,0.000545454545454542,0.0545454545454627,0.000193536746814976,0.000897372344094108,0.0769740809715009,p = 0.07697,0.230922242914502,p = 0.2309,n.s.,n.s.,1,0.250106360353674,Below1pp,1,p = 1,n.s.
10007,HeldOutLongMixed,LongMixed,ForestGeometry,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,LossRate,0.000545454545454542,0.00218089034074631,0,0,-0.000545454545454542,-0.0545454545454542,-0.000897372344094108,-0.000193536746814977,0.0769740809715009,p = 0.07697,0.230922242914502,p = 0.2309,n.s.,n.s.,-1,-0.250106360353674,Below1pp,1,p = 1,n.s.
10007,HeldOutLongMixed,LongMixed,ForestGeometry,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,AvgDelay,0.0127144135065104,0.000223321196032239,0.0120674774545689,0.000221077232603464,-0.000646936051941446,-5.08820994071163,-0.000654810814300518,-0.000639061289582374,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-13.2565739998925,Sub-ms,8.90029543402881e-306,p < 1e-15,***
10007,HeldOutLongMixed,LongMixed,ForestGeometry,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,AvgTxCost,1.668,4.48597845338221e-16,3.11329090909091,0.0295818328918376,1.44529090909091,86.6481360366254,1.44051745793818,1.45006436024364,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,48.8573819741137,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10007,HeldOutLongMixed,LongMixed,ForestGeometry,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,EmgTimely,0.999423076923077,0.00230671093732794,1,0,0.000576923076923101,0.057692307692303,0.000204702328362004,0.000949143825484199,0.0769740809715007,p = 0.07697,0.230922242914502,p = 0.2309,n.s.,n.s.,1,0.250106360353674,Below1pp,1,p = 1,n.s.
10015,HeldOutBoundary,LongLowNLOS,Default,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,TimelyRate,0.999454545454545,0.00218089034074631,1,0,0.000545454545454542,0.0545454545454516,0.000193536746814976,0.000897372344094108,0.0769740809715009,p = 0.07697,0.230922242914503,p = 0.2309,n.s.,n.s.,1,0.250106360353674,Below1pp,1,p = 1,n.s.
10015,HeldOutBoundary,LongLowNLOS,Default,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,LossRate,0.000545454545454542,0.00218089034074631,0,0,-0.000545454545454542,-0.0545454545454542,-0.000897372344094108,-0.000193536746814977,0.0769740809715009,p = 0.07697,0.230922242914503,p = 0.2309,n.s.,n.s.,-1,-0.250106360353674,Below1pp,1,p = 1,n.s.
10015,HeldOutBoundary,LongLowNLOS,Default,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,AvgDelay,0.0127130610868621,0.000232887028451943,0.0120674774545689,0.000221077232603464,-0.000645583632293136,-5.0781131930554,-0.000653484470485441,-0.000637682794100831,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-13.1852007580476,Sub-ms,8.90029543402881e-306,p < 1e-15,***
10015,HeldOutBoundary,LongLowNLOS,Default,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,AvgTxCost,1.09381818181818,2.24298922669111e-16,1.43858181818182,0.0624036879778209,0.344763636363638,31.5192819148938,0.334693910211047,0.354833362516228,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,5.5247317512095,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10015,HeldOutBoundary,LongLowNLOS,Default,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,EmgTimely,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,p = 1,1,p = 1,n.s.,n.s.,0,0,NotApplicable,1,p = 1,n.s.
10015,HeldOutBoundary,LongLowNLOS,ForestGeometry,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,TimelyRate,0.953272727272727,0.0197820814671993,0.987636363636364,0.0100193774140185,0.0343636363636364,3.43636363636364,0.0313370504271456,0.0373902223001272,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,1.83211828156403,Meaningful,8.90029543402881e-306,p < 1e-15,***
10015,HeldOutBoundary,LongLowNLOS,ForestGeometry,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,LossRate,0.0467272727272727,0.0197820814671991,0.0123636363636363,0.0100193774140187,-0.0343636363636364,-3.43636363636364,-0.0373902223001272,-0.0313370504271456,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-1.83211828156405,Meaningful,8.90029543402881e-306,p < 1e-15,***
10015,HeldOutBoundary,LongLowNLOS,ForestGeometry,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,AvgDelay,0.0130552618232302,0.000240610485450324,0.0127767240136513,0.000349411649248964,-0.00027853780957893,-2.1335290961634,-0.000320968328110843,-0.000236107291047017,6.92779167366098e-14,p = 6.928e-14,1.3855583347322e-13,p = 1.386e-13,***,***,-0.833725490196078,-1.05928596983429,Sub-ms,1.73887571008891e-11,p = 1.739e-11,***
10015,HeldOutBoundary,LongLowNLOS,ForestGeometry,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,AvgTxCost,1.09381818181818,2.24298922669111e-16,1.46764545454545,0.103268505835616,0.373827272727275,34.1763630319151,0.357163424681604,0.390491120772945,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,3.61995430942263,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10015,HeldOutBoundary,LongLowNLOS,ForestGeometry,PosDeg_Emerg,AoI-aware,Risk-constrained-v6,EmgTimely,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,p = 1,1,p = 1,n.s.,n.s.,0,0,NotApplicable,1,p = 1,n.s.
10014,Primary,CurvedBlind,Default,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,TimelyRate,0.968363636363637,0.01675676999095,0.994545454545455,0.00687208132744042,0.0261818181818181,2.61818181818181,0.0238549970945654,0.0285086392690708,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,1.81570050731163,Meaningful,8.90029543402881e-306,p < 1e-15,***
10014,Primary,CurvedBlind,Default,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,LossRate,0.0316363636363636,0.0167567699909499,0.00545454545454544,0.00687208132744049,-0.0261818181818182,-2.61818181818182,-0.0285086392690709,-0.0238549970945655,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-1.81570050731165,Meaningful,8.90029543402881e-306,p < 1e-15,***
10014,Primary,CurvedBlind,Default,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,AvgDelay,0.0127597804270848,0.000247326805235769,0.0132165268086994,0.000391207069676156,0.00045674638161453,3.57957869435596,0.000409047834153881,0.000504444929075179,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,0.99468085106383,1.54517390435964,Sub-ms,8.90029543402881e-306,p < 1e-15,***
10014,Primary,CurvedBlind,Default,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,AvgTxCost,2.03,4.48597845338221e-16,2.87365454545455,0.157359032374996,0.843654545454546,41.5593372145097,0.818262418562687,0.869046672346405,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,5.3613353661458,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10014,Primary,CurvedBlind,Default,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,EmgTimely,0.983333333333333,0.0505076272276106,1,0,0.0166666666666667,1.66666666666667,0.00851653978666684,0.0248167935466666,0.0196306144870619,p = 0.01963,0.0196306144870619,p = 0.01963,*,*,1,0.329983164553722,Meaningful,1,p = 1,n.s.
10014,Primary,CurvedBlind,ForestGeometry,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,TimelyRate,0.828909090909091,0.00627959345648646,0.834363636363636,0.00847446135120799,0.00545454545454541,0.545454545454538,0.00438597453209535,0.00652311637699546,5.75160008509101e-09,p = 5.752e-09,2.30064003403641e-08,p = 2.301e-08,***,***,1,0.823687767580374,Below1pp,1.35737762008148e-06,p = 1.357e-06,***
10014,Primary,CurvedBlind,ForestGeometry,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,LossRate,0.170545454545455,0.00650907225254106,0.165090909090909,0.00887688700812209,-0.00545454545454542,-0.545454545454541,-0.00652311637699547,-0.00438597453209536,5.75160008509101e-09,p = 5.752e-09,2.30064003403641e-08,p = 2.301e-08,***,***,-1,-0.823687767580375,Below1pp,1.35737762008148e-06,p = 1.357e-06,***
10014,Primary,CurvedBlind,ForestGeometry,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,AvgDelay,0.0122847956574651,0.000413366107767638,0.0126971072048102,0.000736000677413213,0.000412311547345052,3.35627517820779,0.000324274946146601,0.000500348148543503,9.11875908116144e-08,p = 9.119e-08,1.82375181623229e-07,p = 1.824e-07,***,***,1,0.755735170224253,Sub-ms,2.06995831142365e-05,p = 2.070e-05,***
10014,Primary,CurvedBlind,ForestGeometry,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,AvgTxCost,2.14545454545455,4.48597845338221e-16,3.36152727272727,0.234489633949461,1.21607272727272,56.6813559322031,1.17823447642557,1.25391097811988,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,5.18604045215414,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10014,Primary,CurvedBlind,ForestGeometry,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,EmgTimely,0.0233333333333333,0.0753675799587829,0.0233333333333333,0.0753675799587829,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10006,Reference,Mixed,Default,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,TimelyRate,0.999818181818182,0.00128564869306644,1,0,0.000181818181818181,0.0181818181818172,-2.56395933090867e-05,0.000389275956945448,0.317310527664727,p = 0.3173,0.951931582994182,p = 0.9519,n.s.,n.s.,1,0.14142135623731,Below1pp,1,p = 1,n.s.
10006,Reference,Mixed,Default,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,LossRate,0.000181818181818181,0.00128564869306644,0,0,-0.000181818181818181,-0.0181818181818181,-0.000389275956945448,2.56395933090868e-05,0.317310527664727,p = 0.3173,0.951931582994182,p = 0.9519,n.s.,n.s.,-1,-0.14142135623731,Below1pp,1,p = 1,n.s.
10006,Reference,Mixed,Default,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,AvgDelay,0.0121397235485379,0.000223433162390946,0.0121276004362079,0.00022083992172128,-1.2123112330004e-05,-0.0998631664183353,-1.86907544880539e-05,-5.55547017195409e-06,0.0351879357784783,p = 0.03519,0.140751743113913,p = 0.1408,*,n.s.,-0.904761904761905,-0.29785990772805,Sub-ms,1,p = 1,n.s.
10006,Reference,Mixed,Default,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,AvgTxCost,2.55,8.97195690676443e-16,3.15,8.97195690676443e-16,0.6,23.5294117647058,0.6,0.6,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,Inf,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10006,Reference,Mixed,Default,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,EmgTimely,0.999818181818182,0.00128564869306644,1,0,0.000181818181818181,0.0181818181818172,-2.56395933090867e-05,0.000389275956945448,0.317310527664727,p = 0.3173,0.951931582994182,p = 0.9519,n.s.,n.s.,1,0.14142135623731,Below1pp,1,p = 1,n.s.
10006,Reference,Mixed,ForestGeometry,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,TimelyRate,0.893636363636364,0.00527534961339992,0.893636363636364,0.00527534961339992,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10006,Reference,Mixed,ForestGeometry,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,LossRate,0.105454545454545,0.00580796877272669,0.105454545454545,0.00580796877272669,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10006,Reference,Mixed,ForestGeometry,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,AvgDelay,0.0122970666832939,0.000468400111259789,0.0122970666832939,0.000468400111259789,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Sub-ms,1,p = 1,n.s.
10006,Reference,Mixed,ForestGeometry,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,AvgTxCost,2.61545454545454,0,3.1536,0.00829128990434842,0.53814545454546,20.5755995828991,0.536807536523401,0.53948337256752,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,64.9049135603408,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10006,Reference,Mixed,ForestGeometry,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,EmgTimely,0.893636363636364,0.00527534961339992,0.893636363636364,0.00527534961339992,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10011,Boundary,Open,Default,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,TimelyRate,0.999272727272727,0.00249134105107153,1,0,0.000727272727272723,0.0727272727272688,0.00032525927342183,0.00112928618112362,0.0389998213215357,p = 0.039,0.155999285286143,p = 0.156,*,n.s.,1,0.291920179679905,Below1pp,1,p = 1,n.s.
10011,Boundary,Open,Default,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,LossRate,0.000727272727272723,0.00249134105107153,0,0,-0.000727272727272723,-0.0727272727272723,-0.00112928618112362,-0.00032525927342183,0.0389998213215357,p = 0.039,0.155999285286143,p = 0.156,*,n.s.,-1,-0.291920179679905,Below1pp,1,p = 1,n.s.
10011,Boundary,Open,Default,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,AvgDelay,0.0120604644943933,0.000216582829785534,0.0120674774545689,0.000221077232603464,7.01296017559794e-06,0.0581483422869793,3.04919671899703e-06,1.09767236321989e-05,0.0435113770374134,p = 0.04351,0.155999285286143,p = 0.156,*,n.s.,1,0.285496669699611,Sub-ms,1,p = 1,n.s.
10011,Boundary,Open,Default,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,AvgTxCost,2,0,2.71054545454546,0.166292298948245,0.710545454545455,35.5272727272728,0.683711817528862,0.737379091562047,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,4.27287047589977,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10011,Boundary,Open,Default,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,EmgTimely,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,p = 1,1,p = 1,n.s.,n.s.,0,0,NotApplicable,1,p = 1,n.s.
10011,Boundary,Open,ForestGeometry,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,TimelyRate,0.933272727272727,0.0265907306972752,0.988727272727273,0.0094653855367732,0.0554545454545456,5.54545454545453,0.0513133359960038,0.0595957549130873,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,2.16081385530673,Meaningful,8.90029543402881e-306,p < 1e-15,***
10011,Boundary,Open,ForestGeometry,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,LossRate,0.0667272727272727,0.0265907306972751,0.0112727272727273,0.00946538553677331,-0.0554545454545455,-5.54545454545454,-0.0595957549130872,-0.0513133359960037,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-2.16081385530673,Meaningful,8.90029543402881e-306,p < 1e-15,***
10011,Boundary,Open,ForestGeometry,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,AvgDelay,0.0127593540716675,0.000235851308275621,0.0134575453233072,0.000434349098824657,0.000698191251639656,5.47199527278585,0.000641877386708752,0.00075450511657056,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,2.00062859219447,Sub-ms,8.90029543402881e-306,p < 1e-15,***
10011,Boundary,Open,ForestGeometry,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,AvgTxCost,2,0,2.93503636363636,0.202625556651837,0.935036363636364,46.7518181818182,0.902339836666269,0.967732890606459,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,4.61460231910922,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10011,Boundary,Open,ForestGeometry,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,EmgTimely,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,p = 1,1,p = 1,n.s.,n.s.,0,0,NotApplicable,1,p = 1,n.s.
10019,DenseBlind,ShortRangeOccluded,Default,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,TimelyRate,1,0,1,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10019,DenseBlind,ShortRangeOccluded,Default,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,LossRate,0,0,0,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10019,DenseBlind,ShortRangeOccluded,Default,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,AvgDelay,0.0120674774545689,0.000221077232603464,0.0120674774545689,0.000221077232603464,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Sub-ms,1,p = 1,n.s.
10019,DenseBlind,ShortRangeOccluded,Default,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,AvgTxCost,2.55,8.97195690676443e-16,3.15,8.97195690676443e-16,0.6,23.5294117647058,0.6,0.6,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,Inf,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10019,DenseBlind,ShortRangeOccluded,Default,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,EmgTimely,1,0,1,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10019,DenseBlind,ShortRangeOccluded,ForestGeometry,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,TimelyRate,0.476727272727273,0.0358102606537436,0.434545454545455,0.0331105163220312,-0.0421818181818181,-4.21818181818182,-0.0457843690120509,-0.0385792673515854,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-1.88939421601719,Meaningful,8.90029543402881e-306,p < 1e-15,***
10019,DenseBlind,ShortRangeOccluded,ForestGeometry,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,LossRate,0.396909090909091,0.0352142084818262,0.278909090909091,0.0370728611188816,-0.118,-11.8,-0.122143753850441,-0.113856246149559,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-4.59510522961179,Meaningful,8.90029543402881e-306,p < 1e-15,***
10019,DenseBlind,ShortRangeOccluded,ForestGeometry,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,AvgDelay,0.0457466100530529,0.00207406395055537,0.0578285478911286,0.00212387888487855,0.0120819378380757,26.4105642452285,0.0117793343174475,0.0123845413587039,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,6.44273136979258,Meaningful,8.90029543402881e-306,p < 1e-15,***
10019,DenseBlind,ShortRangeOccluded,ForestGeometry,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,AvgTxCost,3.43309090909091,4.48597845338221e-16,4.42575272727273,0.0133160783385122,0.992661818181821,28.9145217667621,0.990513078794128,0.994810557569514,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,74.5461083171075,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10019,DenseBlind,ShortRangeOccluded,ForestGeometry,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,EmgTimely,0.476727272727273,0.0358102606537436,0.434545454545455,0.0331105163220312,-0.0421818181818181,-4.21818181818182,-0.0457843690120509,-0.0385792673515854,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-1.88939421601719,Meaningful,8.90029543402881e-306,p < 1e-15,***
10017,LongRange,LongMixed,Default,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,TimelyRate,0.999272727272727,0.00249134105107153,1,0,0.000727272727272723,0.0727272727272688,0.00032525927342183,0.00112928618112362,0.0389998213215357,p = 0.039,0.155999285286143,p = 0.156,*,n.s.,1,0.291920179679905,Below1pp,1,p = 1,n.s.
10017,LongRange,LongMixed,Default,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,LossRate,0.000727272727272723,0.00249134105107153,0,0,-0.000727272727272723,-0.0727272727272723,-0.00112928618112362,-0.00032525927342183,0.0389998213215357,p = 0.039,0.155999285286143,p = 0.156,*,n.s.,-1,-0.291920179679905,Below1pp,1,p = 1,n.s.
10017,LongRange,LongMixed,Default,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,AvgDelay,0.0120604644943933,0.000216582829785534,0.0120674774545689,0.000221077232603464,7.01296017559794e-06,0.0581483422869793,3.04919671899703e-06,1.09767236321989e-05,0.0435113770374134,p = 0.04351,0.155999285286143,p = 0.156,*,n.s.,1,0.285496669699611,Sub-ms,1,p = 1,n.s.
10017,LongRange,LongMixed,Default,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,AvgTxCost,2,0,2.70870909090909,0.165322287043686,0.708709090909091,35.4354545454546,0.682031979164645,0.735386202653537,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,4.28683333374052,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10017,LongRange,LongMixed,Default,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,EmgTimely,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,p = 1,1,p = 1,n.s.,n.s.,0,0,NotApplicable,1,p = 1,n.s.
10017,LongRange,LongMixed,ForestGeometry,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,TimelyRate,0.999272727272727,0.00249134105107153,0.999818181818182,0.00128564869306644,0.000545454545454542,0.0545454545454516,0.000193536746814976,0.000897372344094108,0.0769740809715009,p = 0.07697,0.307896323886004,p = 0.3079,n.s.,n.s.,1,0.250106360353674,Below1pp,1,p = 1,n.s.
10017,LongRange,LongMixed,ForestGeometry,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,LossRate,0.000727272727272723,0.00249134105107153,0.000181818181818181,0.00128564869306644,-0.000545454545454542,-0.0545454545454542,-0.000897372344094108,-0.000193536746814977,0.0769740809715009,p = 0.07697,0.307896323886004,p = 0.3079,n.s.,n.s.,-1,-0.250106360353674,Below1pp,1,p = 1,n.s.
10017,LongRange,LongMixed,ForestGeometry,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,AvgDelay,0.0120604644943933,0.000216582829785534,0.012065870348222,0.000220349459202866,5.40585382863994e-06,0.0448229322440508,1.82667857517888e-06,8.985029082101e-06,0.0848249997162538,p = 0.08482,0.307896323886004,p = 0.3079,n.s.,n.s.,1,0.243718635357599,Sub-ms,1,p = 1,n.s.
10017,LongRange,LongMixed,ForestGeometry,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,AvgTxCost,2,0,2.81161818181818,0.239452085108011,0.811618181818182,40.5809090909091,0.772979168614965,0.850257195021399,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,3.3894805361669,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10017,LongRange,LongMixed,ForestGeometry,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,EmgTimely,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,p = 1,1,p = 1,n.s.,n.s.,0,0,NotApplicable,1,p = 1,n.s.
10013,HeldOutHighNLOS,ShortHighNLOS,Default,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,TimelyRate,1,0,1,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10013,HeldOutHighNLOS,ShortHighNLOS,Default,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,LossRate,0,0,0,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10013,HeldOutHighNLOS,ShortHighNLOS,Default,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,AvgDelay,0.0120674774545689,0.000221077232603464,0.0120674774545689,0.000221077232603464,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Sub-ms,1,p = 1,n.s.
10013,HeldOutHighNLOS,ShortHighNLOS,Default,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,AvgTxCost,2.55,8.97195690676443e-16,3.15,8.97195690676443e-16,0.6,23.5294117647058,0.6,0.6,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,Inf,SeeDelta,8.90029543402881e-306,p < 1e-15,***
