Config,Profile,Vegetation,Variant,Method,Stage,TimelyRateMean,TimelyRateStd,TimelyRateCI95,LossRateMean,LossRateStd,LossRateCI95,AvgDelayMean,AvgDelayStd,AvgDelayCI95,AvgTxCostMean,AvgTxCostStd,AvgTxCostCI95,EmergencyTimelyRateMean,EmergencyTimelyRateStd,EmergencyTimelyRateCI95
FG_Blind_Medium_Base,Blind,Medium,Base,Confidence-driven,Recovery,0.974172185430464,0.0105637846481284,0.00654750155912279,0.0251655629139073,0.010724024548778,0.00664681927850881,0.0149643222347939,0.000787134159783547,0.000487870806731628,2.45738410596026,0.0562039423764362,0.0348355643925174,0.983333333333333,0.00878410461157885,0.00544444444444445
FG_Blind_Medium_Base,Blind,Medium,Base,Confidence-driven,Full,0.844425956738769,0.00838392482408816,0.00519641044244604,0.155241264559068,0.00815326685087043,0.00505344714950019,0.0188354209350766,0.000474764112716217,0.000294261845708462,2.19753577371048,0.028176290208428,0.0174638456022165,0.986915887850467,0.00482614747190955,0.00299127719367915
FG_Blind_Medium_Base,Blind,Medium,Base,Oracle,Normal,0.4664,0.0253122719468465,0.0156887086927014,0.5336,0.0253122719468465,0.0156887086927014,0.0239564620581891,0.00277921548401765,0.001722575603429,1.78792,0.077130953578962,0.0478062603164062,NaN,NaN,NaN
FG_Blind_Medium_Base,Blind,Medium,Base,Oracle,Coop_1,0.943333333333333,0.00955813918560293,0.00592419604380478,0.0566666666666667,0.00955813918560293,0.00592419604380478,0.0130128108720997,0.000555502904671226,0.00034430426741769,1.20263333333333,0.0128831883945659,0.00798508289496776,NaN,NaN,NaN
FG_Blind_Medium_Base,Blind,Medium,Base,Oracle,LinkDeg_Emerg,0.912307692307692,0.0308119361759996,0.0190974358974359,0.0876923076923077,0.0308119361759996,0.0190974358974359,0.027479303159921,0.00215144540276403,0.0013334796759096,2.86707692307692,0.0601523378393103,0.0372828052546058,NaN,NaN,NaN
FG_Blind_Medium_Base,Blind,Medium,Base,Oracle,PosDeg_Emerg,0.981818181818182,0.0148453923805041,0.00920126952553518,0.0172727272727273,0.0145011952897035,0.00898793395843219,0.0283730462131875,0.000903034067392562,0.000559706313706551,3.77108181818182,0.0388385192626136,0.0240723636363637,0.993220338983051,0.00875250473719188,0.0054248586393842
FG_Blind_Medium_Base,Blind,Medium,Base,Oracle,Recovery,0.980132450331126,0.00698074538668518,0.00432671081677705,0.019205298013245,0.00728811214976566,0.00451721871025711,0.0154094365396906,0.000536561984662681,0.000332564563569303,2.32898675496689,0.0223756150325119,0.0138685498797687,0.98125,0.00658807845868414,0.00408333333333334
FG_Blind_Medium_Base,Blind,Medium,Base,Oracle,Full,0.857071547420965,0.00878525969569433,0.00544516037299648,0.142595673876872,0.00904746080916376,0.00560767430682123,0.0198471886276526,0.000585972548886821,0.000363189548560077,2.25747254575707,0.0197510762709182,0.012241843902138,0.98785046728972,0.00451444758448269,0.0027980836019045
FG_Blind_Medium_Plus,Blind,Medium,Plus,Link-delay-aware,Normal,0.3952,0.0137015814172428,0.00849232814564612,0.6048,0.0137015814172428,0.0084923281456461,0.0141253980250931,0.00145315723115101,0.000900676183161074,1,0,0,NaN,NaN,NaN
FG_Blind_Medium_Plus,Blind,Medium,Plus,Link-delay-aware,Coop_1,0.932,0.00421637021355784,0.00261333333333334,0.068,0.00421637021355784,0.00261333333333334,0.0120877298665475,0.000233558035111114,0.000144760769929801,1.034,2.3405556457178e-16,1.45069141884354e-16,NaN,NaN,NaN
