Scene,SceneRole,GeometryType,DensityClass,VegetationClass,Config,Method,AvgDelayMean,AvgDelayStd,AvgDelayCI95,TimelyRateMean,TimelyRateStd,TimelyRateCI95,LossRateMean,LossRateStd,LossRateCI95,AvgTxCostMean,AvgTxCostStd,AvgTxCostCI95,EmergencyTimelyRateMean,EmergencyTimelyRateStd,EmergencyTimelyRateCI95
10014,Primary,CurvedBlind,Medium,Dense,Default,Link-delay-aware,0.0363236063175035,0.00261388083372033,0.000724530802192978,0.934575707154742,0.00796515371186159,0.00220782796751741,0.0654242928452579,0.00796515371186151,0.00220782796751739,1.62945091514143,2.24298922669111e-16,6.21724893790088e-17,0.983333333333333,0.0505076272276106,0.014
10014,Primary,CurvedBlind,Medium,Dense,Default,Confidence-heuristic,0.0204429543282148,0.00175308443189131,0.000485930212794901,0.988386023294509,0.00438926640701623,0.00121664257600751,0.0116139767054908,0.00438926640701635,0.00121664257600755,2.09261464226289,0.038588906195628,0.0106962990818041,1,0,0
10014,Primary,CurvedBlind,Medium,Dense,Default,Risk-constrained-v6,0.017353066814409,0.00120657982170193,0.000334446863395569,0.991813643926789,0.00344196137102871,0.000954063016606326,0.0081863560732113,0.00344196137102884,0.000954063016606362,2.00055241264559,0.031027786794728,0.00860046371152292,1,0,0
10014,Primary,CurvedBlind,Medium,Dense,Default,Constrained Oracle,0.0184693000185386,0.000783428783836303,0.000217155379805933,0.996073211314476,0.00222372532703151,0.00061638521323018,0.00392678868552412,0.00222372532703142,0.000616385213230155,2.10267886855241,0.0248348896918124,0.00688388021315138,0.983333333333333,0.0505076272276106,0.014
10014,Primary,CurvedBlind,Medium,Dense,Default,DCC-like,0.0385789208932245,0.00216652196343146,0.000600529249797335,0.979866888519135,0.00545414495154932,0.00151181184927944,0.0201331114808652,0.00545414495154919,0.00151181184927941,4.07303926788687,0.00254774457854101,0.000706198767541302,1,0,0
10014,Primary,CurvedBlind,Medium,Dense,Default,AoI-aware,0.022734764938141,0.00147469169607514,0.000408763683394054,0.977038269550749,0.00567498758560182,0.00157302630433198,0.0229617304492512,0.00567498758560175,0.00157302630433196,2.19933444259567,4.48597845338221e-16,1.24344978758018e-16,0.863333333333333,0.137560541196707,0.0381298366695222
10014,Primary,CurvedBlind,Medium,Dense,Default,DCC-CBR-window,0.0234298754476703,0.00226210955728896,0.000627024779036402,0.978768718801997,0.0059335326080804,0.00164469132827754,0.0212312811980033,0.00593353260808032,0.00164469132827752,2.25761730449251,0.000316577330957811,8.77507591761609e-05,1,0,0
10014,Primary,CurvedBlind,Medium,Dense,Default,AoI-greedy,0.0299011510861492,0.00255500569601117,0.000708211446618944,0.965424292845258,0.00572741329766319,0.00158755797032277,0.0345757071547421,0.00572741329766319,0.00158755797032277,2.46691846921797,0.0159767974454046,0.00442854231159349,1,0,0
10014,Primary,CurvedBlind,Medium,Dense,ForestGeometry,Link-delay-aware,0.0849000108208715,0.00196971183724742,0.000545976266063617,0.787587354409318,0.00464104016006028,0.00128643069982359,0.212312811980033,0.00473015182841265,0.00131113119409371,1.69833610648918,2.24298922669111e-16,6.21724893790088e-17,0.0233333333333333,0.0753675799587829,0.0208908273332261
10014,Primary,CurvedBlind,Medium,Dense,ForestGeometry,Confidence-heuristic,0.0846764159776404,0.00199313238294799,0.000552468110123731,0.789084858569051,0.00498102930540753,0.00138067088286389,0.210682196339434,0.0050857603943881,0.00140970085964582,2.08804725457571,0.0563175435728619,0.0156104266483747,0.02,0.0642416074439621,0.0178068650931163
10014,Primary,CurvedBlind,Medium,Dense,ForestGeometry,Risk-constrained-v6,0.0801658886685875,0.00193947242902532,0.000537594329743354,0.799400998336106,0.00503293758701834,0.00139505912445118,0.200499168053245,0.00512295271268192,0.00142001004431148,2.28425324459235,0.047505662547379,0.0131678978437485,0.0233333333333333,0.0753675799587829,0.0208908273332261
10014,Primary,CurvedBlind,Medium,Dense,ForestGeometry,Constrained Oracle,0.0796376486264551,0.00185353796287102,0.000513774510991255,0.802262895174709,0.00557818498459627,0.00154619399229383,0.197670549084859,0.0055947717118802,0.00155079159853118,2.41531680532446,0.0427344372407212,0.0118453816623371,0.02,0.0642416074439621,0.0178068650931163
10014,Primary,CurvedBlind,Medium,Dense,ForestGeometry,DCC-like,0.0942602410184838,0.000837549728681274,0.000232156940350741,0.799833610648919,0.00221072917016142,0.000612782862334514,0.200133111480865,0.00220535555117532,0.000611293371144077,3.86865224625625,1.34579353601466e-15,3.73034936274053e-16,0.01,0.0399829895803493,0.0110827192812354
10014,Primary,CurvedBlind,Medium,Dense,ForestGeometry,AoI-aware,0.0835226987164982,0.00211528572292576,0.000586327288500533,0.793277870216306,0.00553956146890268,0.00153548809994863,0.206655574043261,0.00548255887552686,0.0015196877871827,2.36911813643927,4.48597845338221e-16,1.24344978758018e-16,0.0166666666666667,0.060702613257057,0.0168259059521653
10014,Primary,CurvedBlind,Medium,Dense,ForestGeometry,DCC-CBR-window,0.0797304525029079,0.000829359738381533,0.000229886790860652,0.799900166389351,0.00222499537415478,0.00061673725233203,0.200033277870216,0.00221175123640658,0.000613066164643843,2.12674542429285,0.000492685446029647,0.000136565438192757,0.0166666666666667,0.060702613257057,0.0168259059521653
10014,Primary,CurvedBlind,Medium,Dense,ForestGeometry,AoI-greedy,0.0801063865068678,0.00131897525333506,0.000365601287573382,0.79936772046589,0.00395024107588487,0.0010949509628153,0.200532445923461,0.00393806464063388,0.00109157582716013,2.71393677204659,0.0147185277507605,0.00407976774640491,0.0233333333333333,0.0753675799587829,0.0208908273332261
10006,Reference,Mixed,Medium,Mixed,Default,Link-delay-aware,0.0410215527849062,0.00358914283044398,0.000994859635749173,0.930981697171381,0.00934154332620189,0.00258934370402048,0.0689184692179701,0.00927385910913482,0.00257058259622444,2.2032445923461,8.97195690676443e-16,2.48689957516035e-16,0.990723684210526,0.00509126179188427,0.00141122576923224
10006,Reference,Mixed,Medium,Mixed,Default,Confidence-heuristic,0.0222814767976038,0.00136454454882696,0.000378232451853019,0.988219633943428,0.00426323740840408,0.00118170911986595,0.0110815307820299,0.00415273274134778,0.00115107878889007,2.72548286189684,0.01396343341431,0.00387046627471492,0.995065789473684,0.0034691783506188,0.000961607178452302
10006,Reference,Mixed,Medium,Mixed,Default,Risk-constrained-v6,0.0239986346904632,0.000939370565586915,0.000260380236413632,0.989983361064892,0.00301587577978752,0.000835958116320778,0.00931780366056572,0.00304403339074535,0.000843763007879693,2.84895673876871,0.00762516267387652,0.00211358725986466,0.995065789473684,0.0034691783506188,0.000961607178452302
10006,Reference,Mixed,Medium,Mixed,Default,Constrained Oracle,0.0223906553328443,0.000709463074060782,0.000196653131062575,0.995241264559068,0.00209957049460183,0.000581971249450362,0.0038269550748752,0.00202393467624511,0.000561006070226595,2.73219633943428,0.00444214352662743,0.00123129936578741,0.996184210526316,0.00347617330994493,0.000963546082256363
10006,Reference,Mixed,Medium,Mixed,Default,DCC-like,0.0707547393457775,0.00341234210767291,0.000945852975673054,0.918435940099833,0.0088204614084983,0.00244490716545621,0.0813311148086523,0.00890429737796318,0.00246814531060247,4.46737271214643,0.000164717053853633,4.56572379367337e-05,0.995526315789473,0.0035014917312401,0.000970563990591971
10006,Reference,Mixed,Medium,Mixed,Default,AoI-aware,0.0279487096524269,0.0017266971613171,0.00047861603455457,0.972013311148087,0.00540670041771894,0.00149866089545158,0.0269217970049916,0.00529050004465801,0.0014664517953186,2.37133111480865,0.00262444966288283,0.000727460332174822,0.989736842105263,0.00477569399094449,0.00132375483750053
10006,Reference,Mixed,Medium,Mixed,Default,DCC-CBR-window,0.0485267534769208,0.00329373895989677,0.000912977860368522,0.928319467554076,0.00808064981980879,0.00223984185532041,0.0709816971713811,0.00814867646342342,0.00225869787891291,2.75347753743761,4.48597845338221e-16,1.24344978758018e-16,0.997697368421053,0.00267898361160522,0.000742576371553841
10006,Reference,Mixed,Medium,Mixed,Default,AoI-greedy,0.0333257931241039,0.00288600162806541,0.000799958838114423,0.960831946755408,0.00741994323210174,0.00205670333277184,0.0384692179700499,0.00737740727535731,0.00204491296709621,3.31788053244592,0.0100777219034526,0.00279340199476266,0.995065789473684,0.0034691783506188,0.000961607178452302
10006,Reference,Mixed,Medium,Mixed,ForestGeometry,Link-delay-aware,0.0883573770181505,0.00112356794951149,0.000311437146359587,0.706888519134775,0.00424357758106409,0.00117625969375216,0.292079866888519,0.00437275855925885,0.00121206683405943,2.26455906821964,0,0,0.799868421052631,0.00383845448433506,0.0010639653004985
10006,Reference,Mixed,Medium,Mixed,ForestGeometry,Confidence-heuristic,0.08823243790091,0.00115006943693912,0.000318782983896458,0.707853577371048,0.00443536534083357,0.00122942054854093,0.29018302828619,0.00467004580565446,0.00129447065459099,2.61475574043261,0.0369342733240487,0.0102376582492478,0.799934210526316,0.00330220415239871,0.000915324292017214
10006,Reference,Mixed,Medium,Mixed,ForestGeometry,Risk-constrained-v6,0.086104227800985,0.00136926565336346,0.00037954107526574,0.713078202995008,0.00505534016184772,0.00140126880138171,0.285890183028286,0.00506126022372303,0.00140290975881337,2.89883727121463,0.0175759194000457,0.00487179630299732,0.799868421052631,0.00383845448433506,0.0010639653004985
10006,Reference,Mixed,Medium,Mixed,ForestGeometry,Constrained Oracle,0.0863855673205338,0.001240156528852,0.000343753851783335,0.713843594009983,0.00475980152415132,0.00131934967045315,0.28522462562396,0.00483751193900077,0.00134088989848622,2.74480565723794,0.0296768024057249,0.00822598994420836,0.79953947368421,0.0030750466445457,0.000852359443250696
10006,Reference,Mixed,Medium,Mixed,ForestGeometry,DCC-like,0.108633212909936,0.000650296911595967,0.000180253107541877,0.708885191347754,0.00244633807088531,0.000678090317687147,0.290682196339434,0.00275669443896903,0.000764116713930064,4.15923460898502,8.97195690676443e-16,2.48689957516035e-16,0.798355263157895,0.00259524459990313,0.000719365101728275
10006,Reference,Mixed,Medium,Mixed,ForestGeometry,AoI-aware,0.0870142246263379,0.0013555775131255,0.000375746916366374,0.711913477537438,0.00499744989012173,0.00138522243673046,0.285091514143095,0.00520349276908883,0.00144233460896813,2.65254575707155,0,0,0.798618421052631,0.00383442521406489,0.00106284844376064
10006,Reference,Mixed,Medium,Mixed,ForestGeometry,DCC-CBR-window,0.0926238444047293,0.000693793888567312,0.000192309854433878,0.709417637271215,0.00280766780322949,0.000778245809649222,0.288851913477538,0.00322430709918,0.000893732330467578,2.71271214642263,4.48597845338221e-16,1.24344978758018e-16,0.799671052631579,0.00320445998519406,0.000888230991144093
10006,Reference,Mixed,Medium,Mixed,ForestGeometry,AoI-greedy,0.086734851283287,0.00109790230240474,0.000304322991939401,0.712745424292845,0.00444389208292908,0.00123178404086654,0.286222961730449,0.0045659263432465,0.00126561021204549,3.48270549084859,0.00720713702371207,0.00199771646126371,0.799868421052631,0.00383845448433506,0.0010639653004985
10011,Boundary,Open,Low,Sparse,Default,Link-delay-aware,0.0134185497165734,0.000618151913405807,0.000171342968630893,0.992778702163061,0.00307377162760905,0.000852006026586859,0.00722129783693843,0.00307377162760908,0.000852006026586866,1.71880199667221,2.24298922669111e-16,6.21724893790088e-17,1,0,0
10011,Boundary,Open,Low,Sparse,Default,Confidence-heuristic,0.0132505948350601,0.000614354262852472,0.000170290313603027,0.9938768718802,0.00308899068119669,0.000856224533016924,0.00612312811980033,0.00308899068119671,0.00085622453301693,1.95932945091514,0.0371182534300261,0.0102886549328195,1,0,0
10011,Boundary,Open,Low,Sparse,Default,Risk-constrained-v6,0.013062506390905,0.000488508813437589,0.000135407734703236,0.995108153078203,0.0021369133440131,0.000592322159212997,0.004891846921797,0.00213691334401308,0.00059232215921299,1.88823460898503,0.0329345515357784,0.00912899193270441,1,0,0
10011,Boundary,Open,Low,Sparse,Default,Constrained Oracle,0.0129723915005111,0.000428595137202725,0.000118800510936653,0.998668885191348,0.00142619443784178,0.000395320929249075,0.00133111480865225,0.00142619443784169,0.000395320929249051,1.94338269550749,0.0272938430712695,0.00756546731597177,1,0,0
10011,Boundary,Open,Low,Sparse,Default,DCC-like,0.0203670922193614,0.000186033631279319,5.15658917448948e-05,0.999966722129784,0.000235310076933912,6.5224625623947e-05,3.32778702163062e-05,0.00023531007693396,6.52246256239601e-05,3.62402662229617,4.48597845338221e-16,1.24344978758018e-16,1,0,0
