Method,AvgDelay_s,TimelyRate,LossRate,AvgTxCost,EmergencyTimelyRate
Proposed-DPP,0.165135993629789,0.760330578512397,0.148760330578512,2.19586776859504,0
Proposed-DPP,0.165135993629789,0.760330578512397,0.148760330578512,2.19586776859504,0
