Scene,Config,Metric,Baseline_Mean,Baseline_Std,Proposed_Mean,Proposed_Std,Delta_Mean,DeltaPct,CI_Lower,CI_Upper,P_Value,P_Value_Display,P_Value_Holm,P_Value_Holm_Display,Significant,Significant_Holm,EffectSize_RBC,EffectSize_CohenDz,PracticalNote,P_Value_Holm_Family,P_Value_Holm_Family_Display,Significant_Holm_Family
10014,Default,TimelyRate,0.97071547420965,0.00647756020883261,0.992346089850249,0.00284974655100736,0.021630615640599,2.1630615640599,0.0195362962520403,0.0237249350291578,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,3.98042083202273,Meaningful,1.1125369292536e-306,p < 1e-15,***
10014,Default,LossRate,0.0292845257903494,0.00647756020883257,0.00765391014975041,0.00284974655100723,-0.021630615640599,-2.1630615640599,-0.0237249350291578,-0.0195362962520402,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-3.98042083202267,Meaningful,1.1125369292536e-306,p < 1e-15,***
10014,Default,AvgDelay,0.0239099709304986,0.00293783514947494,0.0153385673912343,0.00119264615847739,-0.00857140353926431,-35.8486572994155,-0.00949530882162631,-0.00764749825690232,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-3.5754237067238,Meaningful,1.1125369292536e-306,p < 1e-15,***
10014,Default,AvgTxCost,1.85548252911814,0.0232467702069579,1.90821963394343,0.0271587486033264,0.052737104825289,2.84223127934026,0.0451545844033453,0.0603196252472326,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,2.68043770832453,SeeDelta,1.1125369292536e-306,p < 1e-15,***
10014,Default,EmgTimely,1,0,1,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10014,ForestGeometry,TimelyRate,0.770382695507488,0.00880449687542286,0.797670549084858,0.00465361663081606,0.0272878535773709,2.7287853577371,0.0236453028987377,0.0309304042560041,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,2.88713303990012,Meaningful,1.1125369292536e-306,p < 1e-15,***
10014,ForestGeometry,LossRate,0.229450915141431,0.00864406513398033,0.202329450915142,0.00465361663081604,-0.0271214642262894,-2.71214642262894,-0.0307495615285703,-0.0234933669240085,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-2.88096001007652,Meaningful,1.1125369292536e-306,p < 1e-15,***
10014,ForestGeometry,AvgDelay,0.0935719761303721,0.00316179839978743,0.0814280060571512,0.00166418837504774,-0.012143970073221,-12.9782126822896,-0.0137458449659106,-0.0105420951805313,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-2.92169661494101,Meaningful,1.1125369292536e-306,p < 1e-15,***
10014,ForestGeometry,AvgTxCost,2.17201331114809,0.0424124769598424,2.6536306156406,0.0241903067472445,0.481617304492515,22.1737731541775,0.469010432133149,0.494224176851881,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,14.7230487625019,SeeDelta,1.1125369292536e-306,p < 1e-15,***
10014,ForestGeometry,EmgTimely,0.0166666666666667,0.0527046276694731,0.0166666666666667,0.0527046276694731,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
