Scene,SceneRole,GeometryType,DensityClass,VegetationClass,Config,Method,Stage,AvgDelayMean,AvgDelayStd,AvgDelayCI95,TimelyRateMean,TimelyRateStd,TimelyRateCI95,LossRateMean,LossRateStd,LossRateCI95,AvgTxCostMean,AvgTxCostStd,AvgTxCostCI95,EmergencyTimelyRateMean,EmergencyTimelyRateStd,EmergencyTimelyRateCI95
10014,Primary,CurvedBlind,Medium,Dense,ModerateForestGeometry,Link-delay-aware,Normal,0.0144952034439928,0.00189971417398812,0.000526573903699334,0.28672,0.0121336772022738,0.00336328372873892,0.71328,0.0121336772022738,0.00336328372873893,1.48,2.24298922669111e-16,6.21724893790088e-17,NaN,NaN,NaN
10014,Primary,CurvedBlind,Medium,Dense,ModerateForestGeometry,Link-delay-aware,Coop_1,0.0120572525144299,0.00016319572554616,4.52355472441847e-05,0.999066666666667,0.00269710519209648,0.000747599417394709,0.000933333333333337,0.00269710519209644,0.000747599417394698,2,0,0,NaN,NaN,NaN
10014,Primary,CurvedBlind,Medium,Dense,ModerateForestGeometry,Link-delay-aware,LinkDeg_Emerg,0.0120867033726733,0.000222515620222114,6.1678183159763e-05,0.998153846153846,0.00505016496398935,0.00139983430972185,0.00184615384615384,0.00505016496398945,0.00139983430972188,2,0,0,NaN,NaN,NaN
10014,Primary,CurvedBlind,Medium,Dense,ModerateForestGeometry,Link-delay-aware,PosDeg_Emerg,0.0130565949052076,0.000700642746459587,0.00019420826098661,0.838363636363636,0.0102737041254889,0.00284772549517465,0.157818181818182,0.0111355590182993,0.00308661948330383,2.14545454545455,4.48597845338221e-16,1.24344978758018e-16,0.103333333333333,0.125492228124804,0.0347846709533572
10014,Primary,CurvedBlind,Medium,Dense,ModerateForestGeometry,Link-delay-aware,Recovery,0.0121504263703276,0.000286889148167381,7.9521614750251e-05,0.928211920529802,0.00450950815054421,0.0012499718868818,0.0717880794701987,0.00450950815054418,0.00124997188688179,1.12384105960265,2.24298922669111e-16,6.21724893790088e-17,NaN,NaN,NaN
10014,Primary,CurvedBlind,Medium,Dense,ModerateForestGeometry,Link-delay-aware,Full,0.0124671094292945,0.00024166817281276,6.6986999886803e-05,0.803594009983361,0.00304329085301257,0.000843557186920968,0.195707154742097,0.00322237894776191,0.000893197874161965,1.69833610648918,2.24298922669111e-16,6.21724893790088e-17,0.103333333333333,0.125492228124804,0.0347846709533572
10014,Primary,CurvedBlind,Medium,Dense,ModerateForestGeometry,Confidence-heuristic,Normal,0.0144952034439928,0.00189971417398812,0.000526573903699334,0.28672,0.0121336772022738,0.00336328372873892,0.71328,0.0121336772022738,0.00336328372873893,1.486112,0.0112932098074508,0.00313031805259466,NaN,NaN,NaN
10014,Primary,CurvedBlind,Medium,Dense,ModerateForestGeometry,Confidence-heuristic,Coop_1,0.0120572525144299,0.00016319572554616,4.52355472441847e-05,0.999066666666667,0.00269710519209648,0.000747599417394709,0.000933333333333337,0.00269710519209644,0.000747599417394698,2.00270666666667,0.00783666595774805,0.00217221297912203,NaN,NaN,NaN
10014,Primary,CurvedBlind,Medium,Dense,ModerateForestGeometry,Confidence-heuristic,LinkDeg_Emerg,0.0120912150076165,0.000223979834923995,6.20840427685298e-05,0.998461538461538,0.00466224251331778,0.00129230769230766,0.00153846153846153,0.00466224251331787,0.00129230769230769,2.23193846153846,0.129788941840137,0.0359756592320895,NaN,NaN,NaN
10014,Primary,CurvedBlind,Medium,Dense,ModerateForestGeometry,Confidence-heuristic,PosDeg_Emerg,0.0144270119970109,0.0010909412942107,0.000302393498909023,0.85,0.0126248195423532,0.00349942143978452,0.142909090909091,0.0138711999198119,0.00384490045438536,3.62892181818182,0.188217310886616,0.0521711768509321,0.11,0.145257609930187,0.0402633552722296
