Scene,Config,Metric,Baseline_Mean,Baseline_Std,Proposed_Mean,Proposed_Std,Delta_Mean,DeltaPct,CI_Lower,CI_Upper,P_Value,P_Value_Display,P_Value_Holm,P_Value_Holm_Display,Significant,Significant_Holm,EffectSize_RBC,EffectSize_CohenDz,PracticalNote,P_Value_Holm_Family,P_Value_Holm_Family_Display,Significant_Holm_Family
10014,Default,TimelyRate,0.97071547420965,0.00647756020883261,0.992346089850249,0.00284974655100736,0.021630615640599,2.1630615640599,0.0195362962520403,0.0237249350291578,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,3.98042083202273,Meaningful,1.1125369292536e-306,p < 1e-15,***
10014,Default,LossRate,0.0292845257903494,0.00647756020883257,0.00765391014975041,0.00284974655100723,-0.021630615640599,-2.1630615640599,-0.0237249350291578,-0.0195362962520402,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-3.98042083202267,Meaningful,1.1125369292536e-306,p < 1e-15,***
10014,Default,AvgDelay,0.024379568172042,0.0028492686781921,0.0153385673912343,0.00119264615847739,-0.00904100078080776,-37.0843351982575,-0.00996218424184703,-0.00811981731976849,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-3.78245176295499,Meaningful,1.1125369292536e-306,p < 1e-15,***
10014,Default,AvgTxCost,1.81968386023294,0.022227019740785,1.90821963394343,0.0271587486033264,0.088535773710481,4.86544809487663,0.0854580325940696,0.0916135148268924,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,11.0863790677369,SeeDelta,1.1125369292536e-306,p < 1e-15,***
10014,Default,EmgTimely,1,0,1,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10014,ForestGeometry,TimelyRate,0.743760399334442,0.00826381831711129,0.797670549084858,0.00465361663081606,0.0539101497504159,5.39101497504161,0.0504213631388431,0.0573989363619887,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,5.95523843895968,Meaningful,1.1125369292536e-306,p < 1e-15,***
10014,ForestGeometry,LossRate,0.256073211314476,0.00797782524120236,0.202329450915142,0.00465361663081604,-0.0537437603993344,-5.37437603993344,-0.057177768371539,-0.0503097524271298,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-6.03156169961182,Meaningful,1.1125369292536e-306,p < 1e-15,***
10014,ForestGeometry,AvgDelay,0.104343546875838,0.00315671596799968,0.0814280060571512,0.00166418837504774,-0.0229155408186866,-21.9616272446198,-0.0245139398212129,-0.0213171418161603,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-5.52519913216458,Meaningful,1.1125369292536e-306,p < 1e-15,***
10014,ForestGeometry,AvgTxCost,1.88355906821963,0.0331819828100343,2.6536306156406,0.0241903067472445,0.770071547420971,40.8838544229385,0.761860260603029,0.778282834238913,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,36.1428902285336,SeeDelta,1.1125369292536e-306,p < 1e-15,***
10014,ForestGeometry,EmgTimely,0.0166666666666667,0.0527046276694731,0.0166666666666667,0.0527046276694731,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
