Scene,SceneRole,GeometryType,DensityClass,VegetationClass,Config,Candidate,TimelyRate,EmergencyTimely,AvgDelay,AvgTxCost,TimelyGainVsHeuristic_pp,EmergencyGainVsHeuristic_pp,TimelyGainVsLink_pp,CostDeltaVsProposedPct,TimelyDeltaVsProposed_pp
10014,Primary,CurvedBlind,Medium,Dense,Default,Proposed,0.990016638935108,1,0.0148462517990717,1.82978369384359,1.99667221297837,0,2.32945091514143,0,0
10014,Primary,CurvedBlind,Medium,Dense,Default,TimelyLow,0.990016638935108,1,0.0148462517990717,1.82978369384359,1.99667221297837,0,2.32945091514143,0,0
10014,Primary,CurvedBlind,Medium,Dense,Default,TimelyHigh,0.990016638935108,1,0.0148462517990717,1.82978369384359,1.99667221297837,0,2.32945091514143,0,0
10014,Primary,CurvedBlind,Medium,Dense,Default,ProtectLow,0.990016638935108,1,0.0148462517990717,1.8171381031614,1.99667221297837,0,2.32945091514143,-0.691097572065094,0
10014,Primary,CurvedBlind,Medium,Dense,Default,ProtectHigh,0.990016638935108,1,0.0148462517990717,1.84076539101497,1.99667221297837,0,2.32945091514143,0.600163681003907,0
10014,Primary,CurvedBlind,Medium,Dense,Default,EmergencyFloorLow,0.990016638935108,1,0.0148462517990717,1.82978369384359,1.99667221297837,0,2.32945091514143,0,0
10014,Primary,CurvedBlind,Medium,Dense,Default,EmergencyFloorHigh,0.990016638935108,1,0.0148462517990717,1.83577371048253,1.99667221297837,0,2.32945091514143,0.327362007820336,0
