Config,Profile,Vegetation,Method,Stage,TimelyRateMean,TimelyRateStd,TimelyRateCI95,LossRateMean,LossRateStd,LossRateCI95,AvgDelayMean,AvgDelayStd,AvgDelayCI95,AvgTxCostMean,AvgTxCostStd,AvgTxCostCI95,EmergencyTimelyRateMean,EmergencyTimelyRateStd,EmergencyTimelyRateCI95
FG_curved_medium,curved,medium,Confidence-driven,PosDeg_Emerg,0.987272727272728,0.0114991914915213,0.00712727272727265,0.0118181818181818,0.00963045368610345,0.00596901703557483,0.0171154988002738,0.000663977691046162,0.00041153763657211,2.69259090909091,0.0489224804247412,0.0303224675177281,0.977358490566038,0.0194867086601632,0.0120779871593838
FG_curved_medium,curved,medium,Confidence-driven,Recovery,0.996688741721854,0.00349037269334237,0.00216335540838839,0.00331125827814571,0.0034903726933426,0.00216335540838853,0.0140336755754378,0.000222387024719709,0.00013783690595576,2.31388741721854,0.0780603358275573,0.0483822974020142,0.994444444444445,0.00894529428777103,0.00554435084081063
FG_curved_medium,curved,medium,Confidence-driven,Full,0.89351081530782,0.00526169327815033,0.00326123128119797,0.106322795341098,0.00498859829656548,0.00309196525796148,0.0153415629930977,0.000344785432339811,0.000213700224966977,1.82728286189684,0.0403523012732438,0.0250106154471415,0.985981308411215,0.0118625749312522,0.00735250011664577
FG_curved_medium,curved,medium,Oracle,Normal,0.6832,0.0223745887609632,0.0138679137900727,0.3168,0.0223745887609632,0.0138679137900727,0.0252273447786769,0.00202035136272895,0.00125222674808951,1.72464,0.102465742784818,0.0635089253508338,NaN,NaN,NaN
FG_curved_medium,curved,medium,Oracle,Coop_1,0.922,0.012976712285028,0.0080430496028298,0.078,0.0129767122850279,0.00804304960282976,0.0152187411450289,0.00111446596028727,0.000690753158609966,1.30323333333333,0.0408588204660462,0.0253245592953993,NaN,NaN,NaN
FG_curved_medium,curved,medium,Oracle,LinkDeg_Emerg,0.992307692307692,0.00810840425684179,0.0050256410256409,0.00769230769230765,0.00810840425684196,0.005025641025641,0.0128773177779475,0.000469945245436985,0.000291275080824954,1.63123076923077,0.0788512193494777,0.0488724920874744,NaN,NaN,NaN
FG_curved_medium,curved,medium,Oracle,PosDeg_Emerg,0.990909090909091,0.00742269619025197,0.00460063476276754,0.00818181818181816,0.00670786170338747,0.00415757575757576,0.0173947376644978,0.000597975159751189,0.000370628843847293,2.60894545454545,0.0172806042645113,0.0107106294886954,0.981132075471698,0.015405595866561,0.00954848724347998
FG_curved_medium,curved,medium,Oracle,Recovery,1,0,0,0,0,0,0.0141876634061085,0.000227382043275795,0.000140932850531799,2.27629801324503,0.0631003970857026,0.0391100313061667,1,0,0
FG_curved_medium,curved,medium,Oracle,Full,0.912146422628952,0.00428181010884501,0.0026538934006476,0.0876871880199667,0.00392575449122274,0.00243320784247227,0.0166630319624715,0.000347470886271357,0.000215364686558105,1.90981697171381,0.0317327870310033,0.0196681851705125,0.990654205607477,0.00763080916754893,0.00472962452247142
FG_curved_sparse,curved,sparse,Link-delay-aware,Normal,0.9464,0.00386436713231719,0.00239515956323025,0.0536,0.00386436713231718,0.00239515956323025,0.0121520821447292,0.000296920145032863,0.00018403301253231,1,0,0,NaN,NaN,NaN
FG_curved_sparse,curved,sparse,Link-delay-aware,Coop_1,0.962666666666667,0.00716645133182112,0.00444181255406317,0.0373333333333333,0.00716645133182093,0.00444181255406304,0.012330381247029,0.000276091562432725,0.00017112332328823,1.00733333333333,0,0,NaN,NaN,NaN
FG_curved_sparse,curved,sparse,Link-delay-aware,LinkDeg_Emerg,0.992307692307692,0.00810840425684179,0.0050256410256409,0.00769230769230765,0.00810840425684196,0.005025641025641,0.0125388074587001,0.000488269857892661,0.00030263279329452,1.45169230769231,0,0,NaN,NaN,NaN
FG_curved_sparse,curved,sparse,Link-delay-aware,PosDeg_Emerg,0.990909090909091,0.00428549564355478,0.00265617771872699,0.00909090909090905,0.00428549564355484,0.00265617771872702,0.013196998946144,0.000226640263061016,0.000140473090391417,2.28409090909091,0,0,0.994339622641509,0.00911407342527643,0.00564896123403365
FG_curved_sparse,curved,sparse,Link-delay-aware,Recovery,0.990066225165563,0.00643592924375871,0.00398903027291266,0.00993377483443709,0.0064359292437586,0.00398903027291259,0.012739678127348,0.0001979625313249,0.000122698448110386,2.0841059602649,0,0,0.987037037037037,0.0175682092231577,0.0108888888888889
FG_curved_sparse,curved,sparse,Link-delay-aware,Full,0.974542429284526,0.00342347184958648,0.00212188983583188,0.0254575707154742,0.00342347184958644,0.00212188983583186,0.0125838294058492,0.000136690156506174,8.47214367437414e-05,1.55808652246256,0,0,0.990654205607477,0.0116562535413517,0.00722462079431473
FG_curved_sparse,curved,sparse,Confidence-driven,Normal,0.952,0.00754247233265651,0.00467487278495956,0.048,0.00754247233265651,0.00467487278495956,0.012791562622137,0.000586966404819522,0.000363805546849104,1.05056,0.0388377273622784,0.0240718728114508,NaN,NaN,NaN
FG_curved_sparse,curved,sparse,Confidence-driven,Coop_1,0.964666666666667,0.0077300120581894,0.00479111111111113,0.0353333333333333,0.00773001205818938,0.00479111111111111,0.0131917697183237,0.000439065891317453,0.000272135858853199,1.11608,0.0295351608831751,0.0183060823722673,NaN,NaN,NaN
FG_curved_sparse,curved,sparse,Confidence-driven,LinkDeg_Emerg,0.992307692307692,0.00810840425684179,0.0050256410256409,0.00769230769230765,0.00810840425684196,0.005025641025641,0.0126758102879718,0.000549104278326525,0.000340338357721151,1.59384615384615,0.0676950271404024,0.041957812517995,NaN,NaN,NaN
FG_curved_sparse,curved,sparse,Confidence-driven,PosDeg_Emerg,0.996363636363636,0.00635641726163722,0.00393974823581607,0.00363636363636363,0.00635641726163728,0.00393974823581611,0.0133307014156333,0.000268147805970408,0.000166199732022904,2.59294545454545,0.03591337910721,0.0222593429845701,0.99622641509434,0.00795541549727899,0.00493081761006292
FG_curved_sparse,curved,sparse,Confidence-driven,Recovery,0.995364238410596,0.00545213643939448,0.00337926917544748,0.00463576158940397,0.00545213643939444,0.00337926917544746,0.0130019731589706,0.000207597272448611,0.000128670122527322,2.27,0.0594450946783501,0.0368444514019564,0.990740740740741,0.013094570021973,0.00811609858499916
FG_curved_sparse,curved,sparse,Confidence-driven,Full,0.978535773710483,0.00371644272163098,0.00230347506360617,0.0214642262895175,0.00371644272163081,0.00230347506360606,0.0130327356741665,0.000159805380132527,9.904840077929e-05,1.71435274542429,0.0209137392892948,0.012962469906844,0.993457943925234,0.00990046640627457,0.00613637265339468
FG_curved_sparse,curved,sparse,Oracle,Normal,0.9592,0.00957775199790293,0.00593635219080989,0.0408,0.00957775199790292,0.00593635219080989,0.0131000655782695,0.000855943150549706,0.000530519061058065,1.08692,0.0339691101509069,0.0210542726005383,NaN,NaN,NaN
FG_curved_sparse,curved,sparse,Oracle,Coop_1,0.972,0.00756861616263391,0.00469107689865936,0.028,0.00756861616263396,0.00469107689865939,0.0132932968291449,0.000462033205258142,0.000286371147515787,1.14806666666667,0.0289226298686434,0.0179264317161582,NaN,NaN,NaN
FG_curved_sparse,curved,sparse,Oracle,LinkDeg_Emerg,0.992307692307692,0.00810840425684179,0.0050256410256409,0.00769230769230765,0.00810840425684196,0.005025641025641,0.0127495836879798,0.000488408219262923,0.000302718550560281,1.59015384615385,0.066607468786116,0.0412837368663687,NaN,NaN,NaN
FG_curved_sparse,curved,sparse,Oracle,PosDeg_Emerg,0.999090909090909,0.00287479787288033,0.00178181818181817,0.000909090909090904,0.00287479787288033,0.00178181818181817,0.0136757593107858,0.000319131631352891,0.000197799834382146,2.42254545454545,0.00201235851101736,0.00124727272727342,0.99811320754717,0.00596656162295924,0.00369811320754719
FG_curved_sparse,curved,sparse,Oracle,Recovery,0.999337748344371,0.00209422361600542,0.00129801324503303,0.000662251655629142,0.00209422361600556,0.00129801324503312,0.013173139406248,0.000171991497496614,0.0001066014345734,2.20596026490066,0.0576968635928934,0.0357608865491115,1,0,0
