Scene,SceneRole,Config,BaselineMethod,ProposedMethod,Metric,Baseline_Mean,Baseline_Std,Proposed_Mean,Proposed_Std,Delta_Mean,DeltaPct,CI_Lower,CI_Upper,P_Value,P_Value_Display,P_Value_Holm,P_Value_Holm_Display,Significant,Significant_Holm,EffectSize_RBC,EffectSize_CohenDz,PracticalNote,P_Value_Holm_Family,P_Value_Holm_Family_Display,Significant_Holm_Family
10014,Primary,ModerateForestGeometry,Confidence-heuristic,Risk-constrained-v6,TimelyRate,0.807088186356073,0.00370398923124906,0.814542429284526,0.00508931423009766,0.00745424292845252,0.745424292845243,0.00691934321623756,0.00798914264066749,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,2.24873656195008,Below1pp,8.90029543402881e-307,p < 1e-15,***
10014,Primary,ModerateForestGeometry,Confidence-heuristic,Risk-constrained-v6,LossRate,0.191613976705491,0.00380852964152506,0.184758735440932,0.00511975331473925,-0.00685524126455904,-0.685524126455905,-0.00739670172543034,-0.00631378080368775,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-2.04297663046967,Below1pp,8.90029543402881e-307,p < 1e-15,***
10014,Primary,ModerateForestGeometry,Confidence-heuristic,Risk-constrained-v6,AvgDelay,0.076872537088476,0.000881472512742192,0.0741486944876189,0.00157705612087674,-0.00272384260085708,-3.54332340784083,-0.00293189927573676,-0.0025157859259774,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-2.11255370289567,Meaningful,8.90029543402881e-307,p < 1e-15,***
10014,Primary,ModerateForestGeometry,Confidence-heuristic,Risk-constrained-v6,AvgTxCost,2.0608302828619,0.0412369796689552,2.24132845257904,0.0353181357325232,0.180498169717139,8.75851695397643,0.177426302931294,0.183570036502985,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,9.48151698927197,SeeDelta,8.90029543402881e-307,p < 1e-15,***
10014,Primary,ModerateForestGeometry,Confidence-heuristic,Risk-constrained-v6,EmgTimely,0.11,0.145257609930187,0.103333333333333,0.125492228124804,-0.00666666666666664,-0.666666666666664,-0.0238142443883749,0.0104809110550416,0.657326819181284,p = 0.6573,0.657326819181284,p = 0.6573,n.s.,n.s.,-0.1,-0.0627355000927507,Below1pp,1,p = 1,n.s.
10006,Reference,ModerateForestGeometry,Confidence-heuristic,Risk-constrained-v6,TimelyRate,0.745024958402662,0.00766232096148675,0.745890183028286,0.00762150858693015,0.000865224625623977,0.0865224625623995,-8.55744862111271e-05,0.00181602373745908,0.299119713201659,p = 0.2991,0.299119713201659,p = 0.2991,n.s.,n.s.,0.174838112858464,0.146841058890102,Below1pp,1,p = 1,n.s.
10006,Reference,ModerateForestGeometry,Confidence-heuristic,Risk-constrained-v6,LossRate,0.233810316139767,0.00773337047859096,0.213544093178037,0.00728469132307717,-0.0202662229617305,-2.02662229617305,-0.0213218045526322,-0.0192106413708288,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-3.09804992419512,Meaningful,8.90029543402881e-307,p < 1e-15,***
10006,Reference,ModerateForestGeometry,Confidence-heuristic,Risk-constrained-v6,AvgDelay,0.0848987444617256,0.000959037118091518,0.0832647927284229,0.00138593412221147,-0.00163395173330267,-1.92458880712809,-0.00180257253117926,-0.00146533093542608,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-0.971764705882353,-1.56363537359975,Meaningful,8.90029543402881e-307,p < 1e-15,***
10006,Reference,ModerateForestGeometry,Confidence-heuristic,Risk-constrained-v6,AvgTxCost,2.61859467554076,0.0253921144841294,3.0755860232945,0.00549990562094206,0.456991347753738,17.451778697265,0.452921177984748,0.461061517522727,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,18.1176913450782,SeeDelta,8.90029543402881e-307,p < 1e-15,***
10006,Reference,ModerateForestGeometry,Confidence-heuristic,Risk-constrained-v6,EmgTimely,0.843815789473684,0.0114576882258609,0.830394736842106,0.00874514798079172,-0.0134210526315788,-1.34210526315788,-0.0150887407885053,-0.0117533644746523,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-0.921768707482993,-1.29861118211556,Meaningful,8.90029543402881e-307,p < 1e-15,***
10011,Boundary,ModerateForestGeometry,Confidence-heuristic,Risk-constrained-v6,TimelyRate,0.954742096505824,0.00313546611796361,0.958535773710483,0.00357086987558155,0.00379367720465901,0.379367720465895,0.00341381584368411,0.0041735385656339,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,1.61154582148547,Below1pp,8.90029543402881e-307,p < 1e-15,***
10011,Boundary,ModerateForestGeometry,Confidence-heuristic,Risk-constrained-v6,LossRate,0.0451580698835274,0.00317147933795156,0.0413643926788685,0.00360504165777106,-0.00379367720465891,-0.37936772046589,-0.0041735385656338,-0.00341381584368402,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-1.61154582148543,Below1pp,8.90029543402881e-307,p < 1e-15,***
10011,Boundary,ModerateForestGeometry,Confidence-heuristic,Risk-constrained-v6,AvgDelay,0.020475885004269,0.000467704602533648,0.020178569547416,0.000489212221861054,-0.000297315456852994,-1.45202738143435,-0.000334852423555314,-0.000259778490150674,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-0.952380952380952,-1.27810259359459,Sub-ms,8.90029543402881e-307,p < 1e-15,***
10011,Boundary,ModerateForestGeometry,Confidence-heuristic,Risk-constrained-v6,AvgTxCost,2.05662096505823,0.0538641448709251,2.0521227953411,0.0436596894960166,-0.00449816971713679,-0.218716515758642,-0.00877133376797795,-0.000225005666295635,0.229713068676278,p = 0.2297,0.459426137352556,p = 0.4594,n.s.,n.s.,-0.126274509803922,-0.169860999278325,SeeDelta,1,p = 1,n.s.
