config,timely_linkd,timely_conf,timely_oracle,loss_linkd,loss_conf,loss_oracle,cost_linkd,cost_conf,cost_oracle,posdeg_linkd,posdeg_conf,posdeg_oracle,q_link_posdeg,q_pos_posdeg
default,0.963394342762063,0.966722129783694,0.990016638935108,0.0366056572379367,0.0332778702163061,0.00998336106489184,1.64242928452579,1.66156405990017,1.69409317803661,0.990909090909091,1,0.990909090909091,0.879947696431788,0.436987002166332
forest_geom,0.973377703826955,0.97504159733777,0.97504159733777,0.0249584026622296,0.0232945091514143,0.0232945091514143,2.24625623960067,2.30868552412646,2.28798668885191,0.972727272727273,0.981818181818182,0.981818181818182,0.741520213147105,0.431039197417138
