Scene,SceneRole,GeometryType,DensityClass,VegetationClass,Config,Method,HeuristicTimely,MethodTimely,MethodMinusHeuristicTimely_pp,HeuristicEmgTimely,MethodEmgTimely,MethodMinusHeuristicEmg_pp,HeuristicTxCost,MethodTxCost,MethodCostDeltaPct,HeuristicDelay,MethodDelay,MethodDelayDeltaPct
10017,LongRange,LongMixed,Medium,Mixed,Default,Risk-constrained,0.953410981697171,0.964725457570715,1.13144758735441,1,0.994444444444444,-0.555555555555554,2.35737104825291,2.36113144758735,0.159516650432672,0.0266933048710288,0.0235984571804358,-11.5940971174083
10017,LongRange,LongMixed,Medium,Mixed,Default,Risk-constrained-v2,0.953410981697171,0.911480865224626,-4.19301164725459,1,1,0,2.35737104825291,2.03021630615641,-13.8779485876424,0.0266933048710288,0.03732820986245,39.841095146535
10017,LongRange,LongMixed,Medium,Mixed,ForestGeometry,Risk-constrained,0.524459234608985,0.540432612312812,1.59733777038269,0.0166666666666667,0.0111111111111111,-0.555555555555556,2.65037936772046,3.88213976705491,46.4748712707441,0.127405584219692,0.124105797078587,-2.58998627204213
10017,LongRange,LongMixed,Medium,Mixed,ForestGeometry,Risk-constrained-v2,0.524459234608985,0.540765391014975,1.630615640599,0.0166666666666667,0.0166666666666667,0,2.65037936772046,3.79201331114809,43.0743597438099,0.127405584219692,0.124326566293094,-2.41670562986324
10019,DenseBlind,ShortRangeOccluded,High,Dense,Default,Risk-constrained,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10019,DenseBlind,ShortRangeOccluded,High,Dense,Default,Risk-constrained-v2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10019,DenseBlind,ShortRangeOccluded,High,Dense,ForestGeometry,Risk-constrained,0.663560732113145,0.66089850249584,-0.266222961730445,0.62967032967033,0.626739926739927,-0.293040293040292,3.36307820299501,2.91608319467555,-13.2912463326422,0.039987107221515,0.0399712302240697,-0.039705291401465
10019,DenseBlind,ShortRangeOccluded,High,Dense,ForestGeometry,Risk-constrained-v2,0.663560732113145,0.662895174708819,-0.0665557404326167,0.62967032967033,0.628937728937729,-0.073260073260073,3.36307820299501,3.32967387687188,-0.993266409724958,0.039987107221515,0.0400384809738723,0.12847579114103
