Method,AvgDelay_s,TimelyRate,LossRate,AvgTxCost,EmergencyTimelyRate
v6+sigmoid,0.0177889809760387,0.985024958402662,0.0149750415973378,1.85499168053245,1
v6+perlookup,0.0186342462366329,0.988352745424293,0.0116472545757071,2.02096505823627,1
DPP+sigmoid,0.0183019658125165,0.981697171381032,0.0183028286189684,1.75615640599002,1
DPP+perlookup,0.0186342462366329,0.988352745424293,0.0116472545757071,1.93327787021631,1
