Scene,SceneRole,GeometryType,Config,BaselineMethod,ProposedMethod,Metric,Baseline_Mean,Baseline_Std,Proposed_Mean,Proposed_Std,Delta_Mean,DeltaPct,CI_Lower,CI_Upper,P_Value,P_Value_Display,P_Value_Holm,P_Value_Holm_Display,Significant,Significant_Holm,EffectSize_RBC,EffectSize_CohenDz,PracticalNote,P_Value_Holm_Family,P_Value_Holm_Family_Display,Significant_Holm_Family
10013,HeldOutHighNLOS,ShortHighNLOS,ForestGeometry,DCC-like,Risk-constrained-v6,LossRate,0.445291181364393,0.00744791271554697,0.382196339434276,0.00961580157174644,-0.0630948419301165,-6.30948419301165,-0.0646918950476249,-0.0614977888126082,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-6.37502510126518,Meaningful,8.90029543402881e-306,p < 1e-15,***
10013,HeldOutHighNLOS,ShortHighNLOS,ForestGeometry,DCC-like,Risk-constrained-v6,AvgDelay,0.0708309831007585,0.000296448863851753,0.057497941826116,0.000351760864188505,-0.0133330412746425,-18.8237416607306,-0.0133845633861955,-0.0132815191630895,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-41.758315698081,Meaningful,8.90029543402881e-306,p < 1e-15,***
10013,HeldOutHighNLOS,ShortHighNLOS,ForestGeometry,DCC-like,Risk-constrained-v6,AvgTxCost,3.4012479201331,1.34579353601466e-15,3.48163627287853,0.0546802671175812,0.0803883527454305,2.36349582956257,0.0715649108357114,0.0892117946551497,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,1.47015289030261,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10013,HeldOutHighNLOS,ShortHighNLOS,ForestGeometry,DCC-like,Risk-constrained-v6,EmgTimely,0.599155963302752,0.00839784801729134,0.607669724770642,0.00765731808250368,0.00851376146788992,0.851376146788985,0.00727949114314979,0.00974803179263004,3.5527136788005e-15,p = 3.553e-15,3.5527136788005e-15,p = 3.553e-15,***,***,0.875102040816326,1.11306004697403,Below1pp,5.50670620214078e-13,p = 5.507e-13,***
10007,HeldOutLongMixed,LongMixed,Default,DCC-like,Risk-constrained-v6,TimelyRate,0.92675540765391,0.00763225036300564,0.995740432612313,0.00233284414478458,0.0689850249584027,6.89850249584028,0.0677779212277297,0.0701921286890757,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,9.22184114766576,Meaningful,8.90029543402881e-306,p < 1e-15,***
10007,HeldOutLongMixed,LongMixed,Default,DCC-like,Risk-constrained-v6,LossRate,0.0732445923460899,0.00763225036300555,0.00425956738768719,0.00233284414478446,-0.0689850249584027,-6.89850249584027,-0.0701921286890757,-0.0677779212277298,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-9.22184114766589,Meaningful,8.90029543402881e-306,p < 1e-15,***
10007,HeldOutLongMixed,LongMixed,Default,DCC-like,Risk-constrained-v6,AvgDelay,0.0658953717491392,0.00286184480858244,0.0211206018161471,0.000658579851997883,-0.0447747699329921,-67.9482773136901,-0.0452102049746148,-0.0443393348913694,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-16.5927125798002,Meaningful,8.90029543402881e-306,p < 1e-15,***
10007,HeldOutLongMixed,LongMixed,Default,DCC-like,Risk-constrained-v6,AvgTxCost,4.83183028286191,1.79439138135289e-15,2.82916472545756,0.00846073080261814,-2.00266555740435,-41.4473489374747,-2.00403081713488,-2.00130029767381,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-236.701250060412,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10007,HeldOutLongMixed,LongMixed,Default,DCC-like,Risk-constrained-v6,EmgTimely,1,0,1,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10007,HeldOutLongMixed,LongMixed,ForestGeometry,DCC-like,Risk-constrained-v6,TimelyRate,0.870049916805325,0.0016553824907515,0.865391014975042,0.00402336840499426,-0.00465890183028298,-0.465890183028306,-0.00528211533363597,-0.00403568832692999,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-0.963002114164905,-1.20629661159747,Below1pp,8.90029543402881e-306,p < 1e-15,***
10007,HeldOutLongMixed,LongMixed,ForestGeometry,DCC-like,Risk-constrained-v6,LossRate,0.129950083194675,0.00165538249075151,0.134608985024958,0.00402336840499427,0.00465890183028298,0.465890183028297,0.00403568832692999,0.00528211533363597,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,0.963002114164905,1.20629661159747,Below1pp,8.90029543402881e-306,p < 1e-15,***
10007,HeldOutLongMixed,LongMixed,ForestGeometry,DCC-like,Risk-constrained-v6,AvgDelay,0.0841072553873806,0.00061662542613251,0.0584032596812939,0.000990169925261487,-0.0257039957060868,-30.5609731142688,-0.0258642564467682,-0.0255437349654054,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-25.8809907614179,Meaningful,8.90029543402881e-306,p < 1e-15,***
10007,HeldOutLongMixed,LongMixed,ForestGeometry,DCC-like,Risk-constrained-v6,AvgTxCost,4.82134309484194,0.00229230666307511,2.69273277870216,0.0251056906939014,-2.12861031613978,-44.1497374127357,-2.13275518129902,-2.12446545098054,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-82.8692024800052,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10007,HeldOutLongMixed,LongMixed,ForestGeometry,DCC-like,Risk-constrained-v6,EmgTimely,1,0,1,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10015,HeldOutBoundary,LongLowNLOS,Default,DCC-like,Risk-constrained-v6,TimelyRate,0.963926788685524,0.00549737885447056,0.996905158069883,0.00198901721145451,0.0329783693843593,3.29783693843594,0.0321229500730923,0.0338337886956262,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,6.22096175146527,Meaningful,8.90029543402881e-306,p < 1e-15,***
10015,HeldOutBoundary,LongLowNLOS,Default,DCC-like,Risk-constrained-v6,LossRate,0.0360732113144758,0.00549737885447066,0.00309484193011647,0.00198901721145443,-0.0329783693843594,-3.29783693843594,-0.0338337886956263,-0.0321229500730924,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-6.2209617514652,Meaningful,8.90029543402881e-306,p < 1e-15,***
10015,HeldOutBoundary,LongLowNLOS,Default,DCC-like,Risk-constrained-v6,AvgDelay,0.0291614428795917,0.00233110216328755,0.0158255531077818,0.000830040458899379,-0.0133358897718099,-45.7312411696298,-0.0137004266968537,-0.0129713528467662,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-5.90320512824908,Meaningful,8.90029543402881e-306,p < 1e-15,***
10015,HeldOutBoundary,LongLowNLOS,Default,DCC-like,Risk-constrained-v6,AvgTxCost,1.78159733777038,4.48597845338221e-16,1.34265956738769,0.0141993783967576,-0.438937770382694,-24.6373162485757,-0.441229042847924,-0.436646497917464,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-30.9124637796062,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10015,HeldOutBoundary,LongLowNLOS,Default,DCC-like,Risk-constrained-v6,EmgTimely,1,0,1,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10015,HeldOutBoundary,LongLowNLOS,ForestGeometry,DCC-like,Risk-constrained-v6,TimelyRate,0.91630615640599,0.00476881451099083,0.908219633943428,0.00669248483383885,-0.0080865224625624,-0.808652246256225,-0.00878752748117517,-0.00738551744394964,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-0.995918367346939,-1.86143584809198,Below1pp,8.90029543402881e-306,p < 1e-15,***
10015,HeldOutBoundary,LongLowNLOS,ForestGeometry,DCC-like,Risk-constrained-v6,LossRate,0.08369384359401,0.00476881451099093,0.0917803660565724,0.00669248483383892,0.00808652246256243,0.808652246256245,0.00738551744394966,0.0087875274811752,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,0.995918367346939,1.86143584809197,Below1pp,8.90029543402881e-306,p < 1e-15,***
10015,HeldOutBoundary,LongLowNLOS,ForestGeometry,DCC-like,Risk-constrained-v6,AvgDelay,0.0525150340973391,0.00222206696126721,0.0557947256975844,0.00309375220827149,0.0032796916002453,6.24524320819489,0.00297473651298969,0.00358464668750091,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,0.993725490196078,1.73541972040464,Meaningful,8.90029543402881e-306,p < 1e-15,***
10015,HeldOutBoundary,LongLowNLOS,ForestGeometry,DCC-like,Risk-constrained-v6,AvgTxCost,1.74829783693843,0.000938957974246643,1.50821397670549,0.0240792940167083,-0.240083860232942,-13.7324347808707,-0.24399072624269,-0.236176994223195,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-9.91612178263628,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10015,HeldOutBoundary,LongLowNLOS,ForestGeometry,DCC-like,Risk-constrained-v6,EmgTimely,1,0,1,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10014,Primary,CurvedBlind,Default,AoI-aware,Risk-constrained-v6,TimelyRate,0.977038269550749,0.00567498758560182,0.991813643926789,0.00344196137102871,0.0147753743760399,1.47753743760397,0.013969639776093,0.0155811089759868,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,2.95906076469158,Meaningful,8.90029543402881e-306,p < 1e-15,***
10014,Primary,CurvedBlind,Default,AoI-aware,Risk-constrained-v6,LossRate,0.0229617304492512,0.00567498758560175,0.0081863560732113,0.00344196137102884,-0.0147753743760399,-1.47753743760399,-0.0155811089759869,-0.013969639776093,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-2.95906076469158,Meaningful,8.90029543402881e-306,p < 1e-15,***
10014,Primary,CurvedBlind,Default,AoI-aware,Risk-constrained-v6,AvgDelay,0.022734764938141,0.00147469169607514,0.017353066814409,0.00120657982170193,-0.00538169812373202,-23.6716682067093,-0.00559620403722662,-0.00516719221023741,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-4.04843776291169,Meaningful,8.90029543402881e-306,p < 1e-15,***
10014,Primary,CurvedBlind,Default,AoI-aware,Risk-constrained-v6,AvgTxCost,2.19933444259567,4.48597845338221e-16,2.00055241264559,0.031027786794728,-0.198782029950079,-9.03828113178982,-0.203788806412632,-0.193775253487526,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-6.40658101930282,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10014,Primary,CurvedBlind,Default,AoI-aware,Risk-constrained-v6,EmgTimely,0.863333333333333,0.137560541196707,1,0,0.136666666666667,13.6666666666667,0.114469309040218,0.158864024293115,2.1529444893531e-12,p = 2.153e-12,2.1529444893531e-12,p = 2.153e-12,***,***,1,0.993501955413489,Meaningful,3.10024006466847e-10,p = 3.100e-10,***
10014,Primary,CurvedBlind,ForestGeometry,AoI-aware,Risk-constrained-v6,TimelyRate,0.793277870216306,0.00553956146890268,0.799400998336106,0.00503293758701834,0.0061231281198003,0.612312811980043,0.00557949833749739,0.00666675790210322,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,1.8175129286249,Below1pp,8.90029543402881e-306,p < 1e-15,***
10014,Primary,CurvedBlind,ForestGeometry,AoI-aware,Risk-constrained-v6,LossRate,0.206655574043261,0.00548255887552686,0.200499168053245,0.00512295271268192,-0.00615640599001663,-0.615640599001666,-0.00669407644010325,-0.00561873553993001,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-1.84764481126661,Below1pp,8.90029543402881e-306,p < 1e-15,***
10014,Primary,CurvedBlind,ForestGeometry,AoI-aware,Risk-constrained-v6,AvgDelay,0.0835226987164982,0.00211528572292576,0.0801658886685875,0.00193947242902532,-0.00335681004791069,-4.01903925459204,-0.00356632532672645,-0.00314729476909492,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-2.58534479237628,Meaningful,8.90029543402881e-306,p < 1e-15,***
10014,Primary,CurvedBlind,ForestGeometry,AoI-aware,Risk-constrained-v6,AvgTxCost,2.36911813643927,4.48597845338221e-16,2.28425324459235,0.047505662547379,-0.0848648918469219,-3.58213001460838,-0.0925306088590239,-0.07719917483482,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-0.982745098039216,-1.78641634062641,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10014,Primary,CurvedBlind,ForestGeometry,AoI-aware,Risk-constrained-v6,EmgTimely,0.0166666666666667,0.060702613257057,0.0233333333333333,0.0753675799587829,0.00666666666666666,0.666666666666666,0.00134302608134904,0.0119903072519843,0.153041980788361,p = 0.153,0.153041980788361,p = 0.153,n.s.,n.s.,1,0.202072594216369,Below1pp,1,p = 1,n.s.
10006,Reference,Mixed,Default,AoI-aware,Risk-constrained-v6,TimelyRate,0.972013311148087,0.00540670041771894,0.989983361064892,0.00301587577978752,0.0179700499168053,1.79700499168053,0.0171106669335977,0.0188294329000129,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,3.3741931306415,Meaningful,8.90029543402881e-306,p < 1e-15,***
10006,Reference,Mixed,Default,AoI-aware,Risk-constrained-v6,LossRate,0.0269217970049916,0.00529050004465801,0.00931780366056572,0.00304403339074535,-0.0176039933444259,-1.76039933444259,-0.018426801828676,-0.0167811848601759,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-3.45238990338953,Meaningful,8.90029543402881e-306,p < 1e-15,***
10006,Reference,Mixed,Default,AoI-aware,Risk-constrained-v6,AvgDelay,0.0279487096524269,0.0017266971613171,0.0239986346904632,0.000939370565586915,-0.00395007496196371,-14.133299930792,-0.00422067180327839,-0.00367947812064904,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-0.995294117647059,-2.35553747545162,Meaningful,8.90029543402881e-306,p < 1e-15,***
10006,Reference,Mixed,Default,AoI-aware,Risk-constrained-v6,AvgTxCost,2.37133111480865,0.00262444966288283,2.84895673876871,0.00762516267387652,0.477625623960058,20.1416673098644,0.476259472139806,0.47899177578031,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,56.4151901482789,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10006,Reference,Mixed,Default,AoI-aware,Risk-constrained-v6,EmgTimely,0.989736842105263,0.00477569399094449,0.995065789473684,0.0034691783506188,0.00532894736842098,0.532894736842104,0.00441339170661034,0.00624450303023162,3.12723180684316e-11,p = 3.127e-11,3.12723180684316e-11,p = 3.127e-11,***,***,0.829787234042553,0.939212970658388,Below1pp,4.37812452958042e-09,p = 4.378e-09,***
10006,Reference,Mixed,ForestGeometry,AoI-aware,Risk-constrained-v6,TimelyRate,0.711913477537438,0.00499744989012173,0.713078202995008,0.00505534016184772,0.0011647254575707,0.116472545757063,0.000652272502852951,0.00167717841228846,0.00950452613369013,p = 0.009505,0.0285135784010704,p = 0.02851,**,*,0.447619047619048,0.366755782396912,Below1pp,0.864911878165802,p = 0.8649,n.s.
10006,Reference,Mixed,ForestGeometry,AoI-aware,Risk-constrained-v6,LossRate,0.285091514143095,0.00520349276908883,0.285890183028286,0.00506126022372303,0.00079866888519132,0.0798668885191312,0.000280534365274548,0.00131680340510809,0.0786112687296652,p = 0.07861,0.0786112687296652,p = 0.07861,n.s.,n.s.,0.34453781512605,0.248731988149844,Below1pp,1,p = 1,n.s.
10006,Reference,Mixed,ForestGeometry,AoI-aware,Risk-constrained-v6,AvgDelay,0.0870142246263379,0.0013555775131255,0.086104227800985,0.00136926565336346,-0.000909996825352892,-1.04580237226805,-0.00100143875362594,-0.000818554897079848,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-0.962352941176471,-1.60583864426897,Sub-ms,8.90029543402881e-306,p < 1e-15,***
10006,Reference,Mixed,ForestGeometry,AoI-aware,Risk-constrained-v6,AvgTxCost,2.65254575707155,0,2.89883727121463,0.0175759194000457,0.246291514143084,9.28509954961131,0.243455388571446,0.249127639714723,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,14.0130088524669,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10006,Reference,Mixed,ForestGeometry,AoI-aware,Risk-constrained-v6,EmgTimely,0.798618421052631,0.00383442521406489,0.799868421052631,0.00383845448433506,0.00124999999999997,0.124999999999997,0.000589894912097184,0.00191010508790275,0.0307203861819236,p = 0.03072,0.0614407723638473,p = 0.06144,*,n.s.,0.387096774193548,0.305565512446033,Below1pp,1,p = 1,n.s.
10011,Boundary,Open,Default,AoI-aware,Risk-constrained-v6,TimelyRate,0.993211314475873,0.00313258160390504,0.995108153078203,0.0021369133440131,0.00189683860232948,0.18968386023297,0.00151709344837132,0.00227658375628763,1.20563479200086e-08,p = 1.206e-08,3.61690437600259e-08,p = 3.617e-08,***,***,0.939516129032258,0.806019487862004,Below1pp,1.54321253376111e-06,p = 1.543e-06,***
10011,Boundary,Open,Default,AoI-aware,Risk-constrained-v6,LossRate,0.00678868552412645,0.00313258160390503,0.004891846921797,0.00213691334401308,-0.00189683860232945,-0.189683860232945,-0.0022765837562876,-0.00151709344837129,1.20563479200086e-08,p = 1.206e-08,3.61690437600259e-08,p = 3.617e-08,***,***,-0.939516129032258,-0.806019487861989,Below1pp,1.54321253376111e-06,p = 1.543e-06,***
10011,Boundary,Open,Default,AoI-aware,Risk-constrained-v6,AvgDelay,0.0139775756473799,0.000621095087353918,0.013062506390905,0.000488508813437589,-0.000915069256474926,-6.5466950747389,-0.000972674621638726,-0.000857463891311126,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-2.56329407688145,Sub-ms,8.90029543402881e-306,p < 1e-15,***
10011,Boundary,Open,Default,AoI-aware,Risk-constrained-v6,AvgTxCost,1.83554076539101,6.72896768007332e-16,1.88823460898503,0.0329345515357784,0.0526938435940149,2.87075310925011,0.0473793834127266,0.0580083037753032,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,0.985882352941176,1.59995631143697,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10011,Boundary,Open,Default,AoI-aware,Risk-constrained-v6,EmgTimely,0.997,0.0119948968741048,1,0,0.003,0.300000000000011,0.00106445210748238,0.00493554789251763,0.0769740809715009,p = 0.07697,0.0769740809715009,p = 0.07697,n.s.,n.s.,1,0.250106360353674,Below1pp,1,p = 1,n.s.
10011,Boundary,Open,ForestGeometry,AoI-aware,Risk-constrained-v6,TimelyRate,0.80459234608985,0.0100012291004421,0.801863560732113,0.0107351596301574,-0.00272878535773708,-0.272878535773691,-0.00421110004808666,-0.00124647066738751,0.0356853155392778,p = 0.03569,0.0713706310785556,p = 0.07137,*,n.s.,-0.375,-0.297054657960907,Below1pp,1,p = 1,n.s.
10011,Boundary,Open,ForestGeometry,AoI-aware,Risk-constrained-v6,LossRate,0.19414309484193,0.00994616544248497,0.191913477537438,0.010665300737095,-0.0022296173044926,-0.222961730449259,-0.0035678123915526,-0.000891422217432604,0.0572897358722115,p = 0.05729,0.0713706310785556,p = 0.07137,n.s.,n.s.,-0.264184397163121,-0.268855112022713,Below1pp,1,p = 1,n.s.
10011,Boundary,Open,ForestGeometry,AoI-aware,Risk-constrained-v6,AvgDelay,0.0887487517363748,0.00324487649766446,0.0918747681598966,0.00357534409709855,0.00312601642352186,3.52232156775297,0.00265974888508542,0.00359228396195831,2.04281036531029e-14,p = 2.043e-14,6.12843109593086e-14,p = 6.128e-14,***,***,0.865098039215686,1.08184110301564,Meaningful,3.00293123700612e-12,p = 3.003e-12,***
10011,Boundary,Open,ForestGeometry,AoI-aware,Risk-constrained-v6,AvgTxCost,4.03743760399334,0.00504235879144108,3.22404059900166,0.0739633217627875,-0.813397004991685,-20.1463671955492,-0.825464473480961,-0.801329536502408,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-10.8766160711747,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10011,Boundary,Open,ForestGeometry,AoI-aware,Risk-constrained-v6,EmgTimely,0.327,0.0764052033701947,0.485,0.0991031208965115,0.158,15.8,0.140191646392112,0.175808353607888,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,0.976950354609929,1.43166273156205,Meaningful,8.90029543402881e-306,p < 1e-15,***
10019,DenseBlind,ShortRangeOccluded,Default,AoI-aware,Risk-constrained-v6,TimelyRate,0.997936772046589,0.00152424240949683,0.999866888519135,0.000455985882891538,0.00193011647254582,0.193011647254571,0.00168535741290129,0.00217487553219034,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,1.2724834558386,Below1pp,8.90029543402881e-306,p < 1e-15,***
10019,DenseBlind,ShortRangeOccluded,Default,AoI-aware,Risk-constrained-v6,LossRate,0.00206322795341098,0.00152424240949668,0.000133111480865225,0.000455985882891631,-0.00193011647254576,-0.193011647254576,-0.00217487553219026,-0.00168535741290125,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-1.27248345583866,Below1pp,8.90029543402881e-306,p < 1e-15,***
10019,DenseBlind,ShortRangeOccluded,Default,AoI-aware,Risk-constrained-v6,AvgDelay,0.0128245765005516,0.000161648402766519,0.0120953488285495,0.000119765073810153,-0.000729227672002116,-5.68617351201228,-0.000741185229719017,-0.000717270114285215,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-9.84074680763783,Sub-ms,8.90029543402881e-306,p < 1e-15,***
10019,DenseBlind,ShortRangeOccluded,Default,AoI-aware,Risk-constrained-v6,AvgTxCost,1.68742096505824,6.72896768007332e-16,3.04475873544092,0,1.35733777038268,80.4385982211517,1.35733777038268,1.35733777038268,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,Inf,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10019,DenseBlind,ShortRangeOccluded,Default,AoI-aware,Risk-constrained-v6,EmgTimely,0.997875457875458,0.00166960294437928,1,0,0.00212454212454227,0.212454212454216,0.00185512784826691,0.00239395640081764,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,1.27248345583873,Below1pp,8.90029543402881e-306,p < 1e-15,***
10019,DenseBlind,ShortRangeOccluded,ForestGeometry,AoI-aware,Risk-constrained-v6,TimelyRate,0.6261231281198,0.00751858362440445,0.617803660565724,0.00781339667881792,-0.00831946755407646,-0.831946755407653,-0.00953481862420129,-0.00710411648395162,5.77315972805081e-15,p = 5.773e-15,2.30926389122033e-14,p = 2.309e-14,***,***,-0.93432007400555,-1.10459020542114,Below1pp,8.77520278663724e-13,p = 8.775e-13,***
10019,DenseBlind,ShortRangeOccluded,ForestGeometry,AoI-aware,Risk-constrained-v6,LossRate,0.308885191347754,0.00824620531763122,0.31414309484193,0.00799743467614016,0.00525790349417642,0.525790349417649,0.00428248039218957,0.00623332659616328,7.75344233261421e-10,p = 7.753e-10,1.55068846652284e-09,p = 1.551e-09,***,***,0.789084181313598,0.869815168022236,Below1pp,1.02345438790508e-07,p = 1.023e-07,***
10019,DenseBlind,ShortRangeOccluded,ForestGeometry,AoI-aware,Risk-constrained-v6,AvgDelay,0.040977662263402,0.000253782755729117,0.0408994908368847,0.00027826617795059,-7.81714265172578e-05,-0.190765949542899,-0.00011125539147997,-4.50874615545458e-05,0.00701747169156608,p = 0.007017,0.00701747169156608,p = 0.007017,**,**,-0.378823529411765,-0.381274612536773,Sub-ms,0.645607395624079,p = 0.6456,n.s.
10019,DenseBlind,ShortRangeOccluded,ForestGeometry,AoI-aware,Risk-constrained-v6,AvgTxCost,3.3155074875208,8.97195690676443e-16,3.32302396006655,0.00356936451763775,0.00751647254575282,0.226706547158909,0.00694050461186789,0.00809244047963775,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,2.1058293454229,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10019,DenseBlind,ShortRangeOccluded,ForestGeometry,AoI-aware,Risk-constrained-v6,EmgTimely,0.588608058608059,0.00840432560844457,0.57945054945055,0.0085896284277451,-0.00915750915750909,-0.915750915750912,-0.0104952857017307,-0.00781973261328743,5.77315972805081e-15,p = 5.773e-15,2.30926389122033e-14,p = 2.309e-14,***,***,-0.93432007400555,-1.10459020542114,Below1pp,8.77520278663724e-13,p = 8.775e-13,***
10017,LongRange,LongMixed,Default,AoI-aware,Risk-constrained-v6,TimelyRate,0.948585690515807,0.00854560399916692,0.979001663893511,0.00590805337449913,0.0304159733777038,3.04159733777039,0.0290555032180191,0.0317764435373885,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,3.60761432093882,Meaningful,8.90029543402881e-306,p < 1e-15,***
10017,LongRange,LongMixed,Default,AoI-aware,Risk-constrained-v6,LossRate,0.0512811980033278,0.00848216077848706,0.020865224625624,0.00592066355386478,-0.0304159733777038,-3.04159733777038,-0.031791499630448,-0.0290404471249596,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-3.56812646904915,Meaningful,8.90029543402881e-306,p < 1e-15,***
10017,LongRange,LongMixed,Default,AoI-aware,Risk-constrained-v6,AvgDelay,0.0320747984653524,0.00145344362662181,0.0297007229405134,0.00138962390385255,-0.00237407552483901,-7.40168493156243,-0.00263131661720054,-0.00211683443247747,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-0.976470588235294,-1.48922935747155,Meaningful,8.90029543402881e-306,p < 1e-15,***
10017,LongRange,LongMixed,Default,AoI-aware,Risk-constrained-v6,AvgTxCost,3.32896505823627,0.00215140641767905,2.86951680532446,0.0312860646686082,-0.459448252911819,-13.8015342568732,-0.464532532839807,-0.454363972983831,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-14.5819147209608,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10017,LongRange,LongMixed,Default,AoI-aware,Risk-constrained-v6,EmgTimely,0.942222222222222,0.0345215288427484,0.981111111111111,0.0283056420636937,0.0388888888888889,3.88888888888889,0.0321730045958786,0.0456047731818991,3.93822752187134e-11,p = 3.938e-11,3.93822752187134e-11,p = 3.938e-11,***,***,0.839323467230444,0.934393337460681,Meaningful,5.47413625540116e-09,p = 5.474e-09,***
