Scene,SceneRole,GeometryType,DensityClass,VegetationClass,Config,Method,Stage,AvgDelayMean,AvgDelayStd,AvgDelayCI95,TimelyRateMean,TimelyRateStd,TimelyRateCI95,LossRateMean,LossRateStd,LossRateCI95,AvgTxCostMean,AvgTxCostStd,AvgTxCostCI95,EmergencyTimelyRateMean,EmergencyTimelyRateStd,EmergencyTimelyRateCI95
10014,Primary,CurvedBlind,Medium,Dense,Default,Link-delay-aware,Normal,0.0128131301111702,0.000164363859395393,0.000101873775498201,0.864,0.0328768746825012,0.0203772980435473,0.136,0.0328768746825012,0.0203772980435473,1.312,2.3405556457178e-16,1.45069141884354e-16,NaN,NaN,NaN
10014,Primary,CurvedBlind,Medium,Dense,Default,Link-delay-aware,Coop_1,0.0120723361746179,0.000164126205188831,0.000101726475894903,0.998,0.00322030594359783,0.00199596630269199,0.00200000000000001,0.00322030594359767,0.00199596630269189,2,0,0,NaN,NaN,NaN
10014,Primary,CurvedBlind,Medium,Dense,Default,Link-delay-aware,LinkDeg_Emerg,0.0120326630852676,0.000196739915300424,0.000121940662847518,1,0,0,0,0,0,2,0,0,NaN,NaN,NaN
10014,Primary,CurvedBlind,Medium,Dense,Default,Link-delay-aware,PosDeg_Emerg,0.0121322969352687,0.00015069581014863,9.34022308071417e-05,0.990909090909091,0.00857099128710958,0.00531235543745399,0.00909090909090906,0.00857099128710965,0.00531235543745404,2.03,4.6811112914356e-16,2.90138283768708e-16,1,0,0
10014,Primary,CurvedBlind,Medium,Dense,Default,Link-delay-aware,Recovery,0.0120434978359847,9.09457582314178e-05,5.63687649502883e-05,0.996688741721854,0.00468282636547377,0.0029024458515891,0.0033112582781457,0.00468282636547381,0.00290244585158912,1.07284768211921,0,0,NaN,NaN,NaN
10014,Primary,CurvedBlind,Medium,Dense,Default,Link-delay-aware,Full,0.0122091924152411,7.15956608151171e-05,4.43754503170849e-05,0.968718801996672,0.00691845418946756,0.00428810233274531,0.0312811980033278,0.00691845418946763,0.00428810233274535,1.62945091514143,0,0,1,0,0
10014,Primary,CurvedBlind,Medium,Dense,Default,Confidence-heuristic,Normal,0.0128131301111702,0.000164363859395393,0.000101873775498201,0.864,0.0328768746825012,0.0203772980435473,0.136,0.0328768746825012,0.0203772980435473,1.31312,0.00236116731959241,0.00146346666666668,NaN,NaN,NaN
10014,Primary,CurvedBlind,Medium,Dense,Default,Confidence-heuristic,Coop_1,0.0120723361746179,0.000164126205188831,0.000101726475894903,0.998,0.00322030594359783,0.00199596630269199,0.00200000000000001,0.00322030594359767,0.00199596630269189,2,0,0,NaN,NaN,NaN
10014,Primary,CurvedBlind,Medium,Dense,Default,Confidence-heuristic,LinkDeg_Emerg,0.0120326630852676,0.000196739915300424,0.000121940662847518,1,0,0,0,0,0,2.15615384615385,0.0723758543977399,0.0448590193095241,NaN,NaN,NaN
10014,Primary,CurvedBlind,Medium,Dense,Default,Confidence-heuristic,PosDeg_Emerg,0.0122181223874685,0.000184751085775154,0.00011450990932277,0.999090909090909,0.00287479787288033,0.00178181818181817,0.000909090909090904,0.00287479787288033,0.00178181818181817,3.08772727272727,0.0980969049196805,0.0608010915879968,1,0,0
10014,Primary,CurvedBlind,Medium,Dense,Default,Confidence-heuristic,Recovery,0.0120808448507421,0.000141324173795516,8.75936304165213e-05,0.998675496688742,0.00279229815467389,0.00173068432671071,0.00132450331125828,0.00279229815467408,0.00173068432671082,1.13380794701987,0.0414786263163538,0.0257087189414369,NaN,NaN,NaN
10014,Primary,CurvedBlind,Medium,Dense,Default,Confidence-heuristic,Full,0.0122349761766259,5.65236900539285e-05,3.50337460562527e-05,0.97071547420965,0.00647756020883261,0.00401483341239425,0.0292845257903494,0.00647756020883257,0.00401483341239422,1.85548252911814,0.0232467702069579,0.0144084974509201,1,0,0
10014,Primary,CurvedBlind,Medium,Dense,Default,V4Cost0060,Normal,0.0141457658201341,0.000376763015297414,0.000233520136224727,0.9472,0.0220544780033443,0.0136695070869435,0.0528,0.0220544780033443,0.0136695070869435,1.50716,0.00418441553067248,0.00259352761568741,NaN,NaN,NaN
10014,Primary,CurvedBlind,Medium,Dense,Default,V4Cost0060,Coop_1,0.0120723361746179,0.000164126205188831,0.000101726475894903,0.998,0.00322030594359783,0.00199596630269199,0.00200000000000001,0.00322030594359767,0.00199596630269189,2,0,0,NaN,NaN,NaN
10014,Primary,CurvedBlind,Medium,Dense,Default,V4Cost0060,LinkDeg_Emerg,0.0120326630852676,0.000196739915300424,0.000121940662847518,1,0,0,0,0,0,2.042,0.042912077750105,0.0265971813448309,NaN,NaN,NaN
10014,Primary,CurvedBlind,Medium,Dense,Default,V4Cost0060,PosDeg_Emerg,0.0122117282232432,0.00021842070189892,0.000135378553602118,0.997272727272727,0.00439132628672405,0.00272177223094345,0.00272727272727271,0.00439132628672405,0.00272177223094345,2.75663636363636,0.0948828962652009,0.0588090283855376,1,0,0
10014,Primary,CurvedBlind,Medium,Dense,Default,V4Cost0060,Recovery,0.0120808448507421,0.000141324173795516,8.75936304165213e-05,0.998675496688742,0.00279229815467389,0.00173068432671071,0.00132450331125828,0.00279229815467408,0.00173068432671082,1.10993377483444,0.0316682805128979,0.019628203616369,NaN,NaN,NaN
