Scene,SceneRole,GeometryType,DensityClass,VegetationClass,Config,Seed,SafetyViolationRate,MeanSafetyViolation,MaxSafetyViolation,BudgetViolationRate,MeanBudgetViolation,MaxBudgetViolation,MeanFeasibleSequenceRatio,NoFeasibleSequenceRate,MeanAoIAge
10013,HeldOutHighNLOS,ShortHighNLOS,High,Dense,ModerateForestGeometry,8,0.321131447587354,0.600092155086245,3.48588657726942,0.40765391014975,0.319988054097871,1.87692307692308,0.00303034037920338,0.302828618968386,48.5118136439271
10013,HeldOutHighNLOS,ShortHighNLOS,High,Dense,ModerateForestGeometry,9,0.324459234608985,0.594462408723429,3.48588657726942,0.414309484193012,0.330256809663472,1.87692307692308,0.003031983730819,0.302828618968386,48.5118136439271
10013,HeldOutHighNLOS,ShortHighNLOS,High,Dense,ModerateForestGeometry,10,0.332778702163062,0.600854973836188,3.48588657726942,0.415973377703827,0.319875857023165,1.87692307692308,0.00295885458392391,0.306156405990017,48.5118136439271
10007,HeldOutLongMixed,LongMixed,Medium,Mixed,ModerateForestGeometry,1,0.179700499168053,0.394645652224077,3.00462869581398,0.129783693843594,0.0938435940099834,0.723076923076923,0.00943941168012162,0.131447587354409,21.7450915141431
10007,HeldOutLongMixed,LongMixed,Medium,Mixed,ModerateForestGeometry,2,0.153078202995008,0.393072775831969,3.00462869581398,0.129783693843594,0.0938435940099834,0.723076923076923,0.00957498818841027,0.131447587354409,21.7450915141431
10007,HeldOutLongMixed,LongMixed,Medium,Mixed,ModerateForestGeometry,3,0.158069883527454,0.39328574621493,3.00462869581398,0.129783693843594,0.0938435940099834,0.723076923076923,0.00955855467225407,0.131447587354409,21.7450915141431
10007,HeldOutLongMixed,LongMixed,Medium,Mixed,ModerateForestGeometry,4,0.146422628951747,0.392680928907638,3.00462869581398,0.129783693843594,0.0938435940099834,0.723076923076923,0.0096185370062242,0.131447587354409,21.7450915141431
10007,HeldOutLongMixed,LongMixed,Medium,Mixed,ModerateForestGeometry,5,0.173044925124792,0.395341205579986,3.3831721198,0.126455906821963,0.0893862111973771,0.723076923076923,0.00947638709147307,0.131447587354409,21.7450915141431
10007,HeldOutLongMixed,LongMixed,Medium,Mixed,ModerateForestGeometry,6,0.174708818635607,0.398673056350334,3.3831721198,0.123128119800333,0.0827785660015632,0.723076923076923,0.00948296049793555,0.131447587354409,21.7450915141431
10007,HeldOutLongMixed,LongMixed,Medium,Mixed,ModerateForestGeometry,7,0.184692179700499,0.393643001850562,3.00462869581398,0.129783693843594,0.0938435940099834,0.723076923076923,0.00942297816396542,0.131447587354409,21.7450915141431
10007,HeldOutLongMixed,LongMixed,Medium,Mixed,ModerateForestGeometry,8,0.166389351081531,0.394010347339825,3.3831721198,0.128119800332779,0.0921524681994821,0.723076923076923,0.00953554774963539,0.131447587354409,21.7450915141431
10007,HeldOutLongMixed,LongMixed,Medium,Mixed,ModerateForestGeometry,9,0.171381031613977,0.393361806187439,3.00462869581398,0.129783693843594,0.0938435940099834,0.723076923076923,0.00946981368501059,0.131447587354409,21.7450915141431
10007,HeldOutLongMixed,LongMixed,Medium,Mixed,ModerateForestGeometry,10,0.198003327787022,0.395407894639455,3.18462869581398,0.129783693843594,0.0933555911996101,0.723076923076923,0.00940736632361703,0.131447587354409,21.7450915141431
10015,HeldOutBoundary,LongLowNLOS,Low,Sparse,ModerateForestGeometry,1,0.227953410981697,0.217447416972639,3.00462869581398,0.0798668885191348,0.0515639274948472,0.723076923076923,0.00596598262155667,0.0898502495840266,15.6815307820299
10015,HeldOutBoundary,LongLowNLOS,Low,Sparse,ModerateForestGeometry,2,0.217970049916805,0.217185270801196,3.00462869581398,0.0981697171381032,0.0534573235588785,0.723076923076923,0.00594934368644851,0.123128119800333,15.6815307820299
10015,HeldOutBoundary,LongLowNLOS,Low,Sparse,ModerateForestGeometry,3,0.24459234608985,0.21894410480887,3.00462869581398,0.0748752079866889,0.0510475467501115,0.723076923076923,0.00571270105379923,0.0798668885191348,15.6815307820299
10015,HeldOutBoundary,LongLowNLOS,Low,Sparse,ModerateForestGeometry,4,0.212978369384359,0.216373954564296,3.00462869581398,0.0798668885191348,0.0515639274948472,0.723076923076923,0.00583656868182659,0.0831946755407654,15.6815307820299
10015,HeldOutBoundary,LongLowNLOS,Low,Sparse,ModerateForestGeometry,5,0.254575707154742,0.220246978000183,3.3831721198,0.0782029950083195,0.0472786715971528,0.723076923076923,0.00534849325198743,0.0981697171381032,15.6815307820299
10015,HeldOutBoundary,LongLowNLOS,Low,Sparse,ModerateForestGeometry,6,0.242928452579035,0.219972097057437,3.3831721198,0.103161397670549,0.048785444129228,0.723076923076923,0.00565723793677205,0.116472545757072,15.6815307820299
10015,HeldOutBoundary,LongLowNLOS,Low,Sparse,ModerateForestGeometry,7,0.266222961730449,0.219776193815741,3.00462869581398,0.0765391014975042,0.0512196736650234,0.723076923076923,0.00568127195415049,0.0981697171381032,15.6815307820299
10015,HeldOutBoundary,LongLowNLOS,Low,Sparse,ModerateForestGeometry,8,0.24126455906822,0.217830187680961,3.3831721198,0.0715474209650582,0.0491842940246982,0.723076923076923,0.00596598262155667,0.0848585690515807,15.6815307820299
